日期,板块名称,涨的数量,跌的数量,平的数量,涨幅比,涨跌幅,总市值,总市值亿元,跌停,跌<-5%,-3%<-5%,-3<-1%,平盘,<3%,3-5%,5%-涨停,涨停
2023-03-01,2025规划,18,16,2,50.0,0.3783333333333333,824921757553.36,8249.22,0,0,0,15,3,15,3,0,0
2023-03-01,3D打印,11,2,0,84.61538461538461,1.2553846153846153,245498680837.66,2454.99,0,0,0,2,0,8,2,1,0
2023-03-01,3D摄像头,4,0,0,100.0,1.4324999999999999,63085998241.979996,630.86,0,0,0,0,0,4,0,0,0
2023-03-01,3D玻璃,2,1,0,66.66666666666666,1.4866666666666664,42975504910.92,429.76,0,0,0,1,0,1,0,1,0
2023-03-01,5G概念,72,24,3,72.72727272727273,1.6173737373737374,1997767169734.0,19977.67,0,0,0,23,6,54,10,4,2
2023-03-01,6G概念,6,0,0,100.0,2.2733333333333334,119592462542.84,1195.92,0,0,0,0,0,5,0,1,0
2023-03-01,AB股,21,7,2,70.0,0.7650000000000001,594490402693.98,5944.90,0,0,0,6,5,18,0,1,0
2023-03-01,AH股,41,7,4,78.84615384615384,0.8524999999999999,1308577344130.46,13085.77,0,0,0,7,4,38,2,1,0
2023-03-01,AIGC概念,11,1,0,91.66666666666666,5.823333333333333,191398732328.46,1913.99,0,0,0,1,0,3,5,0,3
2023-03-01,AI芯片,5,1,0,83.33333333333334,2.69,174515796074.01,1745.16,0,0,0,1,0,2,2,1,0
2023-03-01,C2M概念,5,0,2,71.42857142857143,2.325714285714286,123302639380.56999,1233.03,0,0,0,0,2,2,2,1,0
2023-03-01,CAR-T细胞疗法,1,3,0,25.0,-0.5575,51820690008.14,518.21,0,0,0,2,1,1,0,0,0
2023-03-01,CPO概念,6,0,0,100.0,1.8233333333333333,139835653694.82,1398.36,0,0,0,0,0,5,1,0,0
2023-03-01,CRO,2,7,0,22.22222222222222,-0.3488888888888889,196288541877.83,1962.89,0,0,0,5,3,1,0,0,0
2023-03-01,ChatGPT概念,11,1,0,91.66666666666666,4.8775,212108155815.8,2121.08,0,0,0,1,0,2,5,3,1
2023-03-01,Chiplet概念,8,0,0,100.0,3.72,186135808774.78,1861.36,0,0,0,0,0,5,1,1,1
2023-03-01,DRG/DIP,5,0,0,100.0,3.5340000000000003,87259920306.29999,872.60,0,0,0,0,0,2,2,1,0
2023-03-01,EDA概念,6,0,0,100.0,0.9233333333333333,102130208784.73,1021.30,0,0,0,0,0,6,0,0,0
2023-03-01,EDR概念,3,0,0,100.0,2.5133333333333336,64316237202.46,643.16,0,0,0,0,0,3,0,0,0
2023-03-01,ERP概念,2,0,0,100.0,5.32,23665122202.42,236.65,0,0,0,0,0,0,1,1,0
