,排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
381,382,海绵城市,BK0724,817.94,-6.35,-0.77,363442032000,2.39,7,29,同方股份,9.97
382,383,肝炎概念,BK1078,1143.75,-9.06,-0.79,375782608000,1.77,9,27,华大基因,6.26
383,384,工业气体,BK0981,1447.7,-12.02,-0.82,347300256000,0.77,5,17,和远气体,3.36
384,385,页岩气,BK0603,1616.59,-14.03,-0.86,2078696304000,0.43,6,30,凌钢股份,4.26
385,386,空间站概念,BK0994,1368.73,-11.92,-0.86,197959309000,3.49,6,15,皇氏集团,3.07
386,387,黄金概念,BK0547,11472.84,-100.14,-0.87,1355421984000,1.24,12,39,明牌珠宝,4.41
387,388,Chiplet概念,BK1101,1289.8,-11.26,-0.87,415941888000,4.17,1,16,寒武纪-U,9.58
388,389,油价相关,BK0563,5634.52,-49.54,-0.87,2327456208000,0.34,3,10,新潮能源,3.67
389,390,熊去氧胆酸,BK1120,964.86,-8.49,-0.87,333086016000,2.03,3,18,*ST辅仁,4.92
390,391,航母概念,BK0715,776.27,-6.98,-0.89,1076792176000,0.92,9,27,南山控股,4.03
391,392,阿兹海默,BK0894,1399.35,-12.71,-0.9,107203217000,1.14,1,10,鲁抗医药,0.14
392,393,CAR-T细胞疗法,BK0986,932.68,-8.61,-0.91,596475456000,1.69,5,18,姚记科技,5.15
393,394,6G概念,BK0964,1069.64,-10.46,-0.97,433309136000,4.65,5,12,中天科技,3.67
394,395,海工装备,BK0601,1398.68,-13.84,-0.98,1127428496000,1.49,10,30,中天科技,3.67
395,396,AH股,BK0499,6670.84,-67.66,-1.0,26124094208000,0.36,28,111,福莱特,4.02
396,397,新冠药物,BK1060,829.76,-8.49,-1.01,669533168000,1.73,8,49,雅本化学,2.01
397,398,单抗概念,BK0870,1532.62,-15.85,-1.02,1496779168000,0.89,12,35,百奥泰,1.41
398,399,重组蛋白,BK1063,758.92,-8.21,-1.07,135753303000,1.65,3,9,康乐卫士,5.41
399,400,中俄贸易概念,BK1072,1085.52,-11.88,-1.08,223102428000,1.22,3,24,动力源,4.23
400,401,地塞米松,BK0929,1220.39,-13.45,-1.09,92807004000,1.56,1,10,联环药业,1.28
401,402,油气设服,BK0606,1391.2,-15.39,-1.09,1478812000000,1.18,12,45,*ST安控,2.8
402,403,青蒿素,BK0872,1545.27,-17.44,-1.12,307152272000,0.77,3,8,德龙汇能,0.41
403,404,千金藤素,BK1083,1055.2,-12.11,-1.13,139194870000,0.81,1,4,优宁维,1.07
404,405,中芯概念,BK0935,1110.98,-13.96,-1.24,1817567184000,2.37,16,37,帝科股份,2.43
405,406,流感,BK0906,1605.06,-20.21,-1.24,1242940768000,1.17,13,53,东方生物,2.01
406,407,创新药,BK1106,1113.51,-14.27,-1.27,1172325648000,1.13,10,39,百奥泰,1.41
407,408,低碳冶金,BK0979,1137.74,-14.65,-1.27,328251904000,0.61,2,6,ST龙净,0.37
408,409,肝素概念,BK0944,775.25,-10.1,-1.29,226941719000,1.15,3,9,常山药业,0.36
409,410,第四代半导体,BK1121,1168.71,-15.84,-1.34,112643808000,1.52,1,4,新湖中宝,1.45
410,411,蒙脱石散,BK1123,969.6,-13.35,-1.36,63882322000,1.73,0,11,仟源医药,-0.15
411,412,CRO,BK0899,1818.74,-26.92,-1.46,718347136000,1.22,4,25,蔚蓝生物,1.93
412,413,中药概念,BK0615,2204.77,-33.25,-1.49,2237613232000,1.35,25,121,*ST辅仁,4.92
413,414,天基互联,BK0921,1233.94,-20.49,-1.63,468991760000,4.22,6,28,创意信息,5.37
414,415,毛发医疗,BK0996,1028.3,-18.5,-1.77,124068662000,2.15,2,11,华邦健康,0.73
415,416,中字头,BK0505,7078.76,-127.66,-1.77,13330274816000,0.74,14,81,中远海科,5.22
416,417,独家药品,BK0676,2665.99,-49.86,-1.84,894898800000,1.6,6,31,华邦健康,0.73
417,418,可燃冰,BK0818,1029.93,-22.78,-2.16,288215664000,1.24,1,15,广州发展,1.0
