,股票代码,股票名称,板块名称
5554,603217,元利科技,其他化学制品
5555,600500,中化国际,其他化学制品
5556,002810,山东赫达,其他化学制品
5557,688269,凯立新材,其他化学制品
5558,300174,元力股份,其他化学制品
5559,002637,赞宇科技,其他化学制品
5560,600165,宁科生物,其他化学制品
5561,300847,中船汉光,其他化学制品
5562,688087,英科再生,其他塑料制品
5563,300920,润阳科技,其他塑料制品
5564,300980,祥源新材,其他塑料制品
5565,300243,瑞丰高材,其他塑料制品
5566,301019,宁波色母,其他塑料制品
5567,300321,同大股份,其他塑料制品
5568,300180,华峰超纤,其他塑料制品
5569,600589,ST榕泰,其他塑料制品
5570,300717,华信新材,其他塑料制品
5571,300230,永利股份,其他塑料制品
5572,301196,唯科科技,其他塑料制品
5573,603991,至正股份,其他塑料制品
5574,300539,横河精密,其他塑料制品
5575,605008,长鸿高科,其他塑料制品
5576,603330,天洋新材,其他塑料制品
5577,002108,沧州明珠,其他塑料制品
5578,002825,纳尔股份,其他塑料制品
5579,300218,安利股份,其他塑料制品
5580,603580,艾艾精工,其他塑料制品
5581,300538,同益股份,改性塑料
5582,300995,奇德新材,改性塑料
5583,002886,沃特股份,改性塑料
5584,002768,国恩股份,改性塑料
5585,300221,银禧科技,改性塑料
5586,832089,禾昌聚合,改性塑料
5587,600143,金发科技,改性塑料
5588,688219,会通股份,改性塑料
5589,300478,杭州高新,改性塑料
5590,301131,聚赛龙,改性塑料
5591,300834,星辉环材,改性塑料
5592,301003,江苏博云,改性塑料
5593,688669,聚石化学,改性塑料
5594,688203,海正生材,改性塑料
5595,300586,美联新材,改性塑料
5596,300644,南京聚隆,改性塑料
5597,002838,道恩股份,改性塑料
5598,300716,国立科技,改性塑料
5599,603650,彤程新材,其他橡胶制品
5600,300731,科创新源,其他橡胶制品
5601,300587,天铁股份,其他橡胶制品
5602,002224,三力士,其他橡胶制品
5603,300320,海达股份,其他橡胶制品
5604,002381,双箭股份,其他橡胶制品
5605,300767,震安科技,其他橡胶制品
5606,603033,三维股份,其他橡胶制品
5607,831834,三维股份,其他橡胶制品
5608,300121,阳谷华泰,其他橡胶制品
5609,832225,利通科技,其他橡胶制品
5610,002442,龙星化工,炭黑
5611,301300,远翔新材,炭黑
5612,605183,确成股份,炭黑
5613,002753,永东股份,炭黑
5614,001207,联科科技,炭黑
5615,002068,黑猫股份,炭黑
5616,600497,驰宏锌锗,铅锌
5617,601020,华钰矿业,铅锌
5618,601168,西部矿业,铅锌
5619,600531,豫光金铅,铅锌
5620,600338,西藏珠峰,铅锌
5621,871634,新威凌,铅锌
5622,000060,中金岭南,铅锌
5623,002114,罗平锌电,铅锌
5624,000751,锌业股份,铅锌
5625,000426,兴业矿业,铅锌
5626,603132,金徽股份,铅锌
5627,000758,中色股份,铅锌
5628,600961,株冶集团,铅锌
5629,000603,盛达资源,铅锌
5630,000688,国城矿业,铅锌
5631,000761,本钢板材,普钢
5632,601003,柳钢股份,普钢
5633,600231,凌钢股份,普钢
5634,600282,南钢股份,普钢
5635,600569,安阳钢铁,普钢
5636,600782,新钢股份,普钢
5637,601686,友发集团,普钢
5638,605158,华达新材,普钢
5639,002110,三钢闽光,普钢
5640,600307,酒钢宏兴,普钢
5641,000717,中南股份,普钢
5642,000709,河钢股份,普钢
5643,603878,武进不锈,普钢
5644,000932,华菱钢铁,普钢
5645,600808,马钢股份,普钢
5646,000898,鞍钢股份,普钢
5647,600126,杭钢股份,普钢
5648,000959,首钢股份,普钢
5649,000778,新兴铸管,普钢
5650,600010,包钢股份,普钢
5651,601005,重庆钢铁,普钢
5652,600022,山东钢铁,普钢
5653,600019,宝钢股份,普钢
5654,600581,八一钢铁,普钢
5655,002988,豪美新材,铝
5656,601677,明泰铝业,铝
5657,600673,东阳光,铝
5658,600595,中孚实业,铝
5659,002824,和胜股份,铝
5660,000612,焦作万方,铝
5661,002996,顺博合金,铝
5662,003038,鑫铂股份,铝
5663,600219,南山铝业,铝
5664,600768,宁波富邦,铝
5665,300057,万顺新材,铝
5666,603937,丽岛新材,铝
5667,600888,新疆众和,铝
5668,002501,利源精制,铝
5669,300328,宜安科技,铝
5670,002806,华锋股份,铝
5671,002532,天山铝业,铝
5672,600361,创新新材,铝
5673,601388,怡球资源,铝
5674,300337,银邦股份,铝
5675,000807,云铝股份,铝
5676,000933,神火股份,铝
5677,605208,永茂泰,铝
5678,603115,海星股份,铝
5679,002160,常铝股份,铝
5680,002578,闽发铝业,铝
5681,601600,中国铝业,铝
5682,002540,亚太科技,铝
5683,603876,鼎胜新材,铝
5684,600615,丰华股份,铝
5685,002379,宏创控股,铝
5686,601702,华峰铝业,铝
5687,600255,鑫科材料,其他金属新材料
5688,000633,合金投资,其他金属新材料
5689,000969,安泰科技,其他金属新材料
5690,688102,斯瑞新材,其他金属新材料
5691,300963,中洲特材,其他金属新材料
5692,603978,深圳新星,其他金属新材料
5693,603045,福达合金,其他金属新材料
5694,688190,云路股份,其他金属新材料
5695,300930,屹通新材,其他金属新材料
5696,688786,悦安新材,其他金属新材料
5697,601137,博威合金,其他金属新材料
5698,300855,图南股份,其他金属新材料
5699,831152,昆工科技,其他金属新材料
5700,300127,银河磁体,磁性材料
5701,300748,金力永磁,磁性材料
5702,600366,宁波韵升,磁性材料
5703,000970,中科三环,磁性材料
5704,300224,正海磁材,磁性材料
5705,688077,大地熊,磁性材料
5706,300811,铂科新材,磁性材料
5707,000795,英洛华,磁性材料
5708,002057,中钢天源,磁性材料
5709,300835,龙磁科技,磁性材料
5710,002056,横店东磁,磁性材料
5711,688456,有研粉材,铜
5712,603979,金诚信,铜
5713,600362,江西铜业,铜
5714,300697,电工合金,铜
5715,603527,众源新材,铜
5716,002203,海亮股份,铜
5717,000630,铜陵有色,铜
5718,600490,鹏欣资源,铜
5719,601212,白银有色,铜
5720,601609,金田股份,铜
5721,000878,云南铜业,铜
5722,002171,楚江新材,铜
5723,000737,北方铜业,铜
5724,002295,精艺股份,铜
5725,301217,铜冠铜箔,铜
5726,601899,紫金矿业,铜
5727,688116,天奈科技,非金属材料Ⅲ
5728,688300,联瑞新材,非金属材料Ⅲ
5729,002130,沃尔核材,非金属材料Ⅲ
5730,600206,有研新材,非金属材料Ⅲ
5731,300821,东岳硅材,非金属材料Ⅲ
5732,688690,纳微科技,非金属材料Ⅲ
5733,688357,建龙微纳,非金属材料Ⅲ
5734,300728,天常股份,非金属材料Ⅲ
5735,300080,易成新能,非金属材料Ⅲ
5736,688733,壹石通,非金属材料Ⅲ
5737,688598,金博股份,非金属材料Ⅲ
5738,603612,索通发展,非金属材料Ⅲ
5739,603688,石英股份,非金属材料Ⅲ
5740,600516,方大炭素,非金属材料Ⅲ
5741,003031,中瓷电子,非金属材料Ⅲ
5742,603826,坤彩科技,非金属材料Ⅲ
5743,300285,国瓷材料,非金属材料Ⅲ
5744,300395,菲利华,非金属材料Ⅲ
5745,603260,合盛硅业,非金属材料Ⅲ
5746,301059,金三江,非金属材料Ⅲ
5747,603256,宏和科技,玻璃玻纤
5748,605006,山东玻纤,玻璃玻纤
5749,603601,再升科技,玻璃玻纤
5750,300196,长海股份,玻璃玻纤
5751,000012,南玻A,玻璃玻纤
5752,600293,三峡新材,玻璃玻纤
5753,002613,北玻股份,玻璃玻纤
5754,002201,正威新材,玻璃玻纤
5755,600819,耀皮玻璃,玻璃玻纤
5756,600176,中国巨石,玻璃玻纤
5757,600586,金晶科技,玻璃玻纤
5758,002080,中材科技,玻璃玻纤
5759,300093,金刚光伏,玻璃玻纤
5760,601636,旗滨集团,玻璃玻纤
5761,002225,濮耐股份,耐火材料
5762,002392,北京利尔,耐火材料
5763,833580,科创新材,耐火材料
5764,002088,鲁阳节能,耐火材料
5765,002066,瑞泰科技,耐火材料
5766,688119,中钢洛耐,耐火材料
5767,300234,开尔新材,其他建材
5768,002652,扬子新材,其他建材
5769,301010,晶雪节能,其他建材
5770,300374,中铁装配,其他建材
5771,001212,中旗新材,其他建材
5772,001296,长江材料,其他建材
5773,603038,华立股份,其他建材
5774,605318,法狮龙,其他建材
5775,002398,垒知集团,其他建材
5776,002785,万里石,其他建材
5777,300715,凯伦股份,其他建材
5778,002718,友邦吊顶,其他建材
5779,002791,坚朗五金,其他建材
5780,002333,罗普斯金,其他建材
5781,002247,聚力文化,其他建材
5782,000055,方大集团,其他建材
5783,000786,北新建材,其他建材
5784,002271,东方雨虹,其他建材
5785,000619,海螺新材,其他建材
5786,603737,三棵树,其他建材
5787,300737,科顺股份,其他建材
5788,002043,兔宝宝,其他建材
5789,603378,亚士创能,其他建材
5790,605122,四方新材,水泥
5791,000023,深天地A,水泥
5792,002596,海南瑞泽,水泥
5793,600724,宁波富达,水泥
5794,600678,四川金顶,水泥
5795,600668,尖峰集团,水泥
5796,000546,金圆股份,水泥
5797,601992,金隅集团,水泥
5798,600802,福建水泥,水泥
5799,002233,塔牌集团,水泥
5800,002671,龙泉股份,水泥
5801,000672,上峰水泥,水泥
5802,000401,冀东水泥,水泥
5803,600425,青松建化,水泥
5804,600326,西藏天路,水泥
5805,600720,祁连山,水泥
5806,002302,西部建设,水泥
5807,000935,四川双马,水泥
5808,000789,万年青,水泥
5809,603616,韩建河山,水泥
5810,600801,华新水泥,水泥
5811,003037,三和管桩,水泥
5812,600585,海螺水泥,水泥
5813,000877,天山股份,水泥
5814,600449,宁夏建材,水泥
5815,300599,雄塑科技,管材
5816,603856,东宏股份,管材
5817,300198,纳川股份,管材
5818,002694,顾地科技,管材
5819,002457,青龙管业,管材
5820,002372,伟星新材,管材
5821,002641,公元股份,管材
5822,002205,国统股份,管材
5823,600170,上海建工,房屋建设
5824,600939,重庆建工,房屋建设
5825,600491,龙元建设,房屋建设
5826,002761,浙江建投,房屋建设
5827,600248,陕西建工,房屋建设
5828,601668,中国建筑,房屋建设
5829,000628,高新发展,房屋建设
5830,601789,宁波建工,房屋建设
5831,300649,杭州园林,装饰园林
5832,603007,ST花王,装饰园林
5833,002781,*ST奇信,装饰园林
5834,300949,奥雅股份,装饰园林
5835,300621,维业股份,装饰园林
5836,301098,金埔园林,装饰园林
5837,605303,园林股份,装饰园林
5838,605178,时空科技,装饰园林
5839,605289,罗曼股份,装饰园林
5840,002830,名雕股份,装饰园林
5841,002811,郑中设计,装饰园林
5842,603828,柯利达,装饰园林
5843,601886,江河集团,装饰园林
5844,600234,科新发展,装饰园林
5845,002375,亚厦股份,装饰园林
5846,300536,农尚环境,装饰园林
5847,002822,中装建设,装饰园林
5848,002789,建艺集团,装饰园林
5849,002200,ST交投,装饰园林
5850,001267,汇绿生态,装饰园林
5851,002989,中天精装,装饰园林
5852,002775,文科园林,装饰园林
5853,002856,美芝股份,装饰园林
5854,603030,全筑股份,装饰园林
5855,603316,诚邦股份,装饰园林
5856,002663,普邦股份,装饰园林
5857,002431,棕榈股份,装饰园林
5858,000010,美丽生态,装饰园林
5859,002963,豪尔赛,装饰园林
5860,605287,德才股份,装饰园林
5861,002047,宝鹰股份,装饰园林
5862,600193,创兴资源,装饰园林
5863,002325,洪涛股份,装饰园林
5864,300506,名家汇,装饰园林
5865,002081,金螳螂,装饰园林
5866,002163,海南发展,装饰园林
5867,603955,大千生态,装饰园林
5868,002482,ST广田,装饰园林
5869,603388,元成股份,装饰园林
5870,603717,天域生态,装饰园林
5871,603717,天域生态,装饰园林
5872,002713,东易日盛,装饰园林
5873,603778,乾景园林,装饰园林
5874,002620,瑞和股份,装饰园林
5875,002122,天马股份,机床工具
5876,300809,华辰装备,机床工具
5877,003025,思进智能,机床工具
5878,601882,海天精工,机床工具
5879,688577,浙海德曼,机床工具
5880,002559,亚威股份,机床工具
5881,688305,科德数控,机床工具
5882,300161,华中数控,机床工具
5883,002943,宇晶股份,机床工具
5884,000410,*ST沈机,机床工具
5885,603088,宁波精达,机床工具
5886,002685,华东重机,机床工具
5887,300083,创世纪,机床工具
5888,002903,宇环数控,机床工具
5889,000837,秦川机床,机床工具
5890,002248,华东数控,机床工具
5891,688558,国盛智科,机床工具
5892,002520,日发精机,机床工具
5893,688697,纽威数控,机床工具
5894,002564,天沃科技,基础建设
5895,600853,龙建股份,基础建设
5896,603843,正平股份,基础建设
5897,600512,腾达建设,基础建设
5898,603176,汇通集团,基础建设
5899,600039,四川路桥,基础建设
5900,002628,成都路桥,基础建设
5901,300712,永福股份,基础建设
5902,002061,浙江交科,基础建设
5903,601669,中国电建,基础建设
5904,600133,东湖高新,基础建设
5905,603815,交建股份,基础建设
5906,600820,隧道股份,基础建设
5907,600284,浦东建设,基础建设
5908,002307,北新路桥,基础建设
5909,601611,中国核建,基础建设
5910,002941,新疆交建,基础建设
5911,600502,安徽建工,基础建设
5912,601800,中国交建,基础建设
5913,601868,中国能建,基础建设
5914,601186,中国铁建,基础建设
5915,601390,中国中铁,基础建设
5916,000498,山东路桥,基础建设
5917,300982,苏文电能,基础建设
5918,002062,宏润建设,基础建设
5919,002586,ST围海,基础建设
5920,300117,嘉寓股份,专业工程
5921,000065,北方国际,专业工程
5922,605598,上海港湾,专业工程
5923,603929,亚翔集成,专业工程
5924,002541,鸿路钢构,专业工程
5925,600970,中材国际,专业工程
5926,003001,中岩大地,专业工程
5927,601618,中国中冶,专业工程
5928,002743,富煌钢构,专业工程
5929,603637,镇海股份,专业工程
5930,300517,海波重科,专业工程
5931,603163,圣晖集成,专业工程
5932,605167,利柏特,专业工程
5933,300384,三联虹普,专业工程
5934,002140,东华科技,专业工程
5935,002593,日上集团,专业工程
5936,600321,正源股份,专业工程
5937,300986,志特新材,专业工程
5938,600496,精工钢构,专业工程
5939,603959,百利科技,专业工程
5940,002542,中化岩土,专业工程
5941,601226,华电重工,专业工程
5942,000928,中钢国际,专业工程
5943,603098,森特股份,专业工程
5944,002135,东南网架,专业工程
5945,002051,中工国际,专业工程
5946,300029,ST天龙,专业工程
5947,000159,国际实业,专业工程
5948,600477,杭萧钢构,专业工程
5949,601117,中国化学,专业工程
5950,301046,能辉科技,专业工程
5951,601068,中铝国际,专业工程
5952,002323,雅博股份,专业工程
5953,000032,深桑达A,专业工程
5954,300606,金太阳,磨具磨料
5955,839725,惠丰钻石,磨具磨料
5956,688028,沃尔德,磨具磨料
5957,836807,奔朗新材,磨具磨料
5958,300345,华民股份,磨具磨料
5959,002282,博深股份,磨具磨料
5960,300554,三超新材,磨具磨料
5961,300818,耐普矿机,磨具磨料
5962,002760,凤形股份,磨具磨料
5963,300700,岱勒新材,磨具磨料
5964,300179,四方达,磨具磨料
5965,600172,黄河旋风,磨具磨料
5966,002046,国机精工,磨具磨料
5967,300861,美畅股份,磨具磨料
5968,603912,佳力图,制冷空调设备
5969,002158,汉钟精机,制冷空调设备
5970,603339,四方科技,制冷空调设备
5971,301018,申菱环境,制冷空调设备
5972,603187,海容冷链,制冷空调设备
5973,000811,冰轮环境,制冷空调设备
5974,002639,雪人股份,制冷空调设备
5975,600481,双良节能,制冷空调设备
5976,603277,银都股份,制冷空调设备
5977,300990,同飞股份,制冷空调设备
5978,000530,冰山冷热,制冷空调设备
5979,600202,哈空调,制冷空调设备
5980,002686,亿利达,制冷空调设备
5981,301260,格力博,农用机械
5982,002890,弘宇股份,农用机械
5983,870508,丰安股份,农用机械
5984,300159,ST新研,农用机械
5985,601038,一拖股份,农用机械
5986,603789,星光农机,农用机械
5987,300879,大叶股份,农用机械
5988,603029,天鹅股份,农用机械
5989,301053,远信工业,纺织服装设备
5990,603337,杰克股份,纺织服装设备
5991,300307,慈星股份,纺织服装设备
5992,600843,上工申贝,纺织服装设备
5993,600545,卓郎智能,纺织服装设备
5994,003036,泰坦股份,纺织服装设备
5995,002722,物产金轮,纺织服装设备
5996,600232,金鹰股份,纺织服装设备
5997,603095,越剑智能,纺织服装设备
5998,600302,标准股份,纺织服装设备
5999,688789,宏华数科,纺织服装设备
6000,002021,ST中捷,纺织服装设备
6001,301138,华研精机,印刷包装机械
6002,603901,永创智能,印刷包装机械
6003,300512,中亚股份,印刷包装机械
6004,001256,炜冈科技,印刷包装机械
6005,300509,新美星,印刷包装机械
6006,838810,春光药装,印刷包装机械
6007,300195,长荣股份,印刷包装机械
6008,301105,鸿铭股份,印刷包装机械
6009,002611,东方精工,印刷包装机械
6010,002209,达意隆,印刷包装机械
6011,300521,爱司凯,印刷包装机械
6012,688455,科捷智能,其他通用设备
6013,300466,赛摩智能,其他通用设备
6014,301043,绿岛风,其他通用设备
6015,300984,金沃股份,其他通用设备
6016,300503,昊志机电,其他通用设备
6017,301125,腾亚精工,其他通用设备
6018,301107,瑜欣电子,其他通用设备
6019,301273,瑞晨环保,其他通用设备
6020,301083,百胜智能,其他通用设备
6021,688360,德马科技,其他通用设备
6022,300193,佳士科技,其他通用设备
6023,301317,鑫磊股份,其他通用设备
6024,688251,井松智能,其他通用设备
6025,603131,上海沪工,其他通用设备
6026,688448,磁谷科技,其他通用设备
6027,301311,昆船智能,其他通用设备
6028,300992,泰福泵业,其他通用设备
6029,300154,瑞凌股份,其他通用设备
6030,601369,陕鼓动力,其他通用设备
6031,300441,鲍斯股份,其他通用设备
6032,300420,五洋停车,其他通用设备
6033,301032,新柴股份,其他通用设备
6034,688333,铂力特,其他通用设备
6035,301028,东亚机械,其他通用设备
6036,002884,凌霄泵业,其他通用设备
6037,603201,常润股份,其他通用设备
6038,300145,中金环境,其他通用设备
6039,300263,隆华科技,其他通用设备
6040,603757,大元泵业,其他通用设备
6041,300257,开山股份,其他通用设备
6042,300126,锐奇股份,其他通用设备
6043,300091,金通灵,其他通用设备
6044,605060,联德股份,其他通用设备
6045,688557,兰剑智能,其他通用设备
6046,688211,中科微至,其他通用设备
6047,603331,百达精工,其他通用设备
6048,603617,君禾股份,其他通用设备
6049,832662,方盛股份,其他通用设备
6050,002444,巨星科技,其他通用设备
6051,831689,克莱特,其他通用设备
6052,603090,宏盛股份,其他通用设备
6053,834950,迅安科技,其他通用设备
6054,831855,浙江大农,其他通用设备
6055,600243,青海华鼎,其他通用设备
6056,603269,海鸥股份,其他通用设备
6057,001696,宗申动力,其他通用设备
6058,600343,航天动力,其他通用设备
6059,002598,山东章鼓,其他通用设备
6060,603173,福斯达,其他通用设备
6061,301070,开勒股份,其他通用设备
6062,300470,中密控股,其他通用设备
6063,603338,浙江鼎力,工程机械
6064,002097,山河智能,工程机械
6065,301161,唯万密封,工程机械
6066,836942,恒立钻具,工程机械
6067,603280,南方路机,工程机械
6068,600761,安徽合力,工程机械
6069,301079,邵阳液压,工程机械
6070,873223,荣亿精密,工程机械
6071,831856,浩淼科技,工程机械
6072,301279,金道科技,工程机械
6073,834599,同力股份,工程机械
6074,000528,柳工,工程机械
6075,300718,长盛轴承,工程机械
6076,830839,万通液压,工程机械
6077,871245,威博液压,工程机械
6078,603298,杭叉集团,工程机械
6079,600815,厦工股份,工程机械
6080,000425,徐工机械,工程机械
6081,000680,山推股份,工程机械
6082,603638,艾迪精密,工程机械
6083,002272,川润股份,工程机械
6084,688425,铁建重工,工程机械
6085,600031,三一重工,工程机械
6086,601100,恒立液压,工程机械
6087,001226,拓山重工,工程机械
6088,000157,中联重科,工程机械
6089,836720,吉冈精密,工程机械
6090,605389,长龄液压,工程机械
6091,600984,建设机械,工程机械
6092,605305,中际联合,工程机械
6093,300931,通用电梯,楼宇设备
6094,301056,森赫股份,楼宇设备
6095,002960,青鸟消防,楼宇设备
6096,300669,沪宁股份,楼宇设备
6097,603356,华菱精工,楼宇设备
6098,603321,梅轮电梯,楼宇设备
6099,603488,展鹏科技,楼宇设备
6100,002367,康力电梯,楼宇设备
6101,002774,快意电梯,楼宇设备
6102,600894,广日股份,楼宇设备
6103,600835,上海机电,楼宇设备
6104,605286,同力日升,楼宇设备
6105,002689,远大智能,楼宇设备
6106,300480,光力科技,能源及重型设备
6107,002204,大连重工,能源及重型设备
6108,688121,卓然股份,能源及重型设备
6109,300084,海默科技,能源及重型设备
6110,300099,精准信息,能源及重型设备
6111,001332,锡装股份,能源及重型设备
6112,002353,杰瑞股份,能源及重型设备
6113,300950,德固特,能源及重型设备
6114,688633,星球石墨,能源及重型设备
6115,001225,和泰机电,能源及重型设备
6116,002730,电光科技,能源及重型设备
6117,301158,德石股份,能源及重型设备
6118,603966,法兰泰克,能源及重型设备
6119,000852,石化机械,能源及重型设备
6120,603036,如通股份,能源及重型设备
6121,001288,运机集团,能源及重型设备
6122,603012,创力集团,能源及重型设备
6123,835174,五新隧装,能源及重型设备
6124,688420,美腾科技,能源及重型设备
6125,002535,ST林重,能源及重型设备
6126,833781,瑞奇智造,能源及重型设备
6127,688377,迪威尔,能源及重型设备
6128,600980,北矿科技,能源及重型设备
6129,831832,科达自控,能源及重型设备
6130,300095,华伍股份,能源及重型设备
6131,600320,振华重工,能源及重型设备
6132,603169,兰石重装,能源及重型设备
6133,002523,天桥起重,能源及重型设备
6134,002691,冀凯股份,能源及重型设备
6135,600169,太原重工,能源及重型设备
6136,002526,山东矿机,能源及重型设备
6137,002278,神开股份,能源及重型设备
6138,002483,润邦股份,能源及重型设备
6139,600560,金自天正,能源及重型设备
6140,601106,中国一重,能源及重型设备
6141,601717,郑煤机,能源及重型设备
6142,300275,梅安森,能源及重型设备
6143,600582,天地科技,能源及重型设备
6144,601399,国机重装,能源及重型设备
6145,601608,中信重工,能源及重型设备
6146,002667,鞍重股份,能源及重型设备
6147,603800,道森股份,能源及重型设备
6148,603698,航天工程,能源及重型设备
6149,002490,山东墨龙,能源及重型设备
6150,300865,大宏立,能源及重型设备
6151,600262,北方股份,能源及重型设备
6152,300837,浙矿股份,能源及重型设备
6153,601798,蓝科高新,能源及重型设备
6154,002801,微光股份,电机
6155,300626,华瑞股份,电机
6156,300907,康平科技,电机
6157,002823,凯中精密,电机
6158,301226,祥明智能,电机
6159,300660,江苏雷利,电机
6160,603320,迪贝电气,电机
6161,301023,江南奕帆,电机
6162,003021,兆威机电,电机
6163,002892,科力尔,电机
6164,600580,卧龙电驱,电机
6165,002249,大洋电机,电机
6166,603728,鸣志电器,电机
6167,600416,湘电股份,电机
6168,603988,中电电机,电机
6169,000922,佳电股份,电机
6170,603489,八方股份,电机
6171,603819,神力股份,电机
6172,002196,方正电机,电机
6173,002576,通达动力,电机
6174,300971,博亚精工,其他专用设备
6175,688596,正帆科技,其他专用设备
6176,688378,奥来德,其他专用设备
6177,002786,银宝山新,其他专用设备
6178,301338,凯格精机,其他专用设备
6179,300823,建科机械,其他专用设备
6180,301013,利和兴,其他专用设备
6181,688113,联测科技,其他专用设备
6182,688022,瀚川智能,其他专用设备
6183,603656,泰禾智能,其他专用设备
6184,300833,浩洋股份,其他专用设备
6185,300293,蓝英装备,其他专用设备
6186,300540,蜀道装备,其他专用设备
6187,300836,佰奥智能,其他专用设备
6188,688328,深科达,其他专用设备
6189,603081,大丰实业,其他专用设备
6190,300004,南风股份,其他专用设备
6191,688630,芯碁微装,其他专用设备
6192,688128,中国电研,其他专用设备
6193,300411,金盾股份,其他专用设备
6194,603956,威派格,其他专用设备
6195,688383,新益昌,其他专用设备
6196,300813,泰林生物,其他专用设备
6197,301128,强瑞技术,其他专用设备
6198,300210,森远股份,其他专用设备
6199,603159,上海亚虹,其他专用设备
6200,300151,昌红科技,其他专用设备
6201,300549,优德精密,其他专用设备
6202,002595,豪迈科技,其他专用设备
6203,688001,华兴源创,其他专用设备
6204,002073,软控股份,其他专用设备
6205,002816,和科达,其他专用设备
6206,300988,津荣天宇,其他专用设备
6207,688092,爱科科技,其他专用设备
6208,605259,绿田机械,其他专用设备
6209,688700,东威科技,其他专用设备
6210,300412,迦南科技,其他专用设备
6211,603855,华荣股份,其他专用设备
6212,002006,精功科技,其他专用设备
6213,600520,文一科技,其他专用设备
6214,688529,豪森股份,其他专用设备
6215,603289,泰瑞机器,其他专用设备
6216,300382,斯莱克,其他专用设备
6217,834475,三友科技,其他专用设备
6218,300201,*ST海伦,其他专用设备
6219,300902,国安达,其他专用设备
6220,002529,海源复材,其他专用设备
6221,603895,天永智能,其他专用设备
6222,300756,金马游乐,其他专用设备
6223,300415,伊之密,其他专用设备
6224,002833,弘亚数控,其他专用设备
6225,600330,天通股份,其他专用设备
6226,000856,冀东装备,其他专用设备
6227,834014,特瑞斯,其他专用设备
6228,838670,恒进感应,其他专用设备
6229,300281,金明精机,其他专用设备
6230,002111,威海广泰,其他专用设备
6231,688162,巨一科技,其他专用设备
6232,002337,赛象科技,其他专用设备
6233,002690,美亚光电,其他专用设备
6234,300471,厚普股份,其他专用设备
6235,600444,国机通用,其他专用设备
6236,600499,科达制造,其他专用设备
6237,300472,新元科技,其他专用设备
6238,002757,南兴股份,其他专用设备
6239,688071,华依科技,其他专用设备
6240,002779,中坚科技,其他专用设备
6241,603011,合锻智能,其他专用设备
6242,002837,英维克,其他专用设备
6243,002009,天奇股份,其他专用设备
6244,603076,乐惠国际,其他专用设备
6245,002031,巨轮智能,其他专用设备
6246,600501,航天晨光,其他专用设备
6247,300499,高澜股份,其他专用设备
6248,600579,克劳斯,其他专用设备
6249,300356,*ST光一,电气自控设备
6250,300286,安科瑞,电气自控设备
6251,688191,智洋创新,电气自控设备
6252,688616,西力科技,电气自控设备
6253,300882,万胜智能,电气自控设备
6254,300514,友讯达,电气自控设备
6255,688330,宏力达,电气自控设备
6256,300490,华自科技,电气自控设备
6257,300880,迦南智能,电气自控设备
6258,300427,红相股份,电气自控设备
6259,300222,科大智能,电气自控设备
6260,002980,华盛昌,电气自控设备
6261,002857,三晖电气,电气自控设备
6262,300018,中元股份,电气自控设备
6263,300407,凯发电气,电气自控设备
6264,688597,煜邦电力,电气自控设备
6265,002546,新联电子,电气自控设备
6266,870299,灿能电力,电气自控设备
6267,688681,科汇股份,电气自控设备
6268,000400,许继电气,电气自控设备
6269,603556,海兴电力,电气自控设备
6270,300040,九洲集团,电气自控设备
6271,603050,科林电气,电气自控设备
6272,300510,金冠股份,电气自控设备
6273,002169,智光电气,电气自控设备
6274,601126,四方股份,电气自控设备
6275,002121,科陆电子,电气自控设备
6276,688611,杭州柯林,电气自控设备
6277,600406,国电南瑞,电气自控设备
6278,000682,东方电子,电气自控设备
6279,301179,泽宇智能,电气自控设备
6280,002090,金智科技,电气自控设备
6281,300360,炬华科技,电气自控设备
6282,688663,新风光,电气自控设备
6283,600268,国电南自,电气自控设备
6284,002339,积成电子,电气自控设备
6285,002795,永和智控,金属制品
6286,301377,鼎泰高科,金属制品
6287,300943,春晖智控,金属制品
6288,300885,海昌新材,金属制品
6289,603699,纽威股份,金属制品
6290,300780,德恩精工,金属制品
6291,600992,贵绳股份,金属制品
6292,688355,明志科技,金属制品
6293,002633,申科股份,金属制品
6294,301151,冠龙节能,金属制品
6295,688257,新锐股份,金属制品
6296,300946,恒而达,金属制品
6297,688059,华锐精密,金属制品
6298,300828,锐新科技,金属制品
6299,600558,大西洋,金属制品
6300,301309,万得凯,金属制品
6301,000039,中集集团,金属制品
6302,601177,杭齿前进,金属制品
6303,300228,富瑞特装,金属制品
6304,002132,恒星科技,金属制品
6305,300402,宝色股份,金属制品
6306,301268,铭利达,金属制品
6307,300838,浙江力诺,金属制品
6308,300092,科新机电,金属制品
6309,300488,恒锋工具,金属制品
6310,603278,大业股份,金属制品
6311,688379,华光新材,金属制品
6312,002347,泰尔股份,金属制品
6313,301137,哈焊华通,金属制品
6314,300985,致远新能,金属制品
6315,002896,中大力德,金属制品
6316,301255,通力科技,金属制品
6317,002438,江苏神通,金属制品
6318,002445,中南文化,金属制品
6319,603667,五洲新春,金属制品
6320,300817,双飞股份,金属制品
6321,603969,银龙股份,金属制品
6322,601002,晋亿实业,金属制品
6323,600421,华嵘控股,金属制品
6324,873305,九菱科技,金属制品
6325,300421,力星股份,金属制品
6326,873169,七丰精工,金属制品
6327,600592,龙溪股份,金属制品
6328,002931,锋龙股份,金属制品
