股票代码,板块名称
003007,10
600273,10
300066,10
600868,10
300065,10
600316,10
301219,10
301007,10
600628,10
600770,10
300956,10
301263,10
600379,10
301289,10
300049,10
300026,10
600626,10
601611,10
600325,10
600310,10
301001,10
300012,10
300584,10
600887,10
300620,10
003013,10
603185,10
300461,10
300084,10
600757,10
300374,10
600010,10
601108,10
300757,10
600111,10
600686,10
600116,10
300497,10
600688,10
600483,10
300345,10
600691,10
600531,10
300341,10
300338,10
300762,10
301095,10
600129,10
301183,10
600131,10
600547,10
600138,10
600548,10
300320,10
300319,10
600651,10
600499,10
600075,10
300684,10
601869,10
300688,10
300455,10
600660,10
600662,10
301139,10
601880,10
603232,10
600663,10
300693,10
601198,10
600020,10
300396,10
300427,10
301123,10
300716,10
601929,10
300408,10
300402,10
300400,10
600066,10
300398,10
301167,10
600071,10
300308,10
300661,10
600478,10
300537,10
301039,10
300190,10
300189,10
301191,10
301038,10
600435,10
600428,10
301326,10
600748,10
301031,10
603071,10
301318,10
300201,10
600227,10
300152,10
300144,10
300117,10
301212,10
603127,10
300105,10
300102,10
300099,10
600391,10
301217,10
600207,10
601318,10
300298,10
301366,10
600152,10
600153,10
600550,10
600552,10
601020,10
300275,10
600163,10
600167,10
300269,10
301185,10
600177,10
601298,10
600827,10
300525,10
601311,10
601011,10
301066,10
600998,10
600456,10
600734,10
300238,10
600449,10
300231,10
300823,10
300935,10
301086,10
002455,10
605398,10
000615,10
002648,10
002644,10
002641,10
000629,10
002617,10
603918,10
002609,10
000636,10
002590,10
002588,10
000638,10
002574,10
002527,10
002524,10
000680,10
002483,10
002459,10
605111,10
605117,10
605136,10
000762,10
605358,10
002666,10
002675,10
603859,10
000537,10
002862,10
000410,10
002848,10
002838,10
688676,10
000423,10
002812,10
002793,10
603659,10
603686,10
603687,10
002678,10
000550,10
000552,10
002741,10
002739,10
000568,10
603738,10
000572,10
002697,10
002696,10
002686,10
000767,10
002367,10
000401,10
002352,10
688295,10
000951,10
002150,10
002148,10
002146,10
688289,10
000958,10
002118,10
688110,10
002108,10
002094,10
002086,10
000999,10
688256,10
002076,10
002062,10
002035,10
688151,10
002028,10
002025,10
688213,10
001258,10
001322,10
000927,10
002166,10
002189,10
688018,10
002347,10
000792,10
688004,10
002321,10
000797,10
688375,10
002302,10
002294,10
688369,10
000812,10
688019,10
002202,10
002284,10
000816,10
002271,10
000828,10
688353,10
000850,10
002246,10
002239,10
688058,10
688317,10
002866,10
688187,10
002941,10
000088,10
002911,10
002913,10
000151,10
002947,10
000019,10
603366,10
688800,10
603280,10
000004,10
002917,10
002983,10
002922,10
300420,9
300407,9
835305,9
300806,9
300416,9
600095,9
600639,9
301196,9
688499,9
600988,9
600989,9
000959,9
688503,9
300430,9
000960,9
688508,9
688099,9
002128,9
600106,9
601949,9
601952,9
002552,9
605376,9
002549,9
002526,9
002505,9
002160,9
300460,9
300783,9
300787,9
300788,9
002518,9
601028,9
600354,9
301215,9
000937,9
003021,9
601881,9
002529,9
002157,9
601898,9
601018,9
600497,9
002545,9
300391,9
603211,9
600496,9
601956,9
600373,9
300390,9
600486,9
300855,9
600650,9
300857,9
300342,9
600298,9
600125,9
002105,9
002651,9
300334,9
300867,9
301163,9
688529,9
600128,9
300869,9
601991,9
002663,9
002099,9
300315,9
600133,9
600135,9
603867,9
300310,9
600888,9
688286,9
603895,9
301180,9
300370,9
688509,9
002162,9
601958,9
300384,9
002593,9
603920,9
600977,9
603338,9
000965,9
300842,9
002611,9
600967,9
300368,9
002615,9
600300,9
300363,9
600648,9
002985,9
600969,9
002112,9
300355,9
300354,9
300463,9
000936,9
002503,9
002227,9
002244,9
300677,9
002242,9
688002,9
688001,9
688819,9
601225,9
002351,9
688047,9
000868,9
000786,9
002361,9
002331,9
300569,9
688381,9
000877,9
688385,9
300565,9
002221,9
002370,9
300561,9
000777,9
000776,9
600523,9
002245,9
000796,9
300302,9
002304,9
600326,9
300639,9
601330,9
002293,9
301359,9
301358,9
000800,9
600578,9
688981,9
002303,9
301328,9
000831,9
688005,9
002972,9
688008,9
002311,9
002262,9
002318,9
002320,9
600359,9
002255,9
002323,9
002254,9
603195,9
000878,9
301298,9
002210,9
000921,9
601116,9
002187,9
600621,9
600622,9
300491,9
000719,9
002469,9
002470,9
600623,9
002479,9
002480,9
002167,9
002382,9
002484,9
300480,9
688298,9
600508,9
688297,9
000932,9
002491,9
601068,9
002494,9
603998,9
603260,9
605090,9
600738,9
600619,9
300503,9
688327,9
300710,9
000889,9
002394,9
300719,9
601700,9
000739,9
688399,9
301278,9
000895,9
002417,9
300731,9
605199,9
002955,9
000905,9
600511,9
002438,9
688305,9
601126,9
000915,9
002452,9
002454,9
002191,9
300306,9
002625,9
000524,9
600433,9
000528,9
688598,9
301109,9
603662,9
002027,9
002789,9
600805,9
603658,9
002020,9
300056,9
600692,9
603678,9
600223,9
000488,9
300980,9
600226,9
301099,9
600693,9
603078,9
600795,9
002815,9
300151,9
301110,9
600201,9
300148,9
603266,9
600180,9
603716,9
603712,9
603708,9
002034,9
603701,9
300939,9
000559,9
000554,9
300942,9
001222,9
000529,9
600192,9
002762,9
300203,9
688152,9
300200,9
688595,9
688153,9
300054,9
603060,9
000533,9
300988,9
002012,9
002995,9
603538,9
300063,9
600257,9
688172,9
600258,9
002858,9
300094,9
600395,9
603128,9
600392,9
301060,9
603533,9
300062,9
600730,9
603259,9
001319,9
600390,9
603421,9
603515,9
688182,9
000301,9
001309,9
301047,9
002850,9
600717,9
300993,9
603603,9
688207,9
603097,9
603098,9
300137,9
000426,9
600777,9
002001,9
600386,9
300059,9
688201,9
603601,9
001283,9
688165,9
301009,9
600767,9
688681,9
300118,9
688193,9
600248,9
301017,9
000417,9
301018,9
600179,9
003040,9
002713,9
603733,9
600860,9
301150,9
688253,9
002729,9
600859,9
000592,9
002707,9
603728,9
002689,9
300918,9
002732,9
688575,9
002053,9
600169,9
002077,9
301149,9
603025,9
600851,9
300283,9
002708,9
300272,9
001208,9
000582,9
688247,9
002037,9
002714,9
603777,9
688128,9
002073,9
002716,9
600289,9
603390,9
300259,9
002059,9
600853,9
688126,9
603718,9
600846,9
688125,9
300889,9
000599,9
002041,9
688579,9
603392,9
000597,9
300236,9
002738,9
300235,9
002683,9
600668,9
688559,9
002042,9
000975,8
000006,8
600658,8
001301,8
301078,8
601211,8
600327,8
601208,8
300860,8
688248,8
688168,8
600576,8
301079,8
603298,8
688200,8
601199,8
301046,8
301083,8
300709,8
600737,8
003030,8
600343,8
300706,8
300854,8
001314,8
002068,8
002067,8
301361,8
002218,8
300699,8
300698,8
600886,8
688328,8
600876,8
301321,8
601212,8
000859,8
688270,8
002264,8
600345,8
830799,8
688038,8
600721,8
688190,8
001323,8
300873,8
301159,8
002095,8
300666,8
300881,8
603227,8
600750,8
688171,8
000981,8
688119,8
003037,8
002269,8
600763,8
600328,8
301317,8
600712,8
688041,8
300679,8
002081,8
688191,8
002980,8
301024,8
002240,8
300680,8
000882,8
002145,8
301285,8
300832,8
688290,8
600985,8
301216,8
600821,8
688147,8
300953,8
300786,8
300785,8
600819,8
688232,8
002206,8
688218,8
300780,8
000962,8
003009,8
000933,8
300836,8
600980,8
301107,8
600808,8
300945,8
300828,8
300797,8
601016,8
600995,8
600993,8
300814,8
000955,8
300812,8
000957,8
600636,8
600635,8
301205,8
838402,8
301127,8
301126,8
301125,8
600630,8
603289,8
300929,8
600676,8
000961,8
301211,8
002022,8
600979,8
300769,8
600697,8
301266,8
001255,8
600601,8
688244,8
300732,8
600867,8
000899,8
300996,8
601155,8
300724,8
600783,8
300722,8
601336,8
002110,8
603258,8
601158,8
688246,8
600776,8
603290,8
300990,8
002194,8
002054,8
300740,8
688215,8
300975,8
603220,8
300976,8
300977,8
300978,8
688138,8
688076,8
301231,8
000919,8
300844,8
872808,8
300751,8
600790,8
603197,8
300748,8
001238,8
300747,8
600649,8
002082,8
600353,8
002288,8
300317,8
300299,8
688767,8
000603,8
600295,8
300039,8
601999,8
000609,8
688533,8
002728,8
600376,8
002664,8
002659,8
002658,8
002653,8
603871,8
300336,8
002685,8
300293,8
688560,8
002690,8
603026,8
603023,8
600468,8
300265,8
600162,8
688567,8
002698,8
002923,8
603806,8
603808,8
603013,8
603809,8
688565,8
603010,8
300286,8
300035,8
002645,8
603357,8
300393,8
002577,8
300406,8
002572,8
002571,8
002570,8
300412,8
002568,8
002567,8
002566,8
002565,8
600085,8
600491,8
600495,8
002551,8
002550,8
600101,8
300389,8
600122,8
300382,8
600119,8
000628,8
000631,8
002626,8
002623,8
000632,8
601988,8
688520,8
600113,8
600112,8
002608,8
002607,8
002597,8
600109,8
002592,8
002727,8
300251,8
002540,8
002829,8
603121,8
002840,8
600387,8
603595,8
300122,8
603600,8
300125,8
603609,8
000567,8
603100,8
600237,8
600236,8
002824,8
002823,8
002821,8
600416,8
603579,8
300109,8
603123,8
300103,8
002892,8
603486,8
002887,8
000166,8
300076,8
600272,8
002875,8
300082,8
603529,8
600266,8
000408,8
600259,8
603408,8
603567,8
603568,8
603090,8
002820,8
300145,8
300198,8
603051,8
600187,8
002756,8
603042,8
300218,8
002751,8
300220,8
300226,8
300228,8
000563,8
002742,8
002737,8
600463,8
300241,8
603030,8
002765,8
600287,8
600233,8
300194,8
300149,8
600422,8
000150,8
603618,8
603619,8
600222,8
002799,8
603650,8
600216,8
300173,8
600284,8
300175,8
002782,8
600203,8
600448,8
603959,8
688516,8
601666,8
601799,8
601588,8
600519,8
002322,8
000729,8
300504,8
601811,8
600032,8
300498,8
300604,8
002538,8
601555,8
300581,8
688387,8
600009,8
688007,8
300013,8
688772,8
002312,8
300495,8
000766,8
002307,8
002445,8
600546,8
000721,8
002325,8
300587,8
600025,8
300538,8
688380,8
000732,8
002342,8
002418,8
002423,8
002430,8
600027,8
000731,8
300516,8
002336,8
605123,8
002953,8
002332,8
300512,8
601698,8
000028,8
002328,8
600518,8
002399,8
605056,8
002337,8
000025,8
300010,8
600073,8
688459,8
688012,8
000717,8
300631,8
688432,8
000779,8
601636,8
000690,8
000785,8
600063,8
002510,8
003816,8
000685,8
600067,8
603324,8
603131,8
300467,8
603989,8
603299,8
300548,8
603330,8
300481,8
002973,8
300580,8
000671,8
688009,8
002363,8
600006,8
600506,8
600053,8
600055,8
603999,8
605365,8
600557,8
002356,8
603969,8
600581,7
600683,7
600352,7
600211,7
600350,7
600684,7
600425,7
600537,7
000505,7
000860,7
001228,7
000031,7
688209,7
688630,7
688608,7
000670,7
301097,7
000819,7
600396,7
600579,7
600720,7
600559,7
000822,7
301336,7
301063,7
001298,7
600567,7
600694,7
688733,7
600568,7
301349,7
001300,7
000806,7
688368,7
301052,7
000159,7
000799,7
301389,7
688707,7
000838,7
600229,7
600230,7
688663,7
600320,7
301090,7
301089,7
688333,7
688348,7
600444,7
600551,7
001266,7
600358,7
600409,7
301319,7
600242,7
688678,7
688198,7
688205,7
688388,7
688737,7
000722,7
600375,7
301363,7
000968,7
688403,7
600299,7
831832,7
301227,7
688401,7
000620,7
301186,7
301235,7
600123,7
600620,7
688273,7
000728,7
000619,7
000982,7
301166,7
688416,7
688418,7
000918,7
000666,7
301208,7
688496,7
600337,7
600084,7
600368,7
600088,7
000056,7
000683,7
000686,7
600644,7
600369,7
000663,7
600099,7
600643,7
000656,7
688419,7
000639,7
000059,7
000983,7
301160,7
688219,7
600586,7
000571,7
600168,7
688318,7
001213,7
600466,7
000090,7
001216,7
600461,7
600315,7
000755,7
600000,7
600675,7
000553,7
600526,7
600678,7
600190,7
301115,7
301300,7
301282,7
688389,7
688787,7
600612,7
000610,7
688268,7
600657,7
600030,7
600136,7
688538,7
000605,7
301255,7
600611,7
600515,7
000913,7
600151,7
000898,7
600331,7
301276,7
600512,7
000573,7
600161,7
000153,7
603261,7
300777,7
002305,7
002365,7
300568,7
605399,7
603633,7
601619,7
002345,7
300592,7
300164,7
300614,7
601377,7
002805,7
300619,7
002299,7
002806,7
002297,7
002810,7
688010,7
300625,7
002366,7
002372,7
300559,7
300558,7
601778,7
002412,7
002406,7
300530,7
002397,7
605222,7
300176,7
601699,7
300540,7
002393,7
002392,7
002390,7
002388,7
300547,7
300551,7
603069,7
300557,7
300627,7
603081,7
002846,7
603109,7
002250,7
601228,7
002234,7
603610,7
603608,7
300696,7
688052,7
002832,7
300120,7
601333,7
300711,7
688060,7
603113,7
601166,7
002843,7
300717,7
300721,7
300723,7
603611,7
300670,7
300135,7
002256,7
300642,7
300643,7
603612,7
688023,7
601326,7
688027,7
300649,7
688031,7
601319,7
002274,7
002270,7
002267,7
002818,7
300146,7
300659,7
601258,7
300664,7
601788,7
002433,7
300505,7
002622,7
300333,7
603876,7
603877,7
603883,7
603887,7
603890,7
300347,7
002631,7
603908,7
603667,7
300359,7
002613,7
300387,7
300388,7
603050,7
002584,7
002581,7
300399,7
300224,7
002656,7
603869,7
002667,7
300267,7
300247,7
300246,7
002705,7
002735,7
603815,7
603007,7
002736,7
300294,7
603003,7
603836,7
300234,7
002673,7
603717,7
601995,7
603868,7
300318,7
002578,7
601939,7
002576,7
601878,7
603978,7
603693,7
002508,7
002507,7
300464,7
603990,7
002493,7
002490,7
002488,7
002486,7
601865,7
002773,7
605005,7
002481,7
603679,7
002776,7
002461,7
002516,7
002522,7
300404,7
603967,7
603929,7
300414,7
300415,7
300210,7
603699,7
603939,7
002561,7
603949,7
300424,7
601918,7
300426,7
300434,7
300435,7
002541,7
601901,7
603698,7
300206,7
601156,7
002222,7
300729,7
600866,7
002048,7
300926,7
600841,7
603165,7
600835,7
603327,7
300011,7
603319,7
300941,7
600826,7
603305,7
300951,7
002976,7
300963,7
600809,7
603191,7
600807,7
603333,7
600872,7
002927,7
300022,7
002939,7
600917,7
002102,7
600916,7
603355,7
002943,7
603348,7
300025,7
600894,7
300879,7
688120,7
603336,7
002201,7
300892,7
300896,7
300897,7
600877,7
300971,7
600803,7
600802,7
603297,7
301015,7
301020,7
301021,7
688170,7
600759,7
603219,7
001332,7
301029,7
688179,7
603222,7
603288,7
603272,7
600751,7
603236,7
603237,7
003001,7
301042,7
001368,7
301010,7
001872,7
300994,7
600800,7
300982,7
688155,7
003032,7
300987,7
300989,7
688157,7
003028,7
600771,7
002006,7
603201,7
600782,7
002005,7
002982,7
688159,7
600773,7
600933,7
688122,7
601015,7
601022,7
002173,7
601098,7
601089,7
688079,7
002876,7
601069,7
002163,7
300792,7
002177,7
603456,7
002155,7
601006,7
002898,7
300061,7
601000,7
300811,7
601100,7
002871,7
600999,7
300739,7
603569,7
688063,7
688066,7
002853,7
300100,7
603566,7
002863,7
300093,7
300760,7
300742,7
603555,7
300746,7
688072,7
601111,7
300758,7
300759,7
300813,7
