日期,板块名称,涨的数量,跌的数量,平的数量,涨幅比,涨跌幅,总市值,主力净流入-净额,主力净流入-净占比,总市值亿元,跌停,跌<-5%,-3%<-5%,-3<-1%,平盘,<3%,3-5%,5%-涨停,涨停,冰点,沸点,距上次沸点天数,距上次冰点天数
2023-03-01,3D打印,1,0,0,100.0,0.74,121933392237.9,-18314961.0,-11.53,1219.33,0,0,0,0,0,1,0,0,0,False,True,-1,0
2023-03-01,5G概念,6,0,0,100.0,5.435,3147505071683.72,2212818629.0,8.506666666666666,31475.05,0,0,0,0,0,1,3,1,1,False,True,-1,0
2023-03-01,6G概念,4,0,0,100.0,6.4125,2729609435701.3403,1919906960.0,7.39,27296.09,0,0,0,0,0,1,1,1,1,False,True,-1,0
2023-03-01,AIGC概念,1,0,0,100.0,3.19,115875446530.04001,422965840.0,10.41,1158.75,0,0,0,0,0,0,1,0,0,False,True,-1,0
2023-03-01,BIPV概念,0,2,0,0.0,-1.0,466368049095.06995,-301785385.0,-12.55,4663.68,0,0,0,2,0,0,0,0,0,True,False,0,-1
2023-03-01,CXO概念,2,0,0,100.0,2.2649999999999997,445427413686.3,149634760.0,5.125,4454.27,0,0,0,0,0,1,1,0,0,False,True,-1,0
2023-03-01,HJT电池,1,3,0,25.0,-0.7275,804454313150.24,-330205396.0,-4.1425,8044.54,0,0,1,1,1,1,0,0,0,False,False,0,0
2023-03-01,MCU芯片,3,0,0,100.0,2.4466666666666668,689672302179.0599,343559619.0,9.393333333333333,6896.72,0,0,0,0,0,2,1,0,0,False,True,-1,0
2023-03-01,MiniLED,1,0,0,100.0,1.44,161570617270.83002,155846672.0,9.1,1615.71,0,0,0,0,0,1,0,0,0,False,True,-1,0
2023-03-01,OLED概念,2,0,0,100.0,0.8049999999999999,285114177692.73004,182306862.0,5.635,2851.14,0,0,0,0,0,2,0,0,0,False,True,-1,0
2023-03-01,POE胶膜,2,2,0,50.0,0.6749999999999999,684387809092.26,-89336452.0,-0.48249999999999993,6843.88,0,0,0,2,0,2,0,0,0,False,False,0,0
2023-03-01,PPP概念,6,0,0,100.0,2.4566666666666666,980065626447.06,1423161765.0,8.438333333333334,9800.66,0,0,0,0,1,4,0,1,0,False,True,-1,0
