日期,板块名称,冰点,沸点,距上次沸点天数,距上次冰点天数
2023-03-03,医疗研发外包,False,False,0,0
2023-03-03,医疗美容,False,False,0,1
2023-03-03,医疗耗材,False,False,0,0
2023-03-03,医疗设备,False,False,0,0
2023-03-03,医药商业,False,False,0,0
2023-03-03,半导体材料,False,True,-1,0
2023-03-03,半导体设备,False,True,-1,0
2023-03-03,印制电路板,False,False,0,0
2023-03-03,印刷,False,False,0,0
2023-03-03,印刷包装机械,False,False,0,0
2023-03-03,印染,False,False,0,0
2023-03-03,原料药,False,False,0,0
2023-03-03,合成树脂,False,False,0,0
2023-03-03,品牌消费电子,False,False,0,0
2023-03-03,商业地产,False,False,0,0
2023-03-03,商业物业经营,False,False,0,0
2023-03-03,商用载客车,False,True,-1,1
2023-03-03,商用载货车,False,False,0,0
2023-03-03,啤酒,False,False,0,0
2023-03-03,固废治理,False,False,0,0
2023-03-03,国有大型银行,False,True,-1,0
2023-03-03,地面兵装,False,False,0,0
2023-03-03,城商行,False,True,-1,0
2023-03-03,基础建设,False,False,0,0
2023-03-03,复合肥,False,False,0,0
2023-03-03,多元金融,False,False,0,0
2023-03-03,大气治理,False,False,0,0
2023-03-03,家具,False,False,0,0
2023-03-03,家纺,False,False,0,2
2023-03-03,小家电,False,False,0,0
2023-03-03,小家电Ⅲ,False,False,0,0
2023-03-03,工控设备,False,False,0,0
2023-03-03,工程咨询服务,False,False,0,0
2023-03-03,工程机械,False,False,0,0
2023-03-03,广告营销,False,False,0,0
2023-03-03,建筑装饰,False,True,-1,1
2023-03-03,彩电,False,False,0,1
2023-03-03,影视院线,False,False,0,0
2023-03-03,房地产服务,False,False,0,0
2023-03-03,房屋建设,False,True,-1,0
2023-03-03,改性塑料,False,False,0,0
2023-03-03,教育,False,False,1,0
2023-03-03,数字媒体,False,False,0,0
2023-03-03,文娱用品,False,False,0,0
2023-03-03,新能源发电,False,False,0,0
2023-03-03,旅游综合,False,False,0,0
2023-03-03,旅游零售,False,True,-1,1
2023-03-03,无机盐,False,False,0,0
2023-03-03,普钢,False,False,0,0
2023-03-03,有机硅,False,False,0,0
2023-03-03,有线电视网络,False,False,0,0
2023-03-03,服装,False,False,0,0
2023-03-03,机器人,False,False,0,0
