代码,总股本
600857,224319919.0
600825,1044887850.0
600821,1536356503.0
600811,3659150735.0
600793,176904002.0
600781,627157512.0
600779,488361398.0
600778,311491352.0
600759,2263507518.0
600733,4287310130.0
600731,461789508.0
600694,293718653.0
600689,152204143.0
600673,3013897259.0
600671,121778885.0
600668,344083828.0
600622,1499685402.0
600619,800250298.0
600601,2194891204.0
600596,1145746540.0
600583,4421354800.0
600577,1995790118.0
600556,1807747642.0
600552,763884003.0
600551,484325171.0
600536,659994117.0
600531,1090242634.0
600527,1731760902.0
600522,3412949652.0
600516,3805970368.0
600405,553275448.0
600393,2536247870.0
600366,989113721.0
600359,381512820.0
600337,1495944883.0
600333,609030684.0
600329,573443076.0
600322,1105700000.0
600290,759903511.0
600289,631052069.0
600260,994886058.0
600250,310593879.0
600242,456665122.0
600213,286000000.0
600208,8599343536.0
600201,1120369226.0
600178,475783900.0
600158,959513067.0
600136,584618623.0
600127,641783218.0
600119,365270370.0
600114,616383477.0
600112,509204846.0
600083,230000000.0
600060,1307652222.0
301379,101340000.0
301230,76873333.0
301207,400010000.0
300980,108333234.0
300773,800020000.0
300392,384000000.0
300058,2491037834.0
003032,402447500.0
003026,101017880.0
003020,120432000.0
002990,258041750.0
002965,177988038.0
002950,633265407.0
002936,6428757599.0
002926,2625000000.0
002919,170990043.0
002913,321921936.0
002909,372752452.0
002884,357682509.0
002880,226800000.0
002870,132075636.0
002868,155415837.0
002862,120000000.0
002845,328040025.0
002809,208933682.0
002806,189282950.0
002795,308851970.0
002789,159623514.0
002786,495612000.0
002785,201150000.0
002775,512767053.0
002761,1081340098.0
002760,107988706.0
002739,2179368810.0
002730,362079880.0
002729,182969920.0
002723,318029276.0
002721,959925877.0
002717,1684897609.0
002716,2210479088.0
002708,492011076.0
002707,906416362.0
002688,780422398.0
002649,591664848.0
002636,728000000.0
002615,424571901.0
002610,4479532523.0
002609,649059741.0
002602,7452556968.0
002589,1504710471.0
002581,659735586.0
002575,618720000.0
002563,2694090160.0
002558,2024379932.0
002555,2217864281.0
002549,623700000.0
002538,853555763.0
002529,260000000.0
002512,1147094532.0
002504,1025800523.0
002502,919994639.0
002492,405000000.0
002468,1530802166.0
002455,593165169.0
002446,908098062.0
002442,490820000.0
002441,544543609.0
002422,1416918091.0
002360,401774248.0
002355,620570400.0
002349,814180908.0
002341,1152214592.0
002335,461567391.0
002325,1756514205.0
002322,379147970.0
002313,374400000.0
002308,906214651.0
002280,2177149675.0
002269,2512500000.0
002259,752328267.0
002203,1966739270.0
002195,5724847663.0
002181,1161058174.0
002177,761191294.0
002169,787791994.0
002160,795581976.0
002159,177301325.0
002156,1329036928.0
002146,4348163851.0
002120,2902263500.0
002115,810991332.0
002044,3914253923.0
002037,483883566.0
002027,14442199726.0
001979,7739098182.0
001965,6178245319.0
001330,1374518984.0
001269,137425626.0
001266,102816000.0
000981,9997470888.0
000957,592903936.0
000951,1174869360.0
000949,1466727778.0
000918,1804191500.0
000908,879774351.0
000903,1970800857.0
000901,798201406.0
000880,331320600.0
000806,1099911762.0
000799,324928980.0
000797,1570754217.0
000725,37509632994.0
000695,222147539.0
000681,700577436.0
000680,1501253212.0
000671,4140382950.0
000651,5631405741.0
000638,309400000.0
000620,1896690420.0
000607,1017698410.0
000606,765799353.0
000599,816792487.0
000525,580772873.0
000504,311573901.0
000488,1749517684.0
000156,1852932442.0
000046,5196200656.0
000031,4286313339.0
000023,138756240.0
688819,972100000.0
688789,76000000.0
688788,105747925.0
688787,42800000.0
688767,106666667.0
688682,51920120.0
688680,84020000.0
688679,131689675.0
688658,450000000.0
688630,120800000.0
688626,160000000.0
688618,50527495.0
688611,55900000.0
688609,500000000.0
688601,89600000.0
688598,94074067.0
688595,142156346.0
688588,400010003.0
688578,450000000.0
688575,567000000.0
688566,186941600.0
688565,157871000.0
688561,682089523.0
688558,132000000.0
688557,72670000.0
688538,13889633185.0
688536,119551414.0
688533,160000000.0
688528,168000000.0
688526,465133200.0
688488,420000000.0
688468,401000000.0
688425,5333497000.0
688418,193610000.0
688408,135715480.0
688401,133333600.0
688392,82000000.0
688390,123200000.0
688389,422200000.0
688388,234198073.0
688386,70000000.0
688385,530172000.0
688381,252200000.0
688377,194667000.0
688373,655210084.0
688371,335472356.0
688369,77267683.0
688345,100000000.0
688336,616785793.0
688327,740670562.0
688322,400001000.0
688321,410720500.0
688319,405265000.0
688316,47462175.0
688312,144848536.0
688308,100000000.0
688297,675000000.0
688288,100343920.0
688286,53429801.0
688271,824157988.0
688269,93360000.0
688265,77963513.0
688257,92800000.0
688252,405555600.0
688230,84000000.0
688229,44400000.0
688227,113055275.0
688225,400010000.0
688223,10000000000.0
688222,400680000.0
688218,117714700.0
688216,106270000.0
688213,400010000.0
688209,420000000.0
688206,433804445.0
688199,111226800.0
688193,40000000.0
688192,404183120.0
688189,196000000.0
688182,400000000.0
688176,570000000.0
688175,92906379.0
688173,405307014.0
688170,103360000.0
688165,521780000.0
688162,137347500.0
688161,400000000.0
688160,84000000.0
688158,453095081.0
688148,511718000.0
688136,198700650.0
688135,137249120.0
688130,66560000.0
688129,120000000.0
688128,404500000.0
688121,202666667.0
688115,66670000.0
688108,410000000.0
688106,485653000.0
688105,400010000.0
688102,400010000.0
688099,411120000.0
688096,107995500.0
688088,406000000.0
688086,190381503.0
688083,86674923.0
688081,73600000.0
688076,213183800.0
688072,126478797.0
688067,68000000.0
688066,184881281.0
688060,60000000.0
688058,56000000.0
688055,3333333400.0
688052,101064000.0
688051,77334000.0
688049,122000000.0
688045,69048939.0
688038,116373400.0
688037,92463899.0
688035,142240000.0
688033,449929688.0
688028,95417203.0
688027,80192320.0
688026,140363160.0
688022,108536490.0
688021,77283584.0
688017,168583380.0
688016,71978147.0
688015,187943462.0
688010,153581943.0
688009,8621018000.0
688007,455638398.0
605588,73099561.0
605566,133340000.0
605398,83297492.0
605368,494856340.0
605365,500000000.0
605358,676848359.0
605305,151800000.0
605303,161237408.0
605266,99241450.0
605228,424550000.0
605196,506822098.0
605186,136000000.0
605180,130000000.0
605162,400451000.0
605155,134400000.0
605138,555560000.0
605118,407330500.0
605100,169932000.0
605069,211697778.0
605060,240000000.0
605008,642380414.0
605003,110000000.0
605001,392886000.0
603995,338037284.0
603990,214401344.0
603989,400816278.0
603988,235200000.0
603986,667025148.0
603983,401444780.0
603980,700000000.0
603966,300326143.0
603958,221360000.0
603939,718609730.0
603933,210862200.0
603920,532175253.0
603912,303781587.0
603901,488450811.0
603899,926933050.0
603897,206435681.0
603885,2214005268.0
603883,584902902.0
603876,490458468.0
603869,504500508.0
603863,204650000.0
603861,435969558.0
603839,400102220.0
603836,205235237.0
603828,610460158.0
603825,253336552.0
603819,217730187.0
603810,162293880.0
603808,369092878.0
603806,1331545247.0
603800,208000000.0
603799,1597922519.0
603797,584108729.0
603790,191360000.0
603778,642857142.0
603776,233427145.0
603773,173862774.0
603768,204000000.0
603766,2053541850.0
603755,98613681.0
603739,252412230.0
603738,278133894.0
603737,376437486.0
603733,705975004.0
603730,941740157.0
603727,288334686.0
603726,185651200.0
603725,207770000.0
603722,87937500.0
603721,130000000.0
603718,644000000.0
603711,410745800.0
603709,80000000.0
603707,1617074755.0
603701,261361901.0
603699,749062000.0
603698,535990000.0
603690,320098474.0
603689,470404034.0
603686,415655737.0
603669,721228434.0
603666,207940700.0
603665,160683077.0
603660,494192811.0
603639,340667866.0
603638,840166258.0
603636,590793578.0
603630,225473000.0
603629,182000000.0
603628,273800000.0
603616,381368000.0
603612,460617984.0
603610,358489251.0
603608,419698777.0
603603,417784056.0
603602,203848872.0
603600,302512640.0
603588,1526562732.0
603586,196052780.0
603580,130673200.0
603557,496055236.0
603556,488684040.0
603533,438896835.0
603529,574700004.0
603515,754210692.0
603511,400010000.0
603507,142625500.0
603501,1184301975.0
603486,573722583.0
603439,410862216.0
603408,448980000.0
603396,116293082.0
603386,326322560.0
603379,610479037.0
603377,727843973.0
603369,1254500000.0
603363,871640622.0
603360,258952000.0
603358,439040000.0
603357,467576378.0
603355,574335860.0
603353,173394000.0
603333,621527586.0
603332,166513200.0
603326,315512680.0
603322,160150000.0
603318,378011155.0
603316,264264000.0
603313,485299039.0
603311,210000000.0
603272,103627000.0
603269,112518866.0
603266,198886750.0
603261,76961822.0
603236,188982076.0
603235,437780000.0
603228,847250298.0
603226,355491770.0
603221,240000000.0
603220,336368576.0
603216,224120000.0
603212,440362036.0
603201,79493334.0
603198,800000000.0
603197,208677741.0
603188,570170000.0
603179,487301971.0
603177,207560000.0
603170,400010000.0
603168,322592499.0
603165,278431276.0
603156,1265493600.0
603150,85490000.0
603133,209185200.0
603126,610500000.0
603123,798736665.0
603122,398052633.0
603117,633144502.0
603116,576200800.0
603111,993275484.0
603101,470400000.0
603097,160000000.0
603096,162503585.0
603079,171188958.0
603076,120701344.0
603070,401000000.0
603059,100000000.0
603042,160589840.0
603041,183147692.0
603040,133989109.0
603031,112000000.0
603027,958538590.0
603023,562079807.0
603010,589578593.0
603009,358730089.0
603007,333410786.0
601999,550914700.0
601997,3656198076.0
601995,2923542440.0
601989,22802035324.0
601988,210765514846.0
601969,2034496729.0
601966,1476731513.0
601965,1004847787.0
601933,9075036993.0
601928,2544900000.0
601918,2590541800.0
601890,959400000.0
601878,3878168795.0
601877,2149973551.0
601858,790500000.0
601838,3684400937.0
601825,9644444445.0
601818,41353194743.0
601801,1989204737.0
601800,11747235425.0
601777,4500000000.0
601766,24327798048.0
601702,998530600.0
601696,2778000000.0
601688,7356543347.0
601677,965827999.0
601668,41934432844.0
601601,6845041455.0
601595,448200000.0
601577,4021553754.0
601555,5007502651.0
601518,1350395121.0
601500,1288594400.0
601398,269612212539.0
601388,2201441946.0
601377,8635987294.0
601375,3447519700.0
601366,849733364.0
601336,2085439340.0
601328,39250864015.0
601288,319244210777.0
601236,4716787742.0
601233,2411119493.0
601225,9695000000.0
601222,2060169156.0
601211,7514844894.0
601200,1121858543.0
601198,3232445520.0
601169,21142984272.0
601166,20774243773.0
601158,4800000000.0
601156,1587555556.0
601155,2260535439.0
601139,2876767544.0
601127,1497277309.0
601118,4279427797.0
601117,6109470588.0
601113,1141481073.0
601106,6857782927.0
601099,6816316370.0
601088,16491037955.0
601021,916462713.0
601019,2086900000.0
601018,19454388399.0
601016,5012548456.0
601012,7581662700.0
601010,1848000000.0
601009,10305732847.0
600997,1587799851.0
600996,1198614554.0
600990,211429127.0
600988,1663911378.0
600986,1322425609.0
600984,1257043925.0
600982,1117768211.0
600979,1232259790.0
600977,1867000000.0
600975,805040967.0
600966,1336844288.0
600960,950515518.0
600959,5000717686.0
600956,2348088677.0
600936,1671026239.0
600928,4444444445.0
600919,14769651510.0
600918,6968625756.0
600917,1571340000.0
600908,1861678400.0
600905,28620510000.0
600898,285380986.0
600897,297810000.0
600895,1548689550.0
600894,859946895.0
600893,2665594238.0
600886,7454179797.0
600885,1042674041.0
600883,236088000.0
600882,516180147.0
600881,3248913588.0
600880,1093332092.0
600879,2719271284.0
600859,1135049451.0
600855,450426801.0
600853,1014902546.0
600846,624761516.0
600843,469222730.0
600838,400881981.0
600837,9654631180.0
600836,672753072.0
600834,477381905.0
600833,223086347.0
600830,454322747.0
600828,1731982546.0
600827,1604449920.0
600823,3751168261.0
600822,396147908.0
600816,5469137919.0
600815,1774094480.0
600810,1044175874.0
600807,884634731.0
600804,1657463906.0
600803,3098662607.0
600791,452880000.0
600789,884049513.0
600784,675652277.0
600783,744359294.0
600782,3188722696.0
600777,6800495825.0
600774,295032402.0
600773,819660744.0
600770,1300000000.0
600768,133747200.0
600767,341010182.0
600766,224226822.0
600760,1960526295.0
600756,324098753.0
600754,914044063.0
600748,1844562892.0
600744,1781124274.0
600743,2346100874.0
600739,1529709816.0
600736,1151292907.0
600735,428778219.0
600734,2178303106.0
600730,586656002.0
600729,406528465.0
600728,1759041797.0
600726,1534675151.0
600718,1241805295.0
600715,1854853500.0
600713,1308821012.0
600708,2228636743.0
600707,3588389732.0
600703,4479341308.0
600696,334469431.0
600691,2375981952.0
600686,717047417.0
600682,1346132221.0
600678,348990000.0
600676,1028492944.0
600667,2106190178.0
600666,1227326240.0
600661,286548830.0
600657,2851878595.0
600653,1946380317.0
600651,2507028015.0
600649,2529575634.0
600645,467948890.0
600642,4911721316.0
600641,957930404.0
600640,795695940.0
600638,673396786.0
600637,3414500201.0
600636,446936885.0
600629,970979116.0
600626,1107978710.0
600624,684712010.0
600621,1060899292.0
600616,669004950.0
600615,188020508.0
600609,1311200558.0
600599,166000000.0
600597,1378640863.0
600593,128800000.0
600590,852869750.0
600581,1553788870.0
600580,1314892586.0
600579,499074359.0
600576,619402409.0
600571,480158629.0
600569,2872421386.0
600568,1992869681.0
600565,2491506284.0
600563,225000000.0
600561,284476800.0
600559,914747444.0
600548,1433270326.0
600546,1982456140.0
600545,1895412995.0
600543,321120000.0
600539,230000000.0
600537,1192859268.0
600533,1050000000.0
600532,516065720.0
600530,780000000.0
600529,594967747.0
600525,1305775152.0
600521,1483474941.0
600518,13863866690.0
600512,1598902832.0
600501,431928600.0
600500,2764069672.0
600498,1187828536.0
600495,1208190886.0
600487,2362214913.0
600482,2160682115.0
600476,161070000.0
600475,943894086.0
600463,300000000.0
600462,617080000.0
600460,1416071845.0
600458,802798152.0
600455,62458000.0
600448,629819662.0
600429,1517285426.0
600418,2184009791.0
600410,1098743383.0
600409,2064349448.0
600406,6694249118.0
600400,2303021852.0
600399,1972100000.0
600398,4319607279.0
600392,1752826570.0
600391,330129367.0
600387,468144464.0
600386,806400000.0
600378,918924734.0
600376,2579565242.0
600375,654314844.0
600373,1355063719.0
600370,3896339676.0
600369,6645109124.0
600365,425400000.0
600363,455245750.0
600361,665807918.0
600358,504936660.0
600352,3253331860.0
600348,2405000000.0
600346,7039099786.0
600345,198000000.0
600343,638206348.0
600340,3913720342.0
600331,2032000000.0
600328,971136742.0
600326,920886556.0
600325,2117161116.0
600307,6263357424.0
600306,231574918.0
600303,675604211.0
600300,1617142180.0
600287,443282774.0
600284,970256000.0
600283,352995758.0
600282,6163612911.0
600279,1186866283.0
600278,882260201.0
600276,6379002274.0
600271,1852884638.0
600269,2335407014.0
600266,2256537600.0
600258,1118993124.0
600257,481237188.0
600252,3475107147.0
600248,3688882286.0
600246,2054009302.0
600236,7882377802.0
600234,262520973.0
600232,364718544.0
600231,2852154711.0
600229,702096010.0
600228,823267005.0
600227,1693134201.0
600222,573886283.0
600220,1783340326.0
600218,435599919.0
600217,1388659782.0
600215,465032880.0
600212,511697213.0
600207,862955974.0
600203,592988082.0
600202,383340672.0
600200,712388832.0
600199,657796824.0
600195,1021148260.0
600193,425373000.0
600191,484932000.0
600187,1613781103.0
600186,1793901141.0
600182,340000000.0
600179,4364286051.0
600177,4628902973.0
600170,8904397728.0
600169,3371975400.0
600167,2288119475.0
600166,8003763475.0
600159,830003232.0
600155,1739556648.0
600151,1434252287.0
600150,4472428758.0
600149,380160000.0
600141,1111724663.0
600137,97217588.0
600133,795615587.0
600130,768000000.0
600128,246767500.0
600126,3377189083.0
600125,1305521874.0
600122,1158258350.0
600121,1218412038.0
600120,3415381492.0
600118,1182489135.0
600117,1045118252.0
600107,360000000.0
600106,1329025062.0
600104,11683461365.0
600100,3350297713.0
600099,219120000.0
600098,3544055525.0
600097,240936559.0
600089,3871967205.0
600088,397706400.0
600082,646115826.0
600081,470418905.0
600078,662572861.0
600077,1340122326.0
600073,937729472.0
600072,736249883.0
600071,281573889.0
600070,516075964.0
600064,1730339644.0
600061,6425305853.0
600056,1495879748.0
600055,703061058.0
600048,11970443418.0
600039,4813683889.0
600036,20628944429.0
600035,1610115901.0
600033,2744400000.0
600031,8493286021.0
600030,12200469974.0
600028,95557771046.0
600023,13408732749.0
600022,10946549616.0
600021,2816743645.0
600020,2247371832.0
600018,23284144750.0
600015,15387223983.0
600012,1165600000.0
600009,2488481340.0
600008,7340590677.0
600007,1007282534.0
600006,2000000000.0
600004,2366718283.0
600000,29352173656.0
301238,733333300.0
300946,120006000.0
300802,259923971.0
300642,163834581.0
300449,298258899.0
300418,1177169144.0
300308,800961788.0
300210,484219953.0
300199,916927040.0
300086,450000000.0
300013,446687115.0
003040,461135972.0
002977,100100000.0
002976,120000000.0
002958,5555607550.0
002933,117350000.0
002925,782789273.0
002899,120000000.0
002898,176000000.0
002893,202800000.0
002856,135312808.0
002855,250612402.0
002853,186542748.0
002830,133340000.0
002797,4202400000.0
002796,252426948.0
002765,583225290.0
002736,9612429377.0
002735,213285380.0
002725,256000000.0
002701,2573260436.0
002678,1358320323.0
002671,565725368.0
002669,305402973.0
002665,2538720737.0
002664,403880000.0
002662,1500000000.0
002651,1033460000.0
002647,559936650.0
002626,616481927.0
002622,840000000.0
002612,442445375.0
002607,6167399389.0
002599,537586717.0
002594,1813142855.0
002592,283331157.0
002587,652044158.0
002583,1816079691.0
002577,282880000.0
002570,1080043333.0
002551,844738260.0
002543,743600000.0
002542,1805630157.0
002539,1010100000.0
002524,515366420.0
002507,887630022.0
002506,5850316427.0
002499,189000000.0
002498,3326796000.0
002495,935625600.0
002489,2175736503.0
002486,832000000.0
002482,1537279657.0
002439,952603538.0
002435,1235983020.0
002423,2304105575.0
002415,9433208719.0
002405,2382724314.0
002404,577673641.0
002403,340638579.0
002402,914340685.0
002390,2027228611.0
002381,411573959.0
002374,1087953783.0
002352,4895202373.0
002339,511804800.0
002326,876566295.0
002323,2120855142.0
002317,814431076.0
002291,911230601.0
002278,363909648.0
002236,3033161170.0
002230,2323752783.0
002228,1238631495.0
002221,1576127767.0
002217,3116416220.0
002212,1185371070.0
002199,243442363.0
002186,308463955.0
002183,2597009091.0
002180,1416046938.0
002175,1276780727.0
002158,534724139.0
002153,2099379878.0
002130,1259898562.0
002123,802196280.0
002106,705816160.0
002103,534272953.0
002098,358000000.0
002094,690897549.0
002093,1007500000.0
002091,1627596452.0
002078,2687010774.0
002076,769571569.0
002067,1193944478.0
002058,143448332.0
002047,1516248693.0
002042,1700681355.0
002031,2199395670.0
002024,9310039655.0
002021,687815040.0
002015,1623324614.0
001896,1525781330.0
001696,1145026920.0
001296,106859233.0
001270,111812946.0
001201,212805600.0
000989,869354236.0
000987,5017132462.0
000985,129639500.0
000971,1048590126.0
000935,763440333.0
000932,6908632499.0
000898,7991480451.0
000897,1617272234.0
000889,936291116.0
000888,526913102.0
000887,1316489747.0
000877,8663422814.0
000861,2520995824.0
000860,741766989.0
000837,899370910.0
000830,1919676011.0
000811,745837804.0
000785,6529036899.0
000783,5529957610.0
000776,5919291464.0
000766,966494707.0
000750,5444525514.0
000732,2488901440.0
000716,743999550.0
000705,334123286.0
000697,671616059.0
000679,356400000.0
000669,680408797.0
000656,5339715816.0
000623,1163047306.0
000619,360000000.0
000616,1430234425.0
000615,781180319.0
000597,1424383265.0
000584,760937577.0
000573,638280604.0
000561,604692321.0
000555,983653713.0
000536,2766032803.0
000531,822099384.0
000526,117762709.0
000517,3183922485.0
000501,768992731.0
000422,897866712.0
000420,2458868343.0
000416,531871494.0
000333,7000783000.0
000301,6213245319.0
000166,22535944560.0
000096,528000000.0
000014,242046224.0
000010,1058692292.0
000002,9724196533.0
873169,
873122,
873001,
872925,
872895,
872541,
872190,
871981,
871857,
871753,
871553,
839946,
839729,
839725,
838810,
838402,
838171,
838163,
838030,
837821,
837344,
837242,
837212,
837092,
837046,
836892,
836871,
836826,
836433,
836395,
836077,
835670,
835508,
835305,
835207,
835184,
835174,
834682,
834639,
834415,
834062,
833943,78093368.0
833873,
833819,
833580,
833575,
833533,
833523,
833454,
833427,
833346,
833266,
832885,
832278,
832225,
832171,
832000,
831834,
831832,
831768,
831370,
831305,
831195,
831167,
830946,
830832,
688777,496823000.0
688776,77416728.0
688766,50720207.0
688737,86034976.0
688733,182164340.0
688718,173754389.0
688698,180000000.0
688696,70000000.0
688690,403171823.0
688685,111866667.0
688683,148560000.0
688681,104670000.0
688670,88000000.0
688662,88240000.0
688659,160000000.0
688639,108400000.0
688633,73993334.0
688628,110424000.0
688619,187288015.0
688608,120000000.0
688607,88129027.0
688600,133772630.0
688589,100194770.0
688585,403200000.0
688577,53971720.0
688571,320000000.0
688560,164087736.0
688556,227923360.0
688555,83110000.0
688551,80241110.0
688550,98075383.0
688529,128000000.0
688521,497750682.0
688520,435335714.0
688518,300902200.0
688509,770000000.0
688505,703000000.0
688499,88000000.0
688456,103660000.0
688455,180849167.0
688439,200000000.0
688393,93340000.0
688383,102133600.0
688378,102661216.0
688368,62903780.0
688365,401000000.0
688358,112000000.0
688357,59228885.0
688355,123956072.0
688353,110000000.0
688338,81648000.0
688332,120000000.0
688318,93338000.0
688317,194704350.0
688309,80010733.0
688306,1228282800.0
688302,99015598.0
688299,285177557.0
688290,82400000.0
688287,
688285,376289913.0
688282,88000000.0
688280,590221667.0
688279,92363380.0
688277,419846848.0
688276,412840698.0
688267,176200000.0
688266,240000000.0
688262,240000000.0
688258,86956591.0
688248,564700000.0
688237,89603310.0
688234,429711044.0
688232,330000000.0
688231,246857143.0
688226,156000000.0
688220,418300889.0
688219,459283632.0
688208,450946625.0
688207,184980819.0
688200,91073591.0
688191,153046047.0
688190,120000000.0
688188,145932691.0
688184,134378228.0
688183,831821175.0
688178,84997844.0
688171,83773400.0
688166,410000084.0
688157,79782394.0
688156,92373760.0
688153,408619418.0
688151,344500000.0
688137,70175439.0
688133,84071656.0
688132,152225204.0
688131,104078810.0
688127,402845000.0
688125,80808080.0
688117,80000000.0
688113,63700000.0
688110,442249758.0
688107,400100000.0
688101,333880000.0
688095,66202302.0
688080,52572516.0
688079,401333334.0
688075,90773432.0
688065,583278195.0
688057,276000000.0
688056,67198600.0
688047,401000000.0
688039,80316500.0
688029,187246108.0
688025,93608076.0
688023,78504696.0
688020,80210500.0
688006,405133000.0
605599,777777800.0
605598,172743467.0
605499,400010000.0
605388,430000000.0
605369,112627120.0
605337,303408000.0
605333,436776081.0
605296,524304516.0
605289,108337500.0
605277,189629916.0
605259,88000000.0
605255,134080000.0
605208,253800000.0
605199,400108752.0
605188,495580000.0
605169,282880000.0
605167,449070000.0
605158,511420000.0
605151,134940000.0
605136,401885000.0
605089,100000000.0
605066,401000000.0
605055,440000000.0
605020,269750994.0
605018,468486353.0
605011,400100000.0
605007,400011470.0
603999,576000000.0
603997,1116786419.0
603991,74534998.0
603985,440858003.0
603976,151201911.0
603970,192000096.0
603968,204480000.0
603967,346666710.0
603963,219700000.0
603960,263368500.0
603956,508435363.0
603949,209806100.0
603936,511012097.0
603928,201600000.0
603918,367759038.0
603917,156800000.0
603915,662525360.0
603908,66690000.0
603895,108080000.0
603893,417378500.0
603890,439069005.0
603888,519029360.0
603887,450753333.0
603882,467138775.0
603880,292474000.0
603879,362314440.0
603877,476728241.0
603868,435600000.0
603859,166568333.0
603858,1106042645.0
603855,337574000.0
603848,401000000.0
603843,699623237.0
603838,320016000.0
603833,609151954.0
603823,317945200.0
603818,587460546.0
603817,534347495.0
603816,821891519.0
603803,434175557.0
603789,260000000.0
603787,204000000.0
603786,404098000.0
603777,336559908.0
603729,93338000.0
603728,420367400.0
603712,772000000.0
603708,608402320.0
603703,298610000.0
603697,308529015.0
603693,891475880.0
603685,169001827.0
603683,217154880.0
603681,191129871.0
603679,141572919.0
603678,459864858.0
603667,328533621.0
603662,282998292.0
603661,139067031.0
603657,137158500.0
603656,153000600.0
603655,106000000.0
603648,362412800.0
603637,243678373.0
603626,557549390.0
603619,400000100.0
603618,691056019.0
603613,498655409.0
603611,267184734.0
603607,178516800.0
603605,283519194.0
603596,410302436.0
603589,600000000.0
603587,481077600.0
603585,180001918.0
603579,140003433.0
603578,180357032.0
603567,941963592.0
603555,1571505358.0
603538,212985221.0
603530,432263327.0
603527,243824000.0
603520,342914439.0
603518,347205319.0
603508,381274377.0
603506,187777779.0
603500,245548776.0
603499,201153443.0
603489,120304050.0
603416,140560000.0
603390,351686984.0
603385,383809298.0
603378,431736425.0
603365,266670000.0
603359,446096000.0
603351,135478432.0
603348,263524111.0
603345,293294232.0
603331,178160893.0
603329,158756195.0
603323,1803073107.0
603315,307026264.0
603301,266451202.0
603286,88601000.0
603279,576683100.0
603277,420684000.0
603260,1074165577.0
603258,245783900.0
603256,884370000.0
603255,133466667.0
603233,949118460.0
603230,353523000.0
603217,208206400.0
603215,186660000.0
603213,434800000.0
603208,136585203.0
603199,110680000.0
603196,239918100.0
603195,601152420.0
603192,138666667.0
603189,269548349.0
603187,276087287.0
603180,154256882.0
603176,466660000.0
603161,133400000.0
603158,490799306.0
603155,225562000.0
603136,186294283.0
603131,317984668.0
603121,343916300.0
603118,792133332.0
603110,201226732.0
603109,209581540.0
603106,520520000.0
603095,132000000.0
603089,222500903.0
603087,561540000.0
603080,141500000.0
603069,316000000.0
603066,300702900.0
603056,1026957470.0
603055,868756396.0
603043,567224041.0
603039,260603073.0
603032,168183000.0
603028,287040000.0
603026,202680000.0
603022,200000000.0
603017,278286778.0
603015,404219000.0
603013,513992833.0
603012,650480000.0
603011,494414437.0
603006,254254250.0
603003,402443494.0
601998,34052680680.0
601990,3686361034.0
601985,18850401757.0
601958,3226604400.0
601956,622365100.0
601929,3301280086.0
601921,2222222223.0
601908,2414602861.0
601886,1133002060.0
601881,6446280527.0
601860,3660975366.0
601857,161922077818.0
601827,1678268000.0
601799,285679419.0
601798,354528198.0
601789,1086798590.0
601788,3906698839.0
601700,1141838700.0
601689,1102046572.0
601628,20823530000.0
601615,2272085706.0
601611,2648647755.0
601607,2777341614.0
601519,2035870200.0
601512,1498890000.0
601456,2389133168.0
601399,7213555890.0
601360,7145363197.0
601339,1500000000.0
601319,35497756583.0
601279,1494253157.0
601226,1167010000.0
601218,977360000.0
601216,8438017390.0
601212,7404774511.0
601208,916951112.0
601188,1315878571.0
601179,5125882352.0
601177,400060000.0
601128,2740855925.0
601116,547678400.0
601108,4643731801.0
601107,2162740000.0
601098,1796000000.0
601089,480000000.0
601069,889065700.0
601038,731705275.0
601020,562321429.0
601011,1915664539.0
601008,1240638006.0
601007,390000000.0
601006,14866942480.0
601003,2562793200.0
601002,959282000.0
601000,5925928614.0
600992,245090000.0
600983,766439000.0
600969,370050484.0
600961,527457914.0
600939,1901783721.0
600938,2990000000.0
600933,880322400.0
600909,4697662481.0
600903,1138251848.0
600892,559464188.0
600887,6399345318.0
600884,2238465538.0
600877,1184167119.0
600872,785375950.0
600869,2219352746.0
600868,1898148679.0
600863,6526887811.0
600858,520066589.0
600851,738206110.0
600831,710508937.0
600826,532761055.0
600814,736476758.0
600809,1220073422.0
600798,1206534201.0
600792,989923600.0
600790,1465790928.0
600787,2190316345.0
600780,1146502523.0
600771,491999697.0
600769,374977200.0
600764,710629386.0
600757,1213650273.0
600755,2200982757.0
600753,230307175.0
600749,226965517.0
600741,3152723984.0
600737,2138848228.0
600717,2894001038.0
600706,255059785.0
600704,5194872040.0
600692,351764064.0
600684,853460723.0
600683,740777597.0
600675,6096135252.0
600662,2283296750.0
600655,3891102974.0
600644,538400659.0
600643,1621922452.0
600630,424861597.0
600628,646875384.0
600620,686677113.0
600595,4014298114.0
600594,791927400.0
600588,3433870818.0
600587,411974891.0
600584,1779553000.0
600582,4138588892.0
600578,6690427360.0
600567,4616178950.0
600562,1241857840.0
600560,223645500.0
600558,897604831.0
600550,1841528480.0
600540,581376960.0
600538,524198348.0
600520,158430000.0
600509,1151415017.0
600503,1602290000.0
600499,1948419929.0
600497,5091291568.0
600496,2012874349.0
600491,1529757955.0
600490,2212887079.0
600489,4847312564.0
600480,916965410.0
600479,429807117.0
600478,1660718386.0
600469,731137184.0
600468,1087735321.0
600461,1039357933.0
600452,914608128.0
600446,941081805.0
600428,2146650771.0
600426,2123319999.0
600420,1026983149.0
