代码,总股本
300732,324341264.0
300717,102775000.0
300703,181999640.0
300698,134000000.0
300691,267880679.0
300679,422157000.0
300668,120381273.0
300667,200840639.0
300662,196837115.0
300644,107969800.0
300634,444011100.0
300632,305181620.0
300615,189947200.0
300610,212877000.0
300598,160102077.0
300597,272570030.0
300595,894826637.0
300594,90927950.0
300567,278144604.0
300561,328107975.0
300538,181918573.0
300537,193027584.0
300534,303345000.0
300523,232637638.0
300522,270140605.0
300510,828623861.0
300500,173974869.0
300491,173453199.0
300490,394193274.0
300488,165679281.0
300481,296382447.0
300478,126673000.0
300442,953867583.0
300421,247585404.0
300407,305105075.0
300394,393975113.0
300378,267034230.0
300374,245912337.0
300371,167681080.0
300319,864383949.0
300314,288000000.0
300311,673630150.0
300291,930354651.0
300289,544011487.0
300256,2268393386.0
300236,313381402.0
300197,2822872279.0
300195,423387356.0
300184,1154011922.0
300137,545374010.0
300124,2658480871.0
300092,273923271.0
300072,2349720302.0
300066,1040033262.0
300057,909854275.0
300049,263053100.0
300036,489550063.0
003041,120000000.0
003037,503836583.0
003035,3787878787.0
003023,105341600.0
003013,400010000.0
003002,200000000.0
003000,451099159.0
002997,183605041.0
002996,439000000.0
002991,93215831.0
002986,228151400.0
002961,445029223.0
002957,410762170.0
002956,223277669.0
002947,230171765.0
002946,866582827.0
002941,645056973.0
002912,171831718.0
002895,501816371.0
002890,93338000.0
002878,223170841.0
002871,168877148.0
002864,86713634.0
002859,434259299.0
002849,157595726.0
002827,276000000.0
002811,272042826.0
002705,826727780.0
002698,1022550000.0
002697,1360000000.0
002695,512304224.0
002692,718146000.0
002690,882482900.0
002687,507500000.0
002663,1795890452.0
002661,337998561.0
002639,772602178.0
002600,7038674975.0
002533,733941062.0
002532,4651885415.0
002527,662985291.0
002518,582445394.0
002510,941645290.0
002500,3589771547.0
002487,637749349.0
002460,1613529459.0
002448,588409646.0
002385,4140741853.0
002368,591697969.0
002343,474949686.0
002316,393120000.0
002310,2685462004.0
002302,1262354304.0
002290,248112330.0
002287,530223760.0
002277,1394172800.0
002271,2518464191.0
002222,427500000.0
002219,3381758753.0
002205,185843228.0
002204,1931370032.0
002200,184132890.0
002190,358729343.0
002182,646422538.0
002164,532173689.0
002163,844957867.0
002162,926500000.0
002150,356517053.0
002140,708182622.0
002125,629481713.0
002100,1354339175.0
002084,650859649.0
002060,3393714625.0
002053,920729464.0
002052,745959694.0
002039,427558126.0
002020,861029140.0
001260,115000000.0
001255,80000000.0
001238,110000000.0
001228,103864609.0
001218,125993700.0
001206,132067006.0
001202,128800000.0
000980,5042547739.0
000970,1215725773.0
000960,1645801952.0
000950,1743367337.0
000933,2250986609.0
000927,6050353641.0
000922,596540053.0
000895,3464661213.0
000892,980980473.0
000876,4538319345.0
000831,980888981.0
000810,1150216072.0
000803,351994105.0
000793,1997245457.0
000791,1600540535.0
000768,2781740071.0
000753,991481071.0
000729,2818539341.0
000728,4363777891.0
000700,917106450.0
000686,2340452915.0
000628,352280000.0
000612,1192199394.0
000589,1147571791.0
000563,5113970358.0
000554,480793318.0
000548,499215811.0
000547,1603685112.0
000537,1862520720.0
000530,601712507.0
000523,1612420134.0
000510,609182254.0
000505,661975251.0
000426,1837192219.0
000401,2658213720.0
000159,480685993.0
000068,1006671464.0
000066,3225799087.0
000063,3980609974.0
000042,664831139.0
000036,1483934025.0
000004,132848008.0
000636,1157013211.0
688786,85440800.0
688621,80000000.0
603881,328927197.0
603595,232442326.0
603303,476944575.0
603169,1306291798.0
603093,610065893.0
600963,1804213109.0
600665,864122521.0
600433,1848227178.0
600255,1805987355.0
600211,247937843.0
600113,411431160.0
600063,2159249374.0
301113,70000000.0
301071,144892752.0
301043,68000000.0
300675,146666700.0
002635,683244203.0
002596,1147580518.0
002440,1150500000.0
002428,653120000.0
002379,926400000.0
002363,419160301.0
002171,1334533577.0
002014,612491866.0
001301,259774600.0
000915,234331485.0
000795,1133684103.0
831039,153820000.0
603927,593600000.0
603606,687715368.0
603153,409861106.0
603103,634200000.0
600989,7333360000.0
600321,1510550000.0
600292,780816890.0
301181,90000000.0
301105,50000000.0
301047,129200000.0
300849,150000000.0
300750,2442514524.0
300699,518350000.0
300557,71276123.0
300428,616956965.0
300403,603000000.0
300354,138320201.0
300201,1040921518.0
300044,770161228.0
002778,124753300.0
002667,243222000.0
002621,822237930.0
002523,1416640800.0
002457,334992000.0
002387,1381486540.0
002254,862934983.0
002192,259655203.0
001368,112000000.0
001205,171061333.0
000739,1178523492.0
000710,354605865.0
000560,2355500851.0
000008,2716377683.0
603166,646208651.0
601121,800000000.0
600050,31804436237.0
301217,829015544.0
301070,64555200.0
301024,63585000.0
300830,430125000.0
300578,200349740.0
300085,706640535.0
300017,2437230675.0
002564,858904477.0
002485,544000000.0
002406,624168167.0
002074,1778874835.0
002056,1626712074.0
000978,468130000.0
000049,299386862.0
000001,19405918198.0
688502,52800000.0
605377,332241440.0
605090,625414024.0
603305,666582095.0
301290,100173334.0
301157,60000000.0
300801,217410000.0
300796,200634929.0
300740,388938617.0
300547,216906174.0
300321,88800000.0
300182,2618966007.0
300160,772946292.0
300002,1961091984.0
002741,398321893.0
002686,566239133.0
002668,1084111428.0
002561,415763000.0
002373,1580188215.0
000738,1315184001.0
688246,137877502.0
600873,3042465447.0
600681,1363010801.0
600605,206282429.0
301336,40000000.0
301152,121982307.0
301091,208000000.0
300775,549291984.0
300673,253420605.0
300630,436352407.0
300144,2614694040.0
300109,323905337.0
002981,96000000.0
002978,401000000.0
002885,181436100.0
002883,156227282.0
002734,372565078.0
002601,2390145256.0
002590,479646926.0
002475,7122786109.0
002274,952364646.0
002270,896225431.0
002240,911895872.0
002085,2141567428.0
001278,123733400.0
688661,89874453.0
605258,88000000.0
600697,159088075.0
600439,1131985440.0
301229,80000000.0
301002,122876000.0
300883,346000000.0
300862,131869930.0
300839,175760000.0
300706,152852499.0
300576,213454755.0
300543,268126820.0
300287,1435273808.0
300045,662675236.0
003004,81840000.0
002998,326398400.0
002966,3666731275.0
002829,156311000.0
002672,679129602.0
002488,1001914821.0
002456,3257817490.0
002417,270272800.0
002410,1191386962.0
001366,160680000.0
001211,72000000.0
000826,1430578784.0
000788,595987425.0
000718,3034636384.0
000558,1289223949.0
000151,337370728.0
000070,844588171.0
002449,618477169.0
301183,80000000.0
300700,121532581.0
300464,369122175.0
605288,70565530.0
600889,366346010.0
600513,287145674.0
600466,3034930435.0
301322,69933799.0
301155,217391478.0
301128,73886622.0
301112,110266600.0
300793,338388800.0
300681,167961479.0
300647,457321024.0
300586,524545176.0
300485,481666400.0
300445,212430013.0
300238,265155701.0
300228,575406349.0
300187,645622165.0
300122,1600000000.0
300102,903579111.0
300042,200400000.0
002960,564277212.0
002945,2700000000.0
002812,892411690.0
002517,2152517634.0
002513,373936278.0
002376,655203505.0
002375,1339996498.0
002252,6740787907.0
000961,3826558901.0
000938,2860079874.0
000731,585723752.0
000720,1256531571.0
000715,415718940.0
603496,227799938.0
603317,763294090.0
603200,173615827.0
603061,60000000.0
601996,1145622800.0
600971,1200004884.0
600955,550000000.0
600425,1604703707.0
600308,1083478697.0
301206,202325700.0
301205,72080000.0
301069,420640000.0
300923,78600000.0
300918,360000000.0
300847,296010000.0
300602,507941948.0
300555,200000000.0
300373,512772787.0
300119,468018786.0
300054,947922645.0
300008,1728029133.0
002955,233993066.0
002837,434597230.0
002808,268800000.0
002755,928160351.0
002659,598280384.0
002382,1007095048.0
002340,5135586557.0
002328,771770000.0
002286,371812900.0
002258,800437228.0
002111,534474505.0
002030,1403446032.0
001337,420000000.0
000966,2749327699.0
000758,1969378424.0
000721,573914308.0
000678,459611797.0
000672,969395450.0
000657,1075526842.0
000631,2432519168.0
000592,1931780892.0
000552,4611017333.0
000541,1058321409.0
000410,2064746603.0
000402,2988929907.0
688363,481085277.0
688091,143888000.0
605286,178000000.0
603528,624118447.0
601686,1430457636.0
600901,2987022064.0
600477,2369111152.0
301361,116336000.0
301303,292000000.0
301227,94800000.0
301211,240000000.0
301196,124800000.0
301108,81209818.0
301077,120000000.0
300844,64640000.0
300683,130894391.0
300645,137940362.0
300637,234750130.0
300633,427861745.0
300626,180000000.0
300549,133340000.0
300461,160022492.0
300340,213574120.0
300333,336000000.0
300183,462609137.0
003019,147464025.0
003008,80000000.0
002993,276040000.0
002987,314898267.0
002896,151171285.0
002858,159925838.0
002846,318441603.0
002839,2169649522.0
002818,748458940.0
002807,2172051204.0
002801,229632000.0
002798,384969672.0
002751,154529613.0
002679,235756000.0
002569,144010000.0
002476,612000000.0
002436,1689546322.0
002276,1035489098.0
002244,3111443890.0
002241,3420400600.0
002135,1165549740.0
002129,3231733699.0
001309,80176800.0
000997,1032062937.0
000993,457951455.0
000988,1005502707.0
000977,1463709516.0
000878,2003628310.0
000828,1039516992.0
000668,146841890.0
000553,2177071961.0
000403,732433303.0
000034,668853180.0
000009,2579213965.0
688689,128895062.0
688522,154666800.0
688100,500000000.0
603916,420308798.0
603682,472500000.0
603160,458074341.0
603021,319948070.0
601901,8232101395.0
600720,776290282.0
600305,1002956032.0
600123,1142400000.0
301408,400010000.0
301256,480000000.0
300708,544689246.0
300660,262128736.0
300496,457478344.0
300399,197600000.0
300264,430857518.0
300033,537600000.0
002813,120000000.0
002616,741952074.0
002413,1340345016.0
002315,310851807.0
002297,573104819.0
002218,1413020549.0
002138,806318354.0
002002,3122037848.0
001207,183860000.0
000975,2776722265.0
000534,500623096.0
000061,1696964131.0
000059,1599442537.0
603280,108406667.0
600745,1246344564.0
600517,5718435744.0
002800,108752191.0
002740,454061077.0
002733,384214913.0
002666,754329268.0
002591,300199484.0
002148,560899430.0
001316,80000000.0
000919,511136000.0
688082,433557100.0
002408,2842788828.0
000972,771283579.0
601228,7544531351.0
600847,153287400.0
300713,157781250.0
300627,535259566.0
300099,737265255.0
003009,155392313.0
002931,199172306.0
002860,306726517.0
002640,1558041330.0
002620,377494000.0
002165,735269837.0
002157,3184688415.0
002097,1087212465.0
002049,849608551.0
002019,1226024827.0
001311,141333334.0
000976,1595678796.0
000798,365858712.0
000040,1486873870.0
300402,202000000.0
300218,216987000.0
002906,476178610.0
000936,886012887.0
000736,695433689.0
000627,4940629165.0
000572,1644636426.0
000509,1073128052.0
603018,683780952.0
301186,72758822.0
300999,5421591536.0
300936,75200000.0
300752,207679134.0
300613,229622136.0
300520,246322260.0
300489,136125000.0
300359,633333422.0
002766,847208028.0
002713,419536980.0
002691,340000000.0
002007,1824366726.0
000506,929017761.0
605168,101407289.0
603959,490298992.0
603856,257386600.0
603151,168000000.0
603077,8831250228.0
600557,584597952.0
301365,120000000.0
301187,182607661.0
300983,128000000.0
300956,132000000.0
300721,85761967.0
300666,265645419.0
300581,323593851.0
300575,310059000.0
300430,273202096.0
300192,329143329.0
002984,649670707.0
002911,945200000.0
002391,649592550.0
002330,636794790.0
002191,1470887550.0
002046,529129329.0
001872,2319185946.0
001319,141400000.0
001288,160000000.0
001225,64666800.0
000973,967423171.0
000911,400319818.0
688486,69258862.0
688329,77200000.0
301221,92622300.0
300149,499776892.0
000982,4261877053.0
688360,85676599.0
002395,268209000.0
002072,367680000.0
605009,155226949.0
603336,438729118.0
603159,140000000.0
002320,2228933187.0
002132,1401544698.0
000962,440832644.0
603190,120000000.0
603167,469144503.0
600299,2681901273.0
301396,91379493.0
300966,115277000.0
300787,153261920.0
300288,337941402.0
300230,816206041.0
300088,2454916800.0
002282,543944364.0
000026,367691263.0
688307,88000000.0
688012,616244480.0
603307,67000000.0
300854,99094000.0
300811,109886026.0
002843,211680000.0
001222,136350000.0
000930,1865273596.0
000012,1961323047.0
603466,596349441.0
301120,247627370.0
300722,192192000.0
300693,205275493.0
300628,901623135.0
300506,695596569.0
300426,409004600.0
300096,430000000.0
002980,133333400.0
002546,834049096.0
001299,187579697.0
000727,4529566980.0
000520,1012083455.0
300136,967568638.0
300030,309187315.0
002483,942288735.0
001314,140446000.0
000885,642078255.0
000719,1023203749.0
000545,986833096.0
600820,3144096094.0
301298,146800000.0
300959,80000000.0
002750,400500000.0
000815,695263035.0
688515,80000000.0
605081,113247072.0
301083,177866667.0
301081,170670000.0
301059,121660000.0
300214,470812614.0
002700,422426880.0
002467,1385511873.0
002401,371904560.0
001236,758077778.0
001229,100000000.0
301358,757253070.0
002905,376320000.0
002452,620332085.0
002369,566956280.0
601609,1479907994.0
301373,108472091.0
301356,120000000.0
301260,486161968.0
300250,219989902.0
002582,443235414.0
002536,500711814.0
000819,306325255.0
688590,238723764.0
301278,64000000.0
300723,288482665.0
300640,312452427.0
300127,323146360.0
002823,287104308.0
301087,208487500.0
300227,499780023.0
002802,140232300.0
002013,3862254784.0
001230,111393348.0
000920,472621118.0
000005,1058536842.0
301219,226705525.0
300994,194240000.0
300856,169320000.0
300824,326341682.0
300809,252176000.0
300029,200506500.0
002828,200987600.0
002437,2198122950.0
002434,1312600000.0
688500,74274510.0
600985,2481035925.0
300133,1901073701.0
300080,2161880058.0
002897,170672000.0
002670,1935084653.0
002471,1268000000.0
002110,2451576238.0
605123,121170892.0
002366,2080937640.0
688510,258382608.0
603281,266666667.0
301100,200000000.0
300517,200382344.0
300432,1219223766.0
002099,1618715253.0
300609,122439490.0
300165,495511725.0
000983,4096560000.0
603173,160000000.0
301316,400010000.0
001227,5695697168.0
002224,729596474.0
002206,1167757220.0
688435,83500000.0
301317,157190000.0
300672,182057294.0
003005,148400000.0
688485,150292062.0
603380,161403600.0
601939,9593657606.0
600281,514402025.0
600172,1442184476.0
300584,120000000.0
300398,528652031.0
002251,863903951.0
300585,171111111.0
300483,268535293.0
002547,1128057168.0
001338,501730834.0
000685,1475111351.0
300456,733289072.0
002327,829459027.0
688048,135599956.0
002393,183992992.0
000507,919734895.0
300386,418044000.0
001216,251866700.0
002196,498719930.0
300785,132986531.0
002247,850870049.0
300330,169918545.0
000868,733329168.0
832023,
603906,565078903.0
002041,880000000.0
688506,401000000.0
002573,1434486079.0
000800,4653324902.0
301257,60975000.0
300753,126048000.0
300629,182329226.0
002817,299098170.0
000821,622874778.0
002362,244454646.0
688466,102760000.0
300247,804040313.0
688525,430329136.0
301297,338390000.0
002810,342446040.0
300487,335097673.0
002496,1507589677.0
688496,450000000.0
688475,562500000.0
002566,330951600.0
002275,587568600.0
301301,2222800000.0
002999,347592000.0
688410,144730259.0
301280,65133400.0
000948,394360697.0
000839,3919826352.0
688147,454455359.0
688141,446880000.0
002742,432000000.0
000881,945425815.0
000532,344708340.0
688185,114778999.0
601136,2733333800.0
301149,430000018.0
002530,779198175.0
688498,60000000.0
839792,145540000.0
002598,312000000.0
002137,577504854.0
601058,3063484772.0
600711,3141203280.0
300939,120000000.0
300641,489604421.0
300005,883702186.0
002364,563564960.0
002223,1002476929.0
688172,1199104111.0
605222,418134351.0
600589,704033281.0
301398,80000000.0
301368,120100000.0
301223,193127560.0
600493,272000000.0
300253,2147729602.0
300100,402149793.0
002345,888512707.0
600223,1016568775.0
300194,1189712382.0
002852,359000000.0
000790,628573564.0
000637,519875356.0
001318,282660000.0
688253,136060816.0
688143,94134174.0
603477,506093443.0
600185,1885005795.0
001258,933333334.0
001223,66680000.0
688503,111910734.0
688420,88430000.0
688084,75659066.0
601022,1308633334.0
601001,1673700000.0
301065,70680000.0
001333,128000000.0
003038,147622137.0
002265,318566172.0
301019,120000000.0
300670,316920479.0
300590,457808473.0
000779,380095146.0
000622,425226000.0
830809,
603979,595426191.0
603950,231522000.0
601077,8843663959.0
300539,222122046.0
300282,374306455.0
002927,223209090.0
001256,142612558.0
000058,984821029.0
839273,
688489,76556268.0
603308,683146921.0
002445,2391668331.0
600259,336435910.0
600110,1745752471.0
301106,72586668.0
002989,181682853.0
300895,128000598.0
605300,400010000.0
300206,581721846.0
002685,1007690641.0
688480,94826667.0
301277,133360000.0
600603,1254820847.0
834014,
301199,133340000.0
002781,225000000.0
002631,658642559.0
301377,410000000.0
300437,259063097.0
300239,593602983.0
003042,142480000.0
002253,225626095.0
600654,1283020992.0
600139,661890508.0
301165,568181818.0
000032,1137959234.0
688376,134400000.0
688201,137829078.0
605117,238933800.0
603130,140000000.0
301335,90000000.0
001231,100000000.0
833230,
600586,1428770000.0
301017,405340000.0
300821,1200000000.0
002644,510657000.0
002266,5369795962.0
688362,407660000.0
301088,228000000.0
003043,80000000.0
603050,162210100.0
601231,2203505783.0
002877,332553653.0
688235,115055260.0
603290,170742554.0
300949,60000000.0
300827,237600864.0
002089,1374669616.0
603903,255319480.0
002207,262055378.0
688432,1247621058.0
688606,53904145.0
301388,102447600.0
301359,85840000.0
300317,824283865.0
002983,184184000.0
831855,
301052,72039937.0
600758,1322017394.0
688419,82000000.0
301267,560000000.0
300781,109903846.0
300069,117000000.0
000722,464158282.0
301339,407000000.0
301319,58640000.0
002086,756350000.0
002412,503200000.0
870357,
836720,
836270,
836149,
834021,314999983.0
832566,
688799,93800000.0
688798,166000000.0
688793,61640000.0
688772,1121855747.0
688728,2498887173.0
688707,442934810.0
688701,134277372.0
688699,110064640.0
688669,93333334.0
688656,63058328.0
688622,69997606.0
688599,2167587415.0
688596,257751356.0
688580,68619367.0
688567,1070669685.0
688559,201726500.0
688553,423600000.0
688448,71261100.0
688416,82637279.0
688391,57600000.0
688356,60288000.0
688350,122150000.0
688349,1189484215.0
688348,80000000.0
688339,99891387.0
688333,113107750.0
688330,100000000.0
688320,151013668.0
688311,115048000.0
688298,168000000.0
688239,140000000.0
688211,131608698.0
688210,112000000.0
688202,86916299.0
688197,148719343.0
688186,214240000.0
688179,141306782.0
688169,93687403.0
688159,91679495.0
688155,76328136.0
688123,120905867.0
688097,403901750.0
688093,241072440.0
688092,59158392.0
688087,134627593.0
688071,72844774.0
688069,83203600.0
688059,44008000.0
688046,410000000.0
688019,74701640.0
688008,1133656831.0
688002,446023750.0
605378,133340000.0
605336,184653625.0
605318,129171152.0
605287,100000000.0
605268,442795000.0
605177,113600000.0
605128,80000000.0
605116,401000000.0
605056,400010000.0
605050,435000000.0
603998,440182120.0
603992,401009858.0
603871,500048597.0
603801,311847895.0
603757,166777200.0
603719,401000000.0
603717,290146240.0
603687,419101649.0
603617,365194600.0
603598,267862900.0
603488,291990440.0
603399,518650649.0
603388,285142060.0
603356,133340000.0
603330,332825884.0
603297,110477500.0
603237,100743000.0
603229,401866704.0
603211,271808000.0
603203,248483457.0
603181,588700000.0
603100,395000000.0
603098,538799978.0
603088,438025420.0
603085,397100000.0
603078,254763913.0
603068,151279966.0
603067,509016166.0
603057,412000000.0
603051,92010000.0
603048,146880000.0
603036,206638400.0
603033,791876334.0
603030,580070192.0
603029,121342000.0
603020,383237774.0
603005,653212346.0
603002,903875195.0
601949,1822500000.0
601816,49106484611.0
601778,2894375028.0
601698,4000000000.0
601678,2058036276.0
601669,15146035123.0
601619,2434349233.0
601528,1509354919.0
601258,10227225070.0
601162,8665757464.0
601126,813172000.0
601015,2042497639.0
600995,2565430562.0
600981,2242433192.0
600916,1680000000.0
600900,22741859230.0
600867,1993678653.0
