日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比,股票代码
2023-04-03,21.59,-0.23,-11109225.0,-10.28,-329588.0,-0.3,-10779637.0,-9.97,-3849863.0,-3.56,14959088.0,13.84,300119
2023-04-04,21.76,0.79,-1367192.0,-1.74,357714.0,0.46,-1724906.0,-2.2,608811.0,0.77,758382.0,0.97,300119
2023-04-06,21.81,0.23,-734893.0,-0.67,357814.0,0.33,-1092707.0,-1.0,-3908059.0,-3.58,4642951.0,4.26,300119
2023-04-07,21.85,0.18,-2359862.0,-3.62,-2675666.0,-4.1,315804.0,0.48,-8562594.0,-13.12,10922456.0,16.74,300119
2023-04-10,21.65,-0.92,-2436962.0,-3.84,-1114747.0,-1.76,-1322215.0,-2.08,-8699404.0,-13.7,11136366.0,17.54,300119
2023-04-03,4.23,0.71,2281338.0,7.41,0.0,0.0,2281338.0,7.41,-2840457.0,-9.23,559119.0,1.82,002141
2023-04-04,4.14,-2.13,-1946567.0,-5.19,-158080.0,-0.42,-1788487.0,-4.77,-699547.0,-1.87,2646114.0,7.06,002141
2023-04-06,4.06,-1.93,-16592024.0,-38.0,-2418940.0,-5.54,-14173084.0,-32.46,5485996.0,12.57,11106028.0,25.44,002141
2023-04-07,4.07,0.25,-3000798.0,-13.12,0.0,0.0,-3000798.0,-13.12,-409241.0,-1.79,3410039.0,14.91,002141
2023-04-10,4.05,-0.49,-180056.0,-0.46,-1008431.0,-2.58,828375.0,2.12,2622790.0,6.72,-2442733.0,-6.26,002141
2023-04-03,4.82,-0.21,-4313314.0,-9.39,-3028490.0,-6.59,-1284824.0,-2.8,3221015.0,7.01,1092300.0,2.38,300021
2023-04-04,4.77,-1.04,-1206761.0,-2.39,-306266.0,-0.61,-900495.0,-1.79,1620251.0,3.21,-413490.0,-0.82,300021
2023-04-06,4.69,-1.68,-3885976.0,-7.61,-3533677.0,-6.92,-352299.0,-0.69,2406627.0,4.71,1479349.0,2.9,300021
2023-04-07,4.7,0.21,378646.0,1.14,-2959.0,-0.01,381605.0,1.15,4182053.0,12.56,-4560699.0,-13.7,300021
2023-04-10,4.67,-0.64,277673.0,0.8,-1111324.0,-3.2,1388997.0,4.0,-269430.0,-0.78,-8244.0,-0.02,300021
2023-04-03,11.97,0.76,-17923630.0,-6.61,-10319073.0,-3.81,-7604557.0,-2.81,-9045170.0,-3.34,26968799.0,9.95,600201
2023-04-04,11.99,0.17,-5811590.0,-2.48,-3935757.0,-1.68,-1875833.0,-0.8,4732984.0,2.02,1078606.0,0.46,600201
2023-04-06,11.5,-4.09,-31342721.0,-12.26,-16548935.0,-6.47,-14793786.0,-5.79,19260087.0,7.53,12082634.0,4.73,600201
2023-04-07,11.4,-0.87,-17546630.0,-9.89,-7655012.0,-4.32,-9891618.0,-5.58,-12199795.0,-6.88,29746425.0,16.77,600201
2023-04-10,11.09,-2.72,-18494800.0,-9.28,-4930224.0,-2.47,-13564576.0,-6.81,-19287966.0,-9.68,37782769.0,18.97,600201
2023-04-03,8.25,0.73,1454186.0,9.45,845.0,0.01,1453341.0,9.44,-2090785.0,-13.58,636599.0,4.14,688098
2023-04-04,8.22,-0.36,-1401269.0,-10.2,-120089.0,-0.87,-1281180.0,-9.32,-2476185.0,-18.02,3877453.0,28.22,688098
2023-04-06,8.23,0.12,424676.0,3.4,0.0,0.0,424676.0,3.4,-2254932.0,-18.04,1830256.0,14.64,688098
2023-04-07,8.31,0.97,892450.0,6.83,-28389.0,-0.22,920839.0,7.05,-2153039.0,-16.48,1260588.0,9.65,688098
2023-04-10,8.22,-1.08,-2878418.0,-22.19,-327955.0,-2.53,-2550463.0,-19.66,1087021.0,8.38,1791397.0,13.81,688098
2023-04-03,19.46,0.26,-2031531.0,-6.96,0.0,0.0,-2031531.0,-6.96,1901500.0,6.52,130031.0,0.45,300871
2023-04-04,19.89,2.21,10335354.0,17.72,6259360.0,10.73,4075994.0,6.99,-949111.0,-1.63,-9386244.0,-16.09,300871
2023-04-06,19.59,-1.51,555649.0,1.3,363535.0,0.85,192114.0,0.45,2373776.0,5.55,-2929425.0,-6.86,300871
2023-04-07,19.66,0.36,971396.0,4.06,1078914.0,4.51,-107518.0,-0.45,-2245152.0,-9.39,1273757.0,5.33,300871
2023-04-10,19.17,-2.49,-4888974.0,-11.43,-2312240.0,-5.4,-2576734.0,-6.02,4655774.0,10.88,233200.0,0.55,300871
2023-04-03,11.46,0.35,-2520029.0,-5.13,-825792.0,-1.68,-1694237.0,-3.45,-191146.0,-0.39,2711175.0,5.52,603718
2023-04-04,11.41,-0.44,-2997424.0,-6.47,-716488.0,-1.55,-2280936.0,-4.92,4219802.0,9.1,-1222378.0,-2.64,603718
2023-04-06,11.3,-0.96,4917991.0,10.46,5636897.0,11.99,-718906.0,-1.53,-2170469.0,-4.62,-2747521.0,-5.85,603718
2023-04-07,11.47,1.5,-1358008.0,-3.26,-1095311.0,-2.63,-262697.0,-0.63,-489761.0,-1.18,1847769.0,4.44,603718
2023-04-10,11.2,-2.35,-2666560.0,-4.85,-51742.0,-0.09,-2614818.0,-4.76,7096198.0,12.91,-4429638.0,-8.06,603718
2023-04-03,15.22,2.01,16834181.0,11.04,3341073.0,2.19,13493108.0,8.85,-16266426.0,-10.67,-567755.0,-0.37,600195
2023-04-04,15.1,-0.79,-6177092.0,-5.9,2193520.0,2.09,-8370612.0,-7.99,-6059866.0,-5.78,12236958.0,11.68,600195
2023-04-06,14.93,-1.13,-33586050.0,-18.73,-9017752.0,-5.03,-24568298.0,-13.7,1743623.0,0.97,31842427.0,17.75,600195
2023-04-07,14.9,-0.2,-8618457.0,-10.78,-2834926.0,-3.55,-5783531.0,-7.23,-8709941.0,-10.9,17328399.0,21.68,600195
2023-04-10,14.38,-3.49,-15021417.0,-8.66,-7246801.0,-4.18,-7774616.0,-4.48,2160908.0,1.25,12860508.0,7.41,600195
2023-04-03,8.45,-0.47,-4334157.0,-9.17,-3323829.0,-7.03,-1010328.0,-2.14,6316909.0,13.36,-1982751.0,-4.19,002556
2023-04-04,8.32,-1.54,-14260476.0,-17.34,1938962.0,2.36,-16199438.0,-19.7,578171.0,0.7,13682306.0,16.64,002556
2023-04-06,8.25,-0.84,-5452296.0,-12.4,-8215859.0,-18.69,2763563.0,6.29,3124962.0,7.11,2327334.0,5.29,002556
2023-04-07,8.35,1.21,12622978.0,24.28,13396776.0,25.77,-773798.0,-1.49,-10458765.0,-20.12,-2164213.0,-4.16,002556
2023-04-10,8.31,-0.48,-2661800.0,-8.81,0.0,0.0,-2661800.0,-8.81,-486259.0,-1.61,3148058.0,10.41,002556
2023-04-03,3.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24272.0,13.05,838275
2023-04-04,3.19,-1.24,0.0,0.0,0.0,0.0,0.0,0.0,-96300.0,-28.07,-172960.0,-50.42,838275
2023-04-06,3.18,-0.31,0.0,0.0,0.0,0.0,0.0,0.0,-54125.0,-16.53,-34817.0,-10.63,838275
2023-04-07,3.2,0.63,0.0,0.0,0.0,0.0,0.0,0.0,42504.0,32.71,10675.0,8.22,838275
2023-04-10,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1602390.0,90.04,-32385.0,-1.82,838275
2023-04-03,8.29,0.85,-329076.0,-34.71,0.0,0.0,-329076.0,-34.71,-76521.0,-8.07,83336.0,8.79,839729
2023-04-04,8.2,-1.09,0.0,0.0,0.0,0.0,0.0,0.0,-152916.0,-38.18,28309.0,7.07,839729
2023-04-06,8.05,-1.83,0.0,0.0,0.0,0.0,0.0,0.0,-478922.0,-58.66,-182344.0,-22.33,839729
2023-04-07,8.03,-0.25,-220325.0,-14.69,0.0,0.0,-220325.0,-14.69,-559519.0,-37.31,180882.0,12.06,839729
2023-04-10,8.08,0.62,-205731.0,-34.07,0.0,0.0,-205731.0,-34.07,550.0,0.09,102560.0,16.98,839729
2023-04-03,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16525.0,3.36,53973.0,10.97,830964
2023-04-04,3.23,-0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6374.0,3.13,830964
2023-04-06,3.24,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6501.0,-2.27,830964
2023-04-07,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47012.0,-22.32,89772.0,42.62,830964
2023-04-10,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8287.0,1.77,38271.0,8.18,830964
2023-04-03,5.28,0.0,858795.0,4.0,0.0,0.0,858795.0,4.0,1444321.0,6.73,-2303116.0,-10.73,002688
2023-04-04,5.24,-0.76,-1749893.0,-9.85,0.0,0.0,-1749893.0,-9.85,-708838.0,-3.99,2458731.0,13.84,002688
2023-04-06,5.17,-1.34,-1729140.0,-10.18,-448240.0,-2.64,-1280900.0,-7.54,270785.0,1.59,1458356.0,8.58,002688
2023-04-07,5.19,0.39,-680899.0,-4.09,0.0,0.0,-680899.0,-4.09,-2289395.0,-13.75,2970294.0,17.84,002688
2023-04-10,5.09,-1.93,-2925240.0,-10.99,-1014186.0,-3.81,-1911054.0,-7.18,3179262.0,11.94,-254021.0,-0.95,002688
2023-04-03,31.26,9.99,25883192.0,6.04,56816607.0,13.25,-30933415.0,-7.22,-19014669.0,-4.44,-6868523.0,-1.6,603566
2023-04-04,31.6,1.09,-29791159.0,-8.98,-11222557.0,-3.38,-18568602.0,-5.6,40160431.0,12.11,-10369273.0,-3.13,603566
2023-04-06,30.85,-2.37,-16875802.0,-12.93,-7379888.0,-5.65,-9495914.0,-7.27,5455479.0,4.18,11420324.0,8.75,603566
2023-04-07,30.75,-0.32,3235236.0,2.61,-10171586.0,-8.2,13406822.0,10.81,-489669.0,-0.39,-2745567.0,-2.21,603566
2023-04-10,30.01,-2.41,9900841.0,7.93,-5312673.0,-4.26,15213514.0,12.19,13011333.0,10.43,-22912173.0,-18.36,603566
2023-04-03,40.35,1.08,-5303967.0,-6.0,1597332.0,1.81,-6901299.0,-7.8,8643338.0,9.77,-3339371.0,-3.77,002868
2023-04-04,39.55,-1.98,2687999.0,3.52,-276698.0,-0.36,2964697.0,3.88,2825706.0,3.7,-5513705.0,-7.21,002868
2023-04-06,39.79,0.61,-3529838.0,-6.17,-826412.0,-1.44,-2703426.0,-4.73,2632315.0,4.6,897523.0,1.57,002868
2023-04-07,39.37,-1.06,497732.0,1.12,27860.0,0.06,469872.0,1.05,3152791.0,7.07,-3650523.0,-8.18,002868
2023-04-10,38.11,-3.2,-11245526.0,-15.08,-513941.0,-0.69,-10731585.0,-14.39,1414716.0,1.9,9830811.0,13.19,002868
2023-04-03,27.34,0.48,-767929.0,-1.71,389402.0,0.87,-1157331.0,-2.57,5090277.0,11.32,-4322348.0,-9.61,688526
2023-04-04,26.72,-2.27,-1656046.0,-4.58,-31212.0,-0.09,-1624834.0,-4.5,1497618.0,4.15,158428.0,0.44,688526
2023-04-06,26.36,-1.35,-2116752.0,-6.69,4743149.0,14.99,-6859901.0,-21.67,-16433.0,-0.05,2133185.0,6.74,688526
2023-04-07,25.86,-1.9,2015114.0,2.33,3002090.0,3.48,-986976.0,-1.14,4853713.0,5.62,-6868827.0,-7.96,688526
2023-04-10,25.8,-0.23,548530.0,1.27,3624827.0,8.41,-3076297.0,-7.14,-4121384.0,-9.56,3572854.0,8.29,688526
2023-04-03,40.7,2.8,-4683926.0,-2.37,-1651417.0,-0.84,-3032509.0,-1.53,19056049.0,9.64,-14372122.0,-7.27,300761
2023-04-04,42.46,4.32,-21875605.0,-8.59,-6338897.0,-2.49,-15536708.0,-6.1,49140503.0,19.31,-27264898.0,-10.71,300761
2023-04-06,42.33,-0.31,1107948.0,0.67,-1538615.0,-0.93,2646563.0,1.6,19993991.0,12.05,-21101939.0,-12.72,300761
2023-04-07,41.81,-1.23,6869877.0,6.92,0.0,0.0,6869877.0,6.92,-9756331.0,-9.83,2886454.0,2.91,300761
2023-04-10,41.23,-1.39,-14276122.0,-13.3,-1386599.0,-1.29,-12889523.0,-12.01,-3332921.0,-3.1,17609043.0,16.4,300761
2023-04-03,8.18,3.94,-12469296.0,-2.03,-3219648.0,-0.53,-9249648.0,-1.51,-12709363.0,-2.07,25178658.0,4.11,000735
2023-04-04,8.16,-0.24,-14477870.0,-3.34,-4950430.0,-1.14,-9527440.0,-2.2,-2858712.0,-0.66,17336581.0,3.99,000735
2023-04-06,8.38,2.7,15022628.0,2.66,-2049189.0,-0.36,17071817.0,3.03,-38503678.0,-6.83,23481049.0,4.16,000735
2023-04-07,8.16,-2.63,-67056549.0,-15.5,-44478665.0,-10.28,-22577884.0,-5.22,-11510049.0,-2.66,78566599.0,18.16,000735
2023-04-10,7.99,-2.08,-18851402.0,-6.53,-9466253.0,-3.28,-9385149.0,-3.25,-21300751.0,-7.37,40152152.0,13.9,000735
2023-04-03,3.37,2.12,16077115.0,9.9,3928618.0,2.42,12148497.0,7.48,2789839.0,1.72,-18866954.0,-11.62,002157
2023-04-04,3.5,3.86,17841980.0,3.81,-6798205.0,-1.45,24640185.0,5.26,23742318.0,5.07,-41584297.0,-8.88,002157
2023-04-06,3.4,-2.86,7916052.0,3.46,-2812091.0,-1.23,10728143.0,4.69,-23002152.0,-10.07,15086100.0,6.6,002157
2023-04-07,3.36,-1.18,1199705.0,0.96,2587227.0,2.06,-1387522.0,-1.11,-14818223.0,-11.81,13618520.0,10.85,002157
2023-04-10,3.32,-1.19,4827672.0,3.74,-3535498.0,-2.74,8363170.0,6.48,-14884553.0,-11.54,10056881.0,7.8,002157
2023-04-03,31.25,3.55,-2140365.0,-1.85,2964010.0,2.56,-5104375.0,-4.41,-1850892.0,-1.6,3991257.0,3.45,001201
2023-04-04,32.49,3.97,-3850010.0,-1.9,-1345532.0,-0.66,-2504478.0,-1.24,-1192869.0,-0.59,5042878.0,2.49,001201
2023-04-06,31.85,-1.97,-14642701.0,-15.21,-5577595.0,-5.79,-9065106.0,-9.41,4524848.0,4.7,10117851.0,10.51,001201
2023-04-07,31.37,-1.51,-7863844.0,-13.97,-2196880.0,-3.9,-5666964.0,-10.07,694216.0,1.23,7169629.0,12.74,001201
2023-04-10,30.82,-1.75,17321.0,0.03,0.0,0.0,17321.0,0.03,19347.0,0.04,-36669.0,-0.07,001201
2023-04-03,49.88,1.8,155791504.0,5.88,51126304.0,1.93,104665200.0,3.95,-147087360.0,-5.55,-8704144.0,-0.33,002714
2023-04-04,50.66,1.56,364213824.0,11.62,55564448.0,1.77,308649376.0,9.84,-242175024.0,-7.72,-122038800.0,-3.89,002714
2023-04-06,50.18,-0.95,-31775504.0,-1.65,-59803488.0,-3.1,28027984.0,1.45,-37009648.0,-1.92,68785152.0,3.57,002714
2023-04-07,49.43,-1.49,-111633150.0,-9.77,-76485694.0,-6.69,-35147456.0,-3.07,-22407792.0,-1.96,134040944.0,11.73,002714
2023-04-10,49.38,-0.1,-102864426.0,-10.06,-66321434.0,-6.48,-36542992.0,-3.57,22116784.0,2.16,80747652.0,7.9,002714
2023-04-03,3.66,2.52,1823915.0,14.83,0.0,0.0,1823915.0,14.83,-1591379.0,-12.94,-232536.0,-1.89,002069
2023-04-04,3.59,-1.91,-2505804.0,-17.92,1081190.0,7.73,-3586994.0,-25.65,-983636.0,-7.03,3489441.0,24.96,002069
2023-04-06,3.58,-0.28,-1206451.0,-9.64,-1840787.0,-14.7,634336.0,5.07,-1195158.0,-9.55,2401609.0,19.18,002069
2023-04-07,3.64,1.68,382376.0,4.01,0.0,0.0,382376.0,4.01,-799381.0,-8.39,417005.0,4.38,002069
2023-04-10,3.63,-0.27,-2419324.0,-19.65,-1267703.0,-10.3,-1151621.0,-9.36,1596110.0,12.97,823214.0,6.69,002069
2023-04-03,26.2,1.55,1530433.0,2.97,-109453.0,-0.21,1639886.0,3.18,950807.0,1.85,-2481240.0,-4.82,605296
2023-04-04,26.47,1.03,-10395832.0,-13.1,-5380318.0,-6.78,-5015514.0,-6.32,-3945914.0,-4.97,14341746.0,18.07,605296
2023-04-06,26.44,-0.11,-5163481.0,-13.32,-1905317.0,-4.92,-3258164.0,-8.41,569575.0,1.47,4593905.0,11.85,605296
2023-04-07,26.34,-0.38,-3233502.0,-11.43,-521568.0,-1.84,-2711934.0,-9.59,-5985893.0,-21.16,9219396.0,32.6,605296
2023-04-10,26.19,-0.57,-3438466.0,-15.38,-2272122.0,-10.16,-1166344.0,-5.22,-549100.0,-2.46,3987567.0,17.84,605296
2023-04-03,19.52,1.67,1025421.0,0.44,-2126265.0,-0.9,3151686.0,1.34,-11732079.0,-4.99,10706657.0,4.56,300967
2023-04-04,19.47,-0.26,1080102.0,0.5,12582771.0,5.85,-11502669.0,-5.35,-1019604.0,-0.47,-60497.0,-0.03,300967
2023-04-06,19.81,1.75,-13757138.0,-4.88,-1953888.0,-0.69,-11803250.0,-4.18,-2868696.0,-1.02,16625834.0,5.89,300967
2023-04-07,18.25,-7.87,-23781975.0,-10.94,-4850706.0,-2.23,-18931269.0,-8.71,15489006.0,7.13,8292970.0,3.82,300967
