日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比,股票代码
2023-05-04,23.69,1.67,12629437.0,8.17,4740581.0,3.07,7888856.0,5.1,-9246847.0,-5.98,-3382590.0,-2.19,300970
2023-05-04,6.48,-3.71,-12500314.0,-3.21,-25655816.0,-6.58,13155502.0,3.38,10401580.0,2.67,2098736.0,0.54,600583
2023-05-04,3.43,-0.58,-600374.0,-1.69,0.0,0.0,-600374.0,-1.69,1054458.0,2.97,-454084.0,-1.28,300157
2023-05-04,18.92,-2.12,-186864558.0,-12.44,-25177422.0,-1.68,-161687136.0,-10.76,155445152.0,10.35,31419408.0,2.09,600938
2023-05-04,4.44,0.91,-6083913.0,-6.17,-2518383.0,-2.55,-3565530.0,-3.62,-5902257.0,-5.99,11986170.0,12.16,300164
2023-05-04,12.04,-0.58,-5039170.0,-22.23,0.0,0.0,-5039170.0,-22.23,1536361.0,6.78,3502810.0,15.45,300483
2023-05-04,9.27,-0.22,-24496715.0,-3.22,2761830.0,0.36,-27258545.0,-3.59,33333968.0,4.39,-8837253.0,-1.16,600256
2023-05-04,17.72,-1.5,-2662211.0,-5.39,-970555.0,-1.97,-1691656.0,-3.43,4853892.0,9.83,-2191681.0,-4.44,300191
2023-05-04,3.59,-2.71,-31806934.0,-9.96,-60196170.0,-18.86,28389236.0,8.89,6363119.0,1.99,25443815.0,7.97,600968
2023-05-04,2.51,0.4,-5288337.0,-11.15,2646423.0,5.58,-7934760.0,-16.73,369560.0,0.78,4918778.0,10.37,600759
2023-05-04,22.04,-6.96,-16312079.0,-5.0,-16315172.0,-5.0,3093.0,0.0,28512167.0,8.74,-12200088.0,-3.74,603393
2023-05-04,11.43,-1.04,-3097408.0,-11.07,-1950824.0,-6.97,-1146584.0,-4.1,-124538.0,-0.45,3221946.0,11.51,603727
2023-05-04,8.05,0.0,-1855766.0,-4.12,2788337.0,6.2,-4644103.0,-10.32,1009544.0,2.24,846223.0,1.88,000968
2023-05-04,4.84,3.2,14334192.0,1.72,21951398.0,2.64,-7617206.0,-0.92,-10960016.0,-1.32,-3374175.0,-0.41,600339
2023-05-04,3.89,0.26,-2015198.0,-6.41,0.0,0.0,-2015198.0,-6.41,-372549.0,-1.19,2387747.0,7.6,002629
2023-05-04,6.59,1.38,305621.0,1.32,0.0,0.0,305621.0,1.32,-1760995.0,-7.63,1455374.0,6.31,002207
2023-05-04,2.75,-1.08,-18708417.0,-3.14,-71045280.0,-11.93,52336863.0,8.79,19767694.0,3.32,-1059278.0,-0.18,600777
2023-05-04,8.31,0.48,-2125368.0,-5.3,-1499850.0,-3.74,-625518.0,-1.56,-860331.0,-2.14,2985700.0,7.44,002828
2023-05-04,17.62,-2.27,-34903095.0,-17.54,-14357455.0,-7.21,-20545640.0,-10.32,9219324.0,4.63,25683772.0,12.91,603619
2023-05-04,15.89,-1.55,831054.0,0.58,658125.0,0.46,172929.0,0.12,-20539898.0,-14.35,19708845.0,13.76,601808
2023-05-04,2.29,1.78,2891227.0,1.37,-2458089.0,-1.17,5349316.0,2.54,-2728619.0,-1.3,-162609.0,-0.08,600871
2023-05-04,17.03,-1.22,-11332055.0,-13.61,-3304658.0,-3.97,-8027397.0,-9.64,-1849809.0,-2.22,13181864.0,15.83,001366
2023-05-04,2.41,2.99,907457.0,0.5,6093953.0,3.38,-5186496.0,-2.87,-2230110.0,-1.24,1322652.0,0.73,600811
2023-05-04,3.54,0.57,-1416892.0,-5.35,-600160.0,-2.27,-816732.0,-3.09,-2894442.0,-10.94,4311334.0,16.29,300175
2023-05-04,7.73,1.18,-2534744.0,-8.04,-589084.0,-1.87,-1945660.0,-6.17,1300956.0,4.13,1233788.0,3.91,000505
2023-05-04,8.65,1.17,397399.0,1.49,0.0,0.0,397399.0,1.49,175479.0,0.66,-572878.0,-2.15,002286
2023-05-04,3.6,0.0,-123851.0,-0.44,0.0,0.0,-123851.0,-0.44,-802478.0,-2.85,926329.0,3.29,000972
2023-05-04,9.45,1.18,-6509969.0,-3.01,-2313434.0,-1.07,-4196535.0,-1.94,12419581.0,5.74,-5909612.0,-2.73,600251
2023-05-04,18.12,0.0,-530602.0,-6.9,-10854.0,-0.14,-519748.0,-6.76,-549566.0,-7.15,1080168.0,14.05,603151
2023-05-04,6.12,1.16,0.0,0.0,0.0,0.0,0.0,0.0,146071.0,10.75,-37038.0,-2.73,832419
2023-05-04,3.01,1.01,1257110.0,37.65,0.0,0.0,1257110.0,37.65,-53226.0,-1.59,282418.0,8.46,832023
2023-05-04,7.52,1.08,252444.0,0.52,-467637.0,-0.97,720081.0,1.49,-2536130.0,-5.26,2283686.0,4.73,600127
2023-05-04,53.67,-2.22,-22549527.0,-6.69,3508271.0,1.04,-26057798.0,-7.73,44252214.0,13.12,-21702687.0,-6.44,002311
2023-05-04,13.9,0.87,-1046371.0,-3.23,881801.0,2.72,-1928172.0,-5.96,-365302.0,-1.13,1411674.0,4.36,300673
2023-05-04,8.73,0.34,-27281820.0,-5.02,-35459748.0,-6.53,8177928.0,1.5,7071217.0,1.3,20210604.0,3.72,600737
2023-05-04,6.04,3.42,-808068.0,-1.24,2697148.0,4.14,-3505216.0,-5.38,-8394469.0,-12.89,9202538.0,14.13,600191
2023-05-04,9.0,1.58,-1463585.0,-9.16,0.0,0.0,-1463585.0,-9.16,-1966929.0,-12.3,3430514.0,21.46,001313
2023-05-04,12.0,0.17,-5280986.0,-8.07,-1203190.0,-1.84,-4077796.0,-6.23,-1340180.0,-2.05,6621166.0,10.12,002661
2023-05-04,5.07,0.2,4953872.0,8.42,-1797395.0,-3.06,6751267.0,11.48,-8354151.0,-14.2,3400280.0,5.78,002548
2023-05-04,18.6,0.81,5447152.0,7.52,-553752.0,-0.76,6000904.0,8.29,-819164.0,-1.13,-4627987.0,-6.39,300138
2023-05-04,12.82,-1.46,27895092.0,7.6,-8804598.0,-2.4,36699690.0,10.0,-34453630.0,-9.39,6558538.0,1.79,000876
2023-05-04,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1279407.0,-44.23,518481.0,17.92,839371
2023-05-04,5.3,0.76,-5327448.0,-14.77,-1543583.0,-4.28,-3783865.0,-10.49,3536890.0,9.81,1790558.0,4.97,002481
2023-05-04,15.91,0.76,-8253.0,-0.05,0.0,0.0,-8253.0,-0.05,-372321.0,-2.06,380574.0,2.1,603182
2023-05-04,6.31,0.96,-4191202.0,-20.16,-1495558.0,-7.19,-2695644.0,-12.97,1368823.0,6.58,2822379.0,13.57,002696
2023-05-04,21.58,-0.42,-2648230.0,-5.86,-1753268.0,-3.88,-894962.0,-1.98,1329295.0,2.94,1318935.0,2.92,002891
2023-05-04,6.47,1.89,2274392.0,5.6,-131986.0,-0.33,2406378.0,5.93,1892586.0,4.66,-4166979.0,-10.27,603336
2023-05-04,8.02,1.65,2987639.0,2.96,5382207.0,5.34,-2394568.0,-2.38,-1285323.0,-1.28,-1702316.0,-1.69,000930
2023-05-04,10.33,1.47,-3930752.0,-3.46,-1193785.0,-1.05,-2736967.0,-2.41,-1477659.0,-1.3,5408411.0,4.76,603609
2023-05-04,15.97,-1.6,-29554862.0,-17.68,-18437602.0,-11.03,-11117260.0,-6.65,6346033.0,3.8,23208829.0,13.89,603668
2023-05-04,15.02,1.08,-15210996.0,-9.76,-10471867.0,-6.72,-4739129.0,-3.04,8721069.0,5.59,6489928.0,4.16,002852
2023-05-04,10.48,-2.69,-7880527.0,-5.69,460756.0,0.33,-8341283.0,-6.03,-2773756.0,-2.0,10654283.0,7.7,000911
2023-05-04,7.7,1.45,-2183912.0,-6.18,0.0,0.0,-2183912.0,-6.18,-1264080.0,-3.58,3447993.0,9.75,000019
2023-05-04,20.2,-1.27,-2476470.0,-7.59,-497990.0,-1.53,-1978480.0,-6.06,-1058767.0,-3.24,3535238.0,10.83,300268
2023-05-04,43.46,0.05,-34184678.0,-6.03,-7795106.0,-1.37,-26389572.0,-4.65,9379013.0,1.65,24805664.0,4.37,300999
2023-05-04,7.13,0.85,19013233.0,4.29,6371293.0,1.44,12641940.0,2.85,-16570813.0,-3.74,-2442419.0,-0.55,002385
2023-05-04,16.82,-0.47,-11541841.0,-9.3,610611.0,0.49,-12152452.0,-9.79,120622.0,0.1,11421220.0,9.2,001338
2023-05-04,5.23,2.75,-1436249.0,-3.65,23301.0,0.06,-1459550.0,-3.71,-8458.0,-0.02,1444707.0,3.67,000702
2023-05-04,21.9,-2.67,-242149.0,-0.09,-7242127.0,-2.61,6999978.0,2.52,18143540.0,6.53,-17901389.0,-6.45,000048
2023-05-04,8.83,2.32,10592320.0,3.76,-17345431.0,-6.15,27937751.0,9.91,11908460.0,4.22,-22500780.0,-7.98,002100
2023-05-04,7.08,-2.88,-39428866.0,-9.83,-25768108.0,-6.42,-13660758.0,-3.4,21252537.0,5.3,18176329.0,4.53,002567
2023-05-04,24.91,0.61,-1277735.0,-6.9,0.0,0.0,-1277735.0,-6.9,-2451638.0,-13.24,3729373.0,20.15,003030
2023-05-04,9.83,-0.51,-7632509.0,-7.78,1933142.0,1.97,-9565651.0,-9.75,3752211.0,3.83,3880298.0,3.96,603363
2023-05-04,30.42,-0.91,-1393656.0,-5.48,-15406.0,-0.06,-1378250.0,-5.42,-490608.0,-1.93,1884265.0,7.41,603938
2023-05-04,40.2,-0.45,44975347.0,12.91,17900135.0,5.14,27075212.0,7.77,3244822.0,0.93,-48220168.0,-13.84,000818
2023-05-04,32.37,1.22,-3430010.0,-7.18,836128.0,1.75,-4266138.0,-8.94,-4073354.0,-8.53,7503364.0,15.72,003017
2023-05-04,9.43,-1.26,-1678071.0,-6.31,-643866.0,-2.42,-1034205.0,-3.89,-200948.0,-0.76,1879019.0,7.07,600618
2023-05-04,15.7,0.64,-788749.0,-5.52,-1935985.0,-13.54,1147236.0,8.02,1105657.0,7.73,-316908.0,-2.22,300927
2023-05-04,12.02,1.43,216330.0,1.56,0.0,0.0,216330.0,1.56,-220894.0,-1.6,4564.0,0.03,001217
2023-05-04,8.96,0.22,-773658.0,-2.06,46053.0,0.12,-819711.0,-2.18,-1112752.0,-2.96,1886410.0,5.02,301256
2023-05-04,5.72,-1.04,344519.0,0.24,7033031.0,4.9,-6688512.0,-4.66,7114913.0,4.95,-7459432.0,-5.19,600409
2023-05-04,8.31,0.97,-4423840.0,-7.66,-2703405.0,-4.68,-1720435.0,-2.98,6721245.0,11.63,-2297405.0,-3.98,000990
2023-05-04,8.54,1.55,7388002.0,9.06,-1222126.0,-1.5,8610128.0,10.55,-4295628.0,-5.27,-3092375.0,-3.79,603227
2023-05-04,12.32,-1.52,-4807040.0,-9.02,-139993.0,-0.26,-4667047.0,-8.76,-3856561.0,-7.24,8663601.0,16.26,600367
2023-05-04,27.12,0.0,-1894343.0,-7.19,0.0,0.0,-1894343.0,-7.19,-1244331.0,-4.73,3138674.0,11.92,301118
2023-05-04,9.99,2.25,1311439.0,6.05,0.0,0.0,1311439.0,6.05,-198404.0,-0.92,-1113035.0,-5.13,300891
2023-05-04,8.17,1.36,1193806.0,3.68,1573340.0,4.85,-379534.0,-1.17,-116161.0,-0.36,-1077645.0,-3.32,300082
2023-05-04,11.74,-1.18,-2847051.0,-4.65,-1297931.0,-2.12,-1549120.0,-2.53,-255484.0,-0.42,3102535.0,5.06,603067
2023-05-04,6.65,5.39,34848899.0,21.44,29619281.0,18.22,5229618.0,3.22,-12119583.0,-7.45,-22729317.0,-13.98,002145
2023-05-04,24.41,-0.37,686794.0,2.26,1215033.0,4.0,-528239.0,-1.74,-1285535.0,-4.23,598742.0,1.97,301069
2023-05-04,3.21,1.58,-537877.0,-2.63,-614178.0,-3.01,76301.0,0.37,-458839.0,-2.25,996716.0,4.88,600423
2023-05-04,6.86,-0.72,-3990058.0,-7.1,-3813952.0,-6.78,-176106.0,-0.31,4944222.0,8.79,-954165.0,-1.7,002386
2023-05-04,4.38,0.92,2382029.0,2.19,-3823462.0,-3.52,6205491.0,5.71,-5583841.0,-5.14,3201812.0,2.94,601216
2023-05-04,4.05,0.5,-759686.0,-3.57,0.0,0.0,-759686.0,-3.57,2042165.0,9.6,-1282478.0,-6.03,600935
2023-05-04,13.23,-0.53,-420197.0,-3.51,180245.0,1.5,-600442.0,-5.01,-118169.0,-0.99,538366.0,4.49,603213
2023-05-04,3.24,0.93,420929.0,1.98,466560.0,2.2,-45631.0,-0.21,-1554956.0,-7.32,1134027.0,5.34,000545
2023-05-04,4.88,1.88,1974694.0,10.8,648996.0,3.55,1325698.0,7.25,-627662.0,-3.43,-1347032.0,-7.37,600722
2023-05-04,2.9,1.4,-1278602.0,-8.87,66987.0,0.46,-1345589.0,-9.33,-431970.0,-3.0,1710570.0,11.86,600844
2023-05-04,7.26,-1.22,-26451858.0,-13.35,-16976016.0,-8.57,-9475842.0,-4.78,7374790.0,3.72,19077069.0,9.63,000683
2023-05-04,11.56,0.09,-3095114.0,-9.56,-2267198.0,-7.0,-827916.0,-2.56,520469.0,1.61,2574645.0,7.95,002136
2023-05-04,6.14,0.49,-3825501.0,-9.87,-2680168.0,-6.92,-1145333.0,-2.96,-1485638.0,-3.83,5311140.0,13.71,000510
2023-05-04,6.42,0.31,-839923.0,-1.18,-2026281.0,-2.86,1186358.0,1.67,4181671.0,5.89,-3341748.0,-4.71,600623
2023-05-04,5.3,1.53,-345115.0,-2.06,224855.0,1.35,-569970.0,-3.41,-4367182.0,-26.12,4712298.0,28.19,600319
2023-05-04,4.3,1.18,-2934059.0,-6.92,96857.0,0.23,-3030916.0,-7.15,-279771.0,-0.66,3213830.0,7.58,000691
