日期,板块名称,涨的数量,跌的数量,涨幅比,涨跌幅,总市值,总市值亿元,跌停,跌<-5%,-5<-3%,-1<3%,平盘,1<3%,3-5%,5%-涨停,涨停
2023-03-01,IT服务,120,7,94.48818897637796,4.119685039370079,1235165327823.08,12351.65,0,0,0,6,1,41,45,29,4
2023-03-01,LED,30,7,81.08108108108108,1.1228205128205129,294100079816.25,2941.00,0,0,0,5,5,27,1,1,0
2023-03-01,专业工程,31,3,91.17647058823529,1.3435294117647059,372546386031.71,3725.46,0,0,0,3,1,28,1,1,0
2023-03-01,专业服务,20,6,76.92307692307693,0.5855555555555555,184835370660.04,1848.35,0,0,0,6,4,14,3,0,0
2023-03-01,专业连锁,6,1,85.71428571428571,0.7924999999999999,64187363801.88,641.87,0,1,0,0,1,5,0,1,0
2023-03-01,个护用品,4,8,33.33333333333333,-0.18076923076923074,68664880403.26,686.65,0,0,0,8,1,4,0,0,0
2023-03-01,中药,38,27,58.46153846153847,0.25652777777777774,1086375745684.85,10863.76,0,0,1,26,8,35,1,1,0
2023-03-01,乘用车,8,1,88.88888888888889,1.413333333333333,922531740306.46,9225.32,0,0,0,1,0,7,1,0,0
2023-03-01,乳品,9,9,50.0,0.03833333333333332,309687843163.82,3096.88,0,0,1,7,2,8,0,0,0
2023-03-01,互联网电商,14,2,87.5,1.1666666666666667,136754971003.01001,1367.55,0,0,0,2,2,14,0,0,0
2023-03-01,产业地产,8,0,100.0,0.647,87165138819.69,871.65,0,0,0,0,2,8,0,0,0
2023-03-01,人工景点,2,2,50.0,-0.10199999999999998,55478087046.05,554.78,0,0,0,2,1,2,0,0,0
2023-03-01,仪器仪表,38,11,77.55102040816327,0.8471428571428571,224498706057.31,2244.99,0,0,0,11,1,34,3,0,0
2023-03-01,休闲食品,12,7,63.1578947368421,0.5109523809523809,231651778302.92,2316.52,0,0,0,7,2,11,0,1,0
2023-03-01,住宅开发,62,11,84.93150684931507,0.5998837209302326,1036068228387.0499,10360.68,0,0,0,11,14,58,2,1,0
2023-03-01,体外诊断,17,20,45.94594594594595,-0.37157894736842106,341496927688.02997,3414.97,0,1,4,13,6,12,1,1,0
2023-03-01,体育,2,1,66.66666666666666,0.66,12804529810.22,128.05,0,0,0,1,0,2,0,0,0
2023-03-01,保险,6,0,100.0,2.706666666666667,1782138192109.88,17821.38,0,0,0,0,0,2,4,0,0
2023-03-01,光伏设备,14,41,25.454545454545453,-1.5826315789473684,2441222474894.57,24412.22,0,4,8,28,4,13,0,0,0
2023-03-01,光学元件,14,3,82.35294117647058,1.9576470588235295,118037883639.07,1180.38,0,0,1,2,0,9,4,1,0
2023-03-01,公交,6,1,85.71428571428571,0.9071428571428571,24776255252.82,247.76,0,0,0,1,0,6,0,0,0
2023-03-01,其他专用设备,50,23,68.4931506849315,0.5369333333333333,444460363910.66,4444.60,0,0,2,21,3,46,2,0,1
2023-03-01,其他交运设备,8,6,57.14285714285714,0.47285714285714286,126634056287.81,1266.34,0,0,1,5,0,7,0,1,0
2023-03-01,其他传媒,20,4,83.33333333333334,1.7031999999999998,148619582870.13,1486.20,0,0,1,3,1,13,5,2,0
2023-03-01,其他农产品加工,7,4,63.63636363636363,0.5675,80340713842.03,803.41,0,0,0,3,2,6,1,0,0
2023-03-01,其他化学制品,45,21,68.18181818181817,0.3238235294117647,477783910553.56,4777.84,0,1,0,20,5,40,1,1,0
2023-03-01,其他化学原料,18,3,85.71428571428571,0.3645454545454545,264474836300.55,2644.75,0,0,0,3,1,18,0,0,0
2023-03-01,其他医疗服务,9,15,37.5,0.029200000000000007,542402059039.69,5424.02,0,0,1,13,2,8,0,0,1
2023-03-01,其他塑料制品,14,5,73.68421052631578,0.6221052631578947,71414830981.65,714.15,0,0,0,5,0,14,0,0,0
2023-03-01,其他家用轻工,16,14,53.333333333333336,0.32699999999999996,211894412164.44998,2118.94,0,0,0,12,4,13,1,0,0
2023-03-01,其他小金属,13,8,61.904761904761905,0.4390909090909091,293196954115.4,2931.97,0,0,0,7,3,12,0,0,0
2023-03-01,其他建材,21,2,91.30434782608695,1.4430434782608694,301758937999.27,3017.59,0,0,0,2,0,18,3,0,0
2023-03-01,其他橡胶制品,6,5,54.54545454545454,0.44636363636363635,79771458302.75,797.71,0,0,0,5,0,6,0,0,0
2023-03-01,其他生物制品,5,27,15.625,-0.5453125,435975333034.31,4359.75,0,0,1,24,2,4,1,0,0
2023-03-01,其他电子,28,6,82.35294117647058,1.3319999999999999,203156712298.64,2031.57,0,0,0,5,3,22,4,1,0
2023-03-01,其他电源设备,9,13,40.909090909090914,-0.21291666666666664,332711721850.39996,3327.12,0,0,1,11,4,8,0,0,0
2023-03-01,其他白色家电,22,5,81.48148148148148,0.6388888888888888,265855272552.4,2658.55,0,0,1,4,0,21,1,0,0
2023-03-01,其他种植业,7,2,77.77777777777779,0.9655555555555555,47533929403.03,475.34,0,0,0,1,1,6,1,0,0
2023-03-01,其他纤维,6,0,100.0,0.7157142857142856,75583430265.95999,755.83,0,0,0,0,1,6,0,0,0
2023-03-01,其他纺织,5,12,29.411764705882355,-0.7052631578947368,164758593200.31,1647.59,0,0,2,10,2,5,0,0,0
2023-03-01,其他自动化设备,16,6,72.72727272727273,1.15,161920826520.23,1619.21,0,0,0,6,1,13,1,2,0
2023-03-01,其他通信设备,13,0,100.0,4.42,43724166114.57,437.24,0,0,0,0,1,8,1,1,2
2023-03-01,其他通用设备,41,10,80.3921568627451,0.8913725490196078,241265990288.9,2412.66,0,0,0,9,2,37,2,1,0
2023-03-01,其他酒类,4,3,57.14285714285714,0.0022222222222222244,98467065166.66,984.67,0,0,0,3,2,4,0,0,0
2023-03-01,其他金属新材料,8,5,61.53846153846154,0.3107692307692308,80305667109.58,803.06,0,0,0,5,0,6,2,0,0
2023-03-01,其他食品,6,10,37.5,0.023888888888888897,174822899152.19,1748.23,0,0,0,10,3,4,1,0,0
2023-03-01,其他黑色家电,7,0,100.0,2.7985714285714285,54394836047.52,543.95,0,0,0,0,0,5,1,1,0
2023-03-01,军工电子,40,13,75.47169811320755,1.4769642857142855,790141621485.64,7901.42,0,0,0,13,5,33,4,0,0
2023-03-01,农业综合,1,1,50.0,0.17,12767539391.44,127.68,0,0,0,1,1,1,0,0,0
2023-03-01,农商行,7,1,87.5,0.521,188135655428.21,1881.36,0,0,0,1,2,7,0,0,0
2023-03-01,农用机械,6,2,75.0,0.4025,43015400636.38,430.15,0,0,0,2,0,6,0,0,0
2023-03-01,农药,15,14,51.724137931034484,-0.010333333333333332,244764023145.01,2447.64,0,0,0,14,1,15,0,0,0
2023-03-01,冰洗,3,2,60.0,0.28,183591317263.78003,1835.91,0,0,0,2,0,3,0,0,0
2023-03-01,冶钢原料,6,1,85.71428571428571,0.9025000000000001,129466326183.85,1294.66,0,0,0,1,1,5,1,0,0
2023-03-01,出版,27,0,100.0,2.6481481481481484,203954119221.97,2039.54,0,0,0,0,0,18,7,2,0
2023-03-01,分立器件,13,3,81.25,0.7225,332479093714.52,3324.79,0,0,0,3,0,13,0,0,0
2023-03-01,制冷空调设备,9,4,69.23076923076923,0.29461538461538467,106141571894.62999,1061.42,0,0,0,4,0,9,0,0,0
2023-03-01,动物保健,4,7,36.36363636363637,-0.7007692307692307,96568344110.61,965.68,0,0,2,5,2,4,0,0,0
2023-03-01,包装,31,10,75.60975609756098,0.5841463414634146,215396650887.14,2153.97,0,0,0,9,1,30,1,0,0
2023-03-01,化妆品,6,6,50.0,-0.08833333333333336,179546111730.65002,1795.46,0,0,0,6,0,6,0,0,0
2023-03-01,化学制剂,40,61,39.603960396039604,-0.34990476190476194,1358433591672.08,13584.34,0,2,4,54,5,36,3,1,0
2023-03-01,化学制药,0,3,0.0,-0.3066666666666667,18562484858.18,185.62,0,0,0,3,0,0,0,0,0
2023-03-01,医疗研发外包,8,17,32.0,-0.2444,560955267359.95,5609.55,0,0,0,16,1,8,0,0,0
2023-03-01,医疗美容,1,2,33.33333333333333,-0.24666666666666662,194019250904.12,1940.19,0,0,0,2,0,1,0,0,0
2023-03-01,医疗耗材,18,24,42.857142857142854,-0.1622727272727273,451371015551.9,4513.71,0,0,0,23,5,14,2,0,0
2023-03-01,医疗设备,13,24,35.13513513513514,-0.5889473684210527,902116019583.05,9021.16,0,0,5,18,4,9,1,0,1
2023-03-01,医药商业,13,15,46.42857142857143,1.53875,381128992544.11,3811.29,0,0,1,13,5,11,1,0,0
2023-03-01,半导体材料,12,1,92.3076923076923,1.0861538461538462,226439768223.72,2264.40,0,0,0,1,0,11,1,0,0
2023-03-01,半导体设备,12,3,80.0,0.746,412741344581.19,4127.41,0,0,0,3,0,12,0,0,0
2023-03-01,印制电路板,32,6,84.21052631578947,1.391025641025641,447143847013.36,4471.44,0,0,0,6,1,27,3,2,0
2023-03-01,印刷,3,2,60.0,0.18399999999999989,23774128556.48,237.74,0,0,1,1,0,2,1,0,0
2023-03-01,印刷包装机械,8,1,88.88888888888889,0.8281818181818181,35153852144.97,351.54,0,0,0,1,2,8,0,0,0
2023-03-01,印染,1,3,25.0,-1.08,16720964302.179998,167.21,0,1,0,2,0,0,1,0,0
2023-03-01,原料药,17,23,42.5,-0.4304878048780487,396274902271.64,3962.75,0,1,1,21,1,17,0,0,0
2023-03-01,合成树脂,9,1,90.0,1.279,78684208110.97,786.84,0,0,0,1,0,8,1,0,0
2023-03-01,品牌消费电子,7,1,87.5,2.1087499999999997,174065881286.19,1740.66,0,0,0,1,0,6,0,1,0
2023-03-01,商业地产,7,1,87.5,0.8162499999999999,271897796414.03,2718.98,0,0,0,1,0,7,0,0,0
2023-03-01,商业物业经营,11,7,61.111111111111114,0.15388888888888888,174422841166.53,1744.23,0,0,0,7,0,11,0,0,0
2023-03-01,商用载客车,4,1,80.0,0.0050000000000000044,45633297238.88,456.33,0,0,0,1,2,3,0,0,0
2023-03-01,商用载货车,5,3,62.5,0.7744444444444444,166110501222.2,1661.11,0,0,0,2,2,4,0,1,0
2023-03-01,啤酒,3,4,42.857142857142854,-0.46,209679369598.49,2096.79,0,0,1,1,2,3,0,0,0
2023-03-01,固废治理,21,10,67.74193548387096,0.29193548387096774,235396999812.04,2353.97,0,0,1,7,2,20,0,1,0
2023-03-01,国有大型银行,3,0,100.0,0.37833333333333335,3357723404223.94,33577.23,0,0,0,0,3,3,0,0,0
2023-03-01,地面兵装,4,6,40.0,-0.146,108135703790.31,1081.36,0,0,0,6,0,4,0,0,0
2023-03-01,城商行,15,1,93.75,0.7011764705882353,903497640988.6799,9034.98,0,0,0,1,1,15,0,0,0
2023-03-01,基础建设,24,2,92.3076923076923,1.375,624301881727.54,6243.02,0,0,0,2,0,21,2,1,0
2023-03-01,复合肥,6,2,75.0,0.13625,61440268589.19,614.40,0,0,0,2,0,6,0,0,0
2023-03-01,多元金融,23,7,76.66666666666667,0.2390909090909091,536504290560.73,5365.04,0,1,0,6,4,21,0,1,0
2023-03-01,大气治理,5,2,71.42857142857143,0.32999999999999996,35509889511.12,355.10,0,0,0,2,0,5,0,0,0
2023-03-01,家具,19,9,67.85714285714286,0.9716666666666668,295801940467.63,2958.02,0,0,0,9,3,14,4,0,0
2023-03-01,家纺,0,7,0.0,-0.6071428571428571,29554252635.01,295.54,0,0,0,7,0,0,0,0,0
2023-03-01,小家电,4,2,66.66666666666666,0.5683333333333332,22305730100.52,223.06,0,0,0,2,0,4,0,0,0
2023-03-01,小家电Ⅲ,19,7,73.07692307692307,1.0051851851851852,351267661041.48,3512.68,0,0,0,7,1,16,1,2,0
2023-03-01,工控设备,16,10,61.53846153846154,0.4796296296296297,404335907088.23004,4043.36,0,0,1,7,4,14,0,1,0
2023-03-01,工程咨询服务,34,6,85.0,1.5746341463414635,136762207521.61,1367.62,0,0,0,6,2,27,3,3,0
2023-03-01,工程机械,15,11,57.692307692307686,1.2917857142857143,525083770959.27997,5250.84,0,0,0,11,2,9,4,2,0
2023-03-01,广告营销,29,3,90.625,3.228125,272651485343.45,2726.51,0,0,0,3,0,10,15,3,1
2023-03-01,建筑装饰,1,0,100.0,0.71,1456636742.6599998,14.57,0,0,0,0,0,1,0,0,0
2023-03-01,彩电,3,1,75.0,0.65,64776206899.71,647.76,0,0,0,1,0,3,0,0,0
2023-03-01,影视院线,21,1,95.45454545454545,1.8052173913043477,189029038833.21,1890.29,0,0,0,1,1,18,1,2,0
2023-03-01,房地产服务,6,0,100.0,0.635,49037613187.08,490.38,0,0,0,0,2,6,0,0,0
2023-03-01,房屋建设,7,0,100.0,0.8975,332243030411.74,3322.43,0,0,0,0,1,7,0,0,0
2023-03-01,改性塑料,14,3,82.35294117647058,0.6172222222222222,90473062272.04,904.73,0,0,0,3,1,14,0,0,0
2023-03-01,教育,3,0,100.0,2.143333333333333,18676314268.600002,186.76,0,0,0,0,0,2,1,0,0
2023-03-01,数字媒体,14,1,93.33333333333333,3.194,165892301713.03998,1658.92,0,0,0,1,0,5,7,2,0
2023-03-01,文娱用品,13,6,68.42105263157895,1.0005263157894737,127082232265.05,1270.82,0,0,1,4,1,10,2,1,0
2023-03-01,新能源发电,20,6,76.92307692307693,0.7284615384615385,694671486778.98,6946.71,0,0,0,6,0,18,2,0,0
2023-03-01,旅游综合,1,3,25.0,-0.235,32055028443.050003,320.55,0,0,0,3,0,1,0,0,0
2023-03-01,旅游零售,0,1,0.0,-0.37,384344810836.39996,3843.45,0,0,0,1,0,0,0,0,0
2023-03-01,无机盐,5,2,71.42857142857143,0.2244444444444445,69979056266.22,699.79,0,0,0,2,2,5,0,0,0
2023-03-01,普钢,18,1,94.73684210526315,0.5704166666666667,562026683255.7899,5620.27,0,0,0,1,5,18,0,0,0
2023-03-01,有机硅,6,6,50.0,0.1325,201895278006.09,2018.95,0,0,0,5,2,5,0,0,0
2023-03-01,有线电视网络,11,0,100.0,3.2750000000000004,129667308789.69,1296.67,0,0,0,0,1,7,1,3,0
2023-03-01,服装,12,22,35.294117647058826,0.31307692307692303,258445209859.3,2584.45,0,0,0,21,6,8,1,2,1
2023-03-01,机器人,17,3,85.0,1.5465,159373549872.19998,1593.74,0,0,0,3,1,13,2,1,0
2023-03-01,机场,3,0,100.0,0.304,250249229569.09998,2502.49,0,0,0,0,2,3,0,0,0
2023-03-01,机床工具,15,4,78.94736842105263,0.8226315789473684,130884823768.72,1308.85,0,0,1,2,1,14,0,1,0
2023-03-01,林业,3,1,75.0,0.125,13590685072.759998,135.91,0,0,0,1,0,3,0,0,0
2023-03-01,果蔬加工,5,0,100.0,0.666,15203828126.64,152.04,0,0,0,0,0,5,0,0,0
2023-03-01,棉纺,1,6,14.285714285714285,-0.23500000000000001,31128829452.1,311.29,0,0,0,6,1,1,0,0,0
2023-03-01,楼宇设备,8,4,66.66666666666666,0.7276923076923076,58480325175.28,584.80,0,0,0,3,2,8,0,0,0
2023-03-01,民爆用品,9,2,81.81818181818183,0.59,79266028833.81,792.66,0,0,0,2,0,9,0,0,0
2023-03-01,氟化工,5,4,55.55555555555556,0.048888888888888885,214729071850.28,2147.29,0,0,0,3,1,5,0,0,0
2023-03-01,氨纶,1,2,33.33333333333333,0.07000000000000002,68959411214.87,689.59,0,0,0,2,0,1,0,0,0
2023-03-01,氮肥,3,2,60.0,0.404,105255138491.72,1052.55,0,0,0,2,0,3,0,0,0
2023-03-01,氯碱,14,2,87.5,0.49625,204148935039.32,2041.49,0,0,0,2,1,13,0,0,0
2023-03-01,水产养殖,3,1,75.0,0.5125,15016566283.869999,150.17,0,0,0,1,0,3,0,0,0
2023-03-01,水务及水治理,31,5,86.11111111111111,0.5053658536585366,213539219238.81,2135.39,0,0,0,5,6,29,1,0,0
2023-03-01,水泥,21,3,87.5,1.2675999999999998,376141939684.98,3761.42,0,0,0,2,4,18,0,0,1
2023-03-01,水电,7,3,70.0,0.388,827620953320.6201,8276.21,0,0,0,3,0,7,0,0,0
2023-03-01,汽车服务,3,0,100.0,1.1675,18533654909.6,185.34,0,0,0,0,1,3,0,0,0
2023-03-01,汽车服务Ⅲ,5,3,62.5,0.09000000000000002,104656921316.93,1046.57,0,0,0,3,4,5,0,0,0
2023-03-01,汽车零部件,129,67,65.81632653061224,0.36404761904761906,1477357175842.71,14773.57,0,0,2,63,19,116,9,1,0
2023-03-01,油品石化贸易,3,2,60.0,0.22666666666666666,28819150166.620003,288.19,0,0,0,2,1,3,0,0,0
2023-03-01,油服工程,10,3,76.92307692307693,0.5042857142857142,192317976523.94,1923.18,0,0,0,2,2,10,0,0,0
2023-03-01,油气开采,4,2,66.66666666666666,0.17166666666666666,153583863976.26,1535.84,0,0,0,2,0,4,0,0,0
2023-03-01,海洋捕捞,1,1,50.0,0.08999999999999997,6897474271.0199995,68.97,0,0,0,1,0,1,0,0,0
2023-03-01,涂料油墨,11,3,78.57142857142857,0.9314285714285714,53212045636.53,532.12,0,0,0,3,1,9,1,0,0
2023-03-01,消费电子零部件及组装,74,7,91.35802469135803,1.3521176470588236,1093203668237.25,10932.04,0,0,0,7,6,61,9,2,0
2023-03-01,涤纶,9,2,81.81818181818183,0.59,210910356817.57,2109.10,0,0,0,2,0,9,0,0,0
2023-03-01,港口,16,0,100.0,0.5472222222222222,398818323021.24,3988.18,0,0,0,0,2,16,0,0,0
2023-03-01,游戏,30,0,100.0,3.633,360185808291.65,3601.86,0,0,0,0,0,15,9,5,1
2023-03-01,激光设备,7,4,63.63636363636363,0.8827272727272728,124395839676.26,1243.96,0,0,0,3,1,5,1,1,0
2023-03-01,火电,15,5,75.0,0.22185185185185186,532824736868.19,5328.25,0,0,0,5,7,15,0,0,0
2023-03-01,炭黑,3,3,50.0,-1.850371707708594e-17,30771728598.96,307.72,0,0,0,3,0,3,0,0,0
2023-03-01,热力,10,1,90.9090909090909,0.5464285714285714,71687520513.7,716.88,0,0,0,1,3,10,0,0,0
2023-03-01,焦炭加工,6,2,75.0,0.2625,101047318260.13,1010.47,0,0,0,2,0,6,0,0,0
2023-03-01,煤炭开采,19,6,76.0,0.28615384615384615,1297900140951.25,12979.00,0,0,0,6,1,19,0,0,0
2023-03-01,燃气,3,2,60.0,0.12999999999999998,21439777336.940002,214.40,0,0,0,2,0,3,0,0,0
2023-03-01,燃气Ⅲ,17,6,73.91304347826086,0.5592,217686660690.48,2176.87,0,0,0,6,2,16,1,0,0
2023-03-01,物流,36,10,78.26086956521739,0.35312499999999997,788860935093.09,7888.61,0,0,1,9,4,34,0,0,0
2023-03-01,特钢,8,3,72.72727272727273,0.39615384615384613,238660598415.80002,2386.61,0,0,1,2,2,7,1,0,0
2023-03-01,环保设备,13,14,48.148148148148145,0.39535714285714285,147146451817.9,1471.46,0,0,0,11,4,12,1,0,0
2023-03-01,玻璃玻纤,10,4,71.42857142857143,0.7000000000000001,216310610711.64,2163.11,0,0,0,4,0,9,1,0,0
2023-03-01,瓷砖地板,10,0,100.0,1.861,50194535456.91,501.95,0,0,0,0,0,8,1,1,0
2023-03-01,电子化学品,24,5,82.75862068965517,1.4241379310344826,215055778994.56,2150.56,0,0,0,5,1,19,2,2,0
2023-03-01,电机,10,8,55.55555555555556,-0.021499999999999984,156590096013.26,1565.90,0,0,1,7,2,9,1,0,0
2023-03-01,电气自控设备,16,18,47.05882352941176,0.033999999999999996,382551869451.61,3825.52,0,0,0,17,3,14,1,0,0
2023-03-01,电池,50,31,61.72839506172839,0.25142857142857145,2702287852201.16,27022.88,0,0,2,25,9,45,3,0,0
2023-03-01,电能综合服务,11,4,73.33333333333333,0.14933333333333335,252916313930.27,2529.16,0,0,0,4,0,11,0,0,0
2023-03-01,畜禽养殖,7,11,38.88888888888889,-0.14684210526315788,567450767366.39,5674.51,0,0,1,9,3,6,0,0,0
2023-03-01,疫苗,5,8,38.46153846153847,-0.09846153846153846,519589455640.14,5195.89,0,0,0,8,0,4,1,0,0
2023-03-01,白酒,12,7,63.1578947368421,0.46749999999999997,4559493921830.14,45594.94,0,0,0,7,1,12,0,0,0
2023-03-01,百货零售,26,14,65.0,0.3054545454545454,298932705959.51,2989.33,0,0,0,13,5,25,0,1,0
2023-03-01,石油加工,13,5,72.22222222222221,0.31399999999999995,1668313800089.73,16683.14,0,0,0,5,2,13,0,0,0
2023-03-01,磁性材料,8,2,80.0,0.4063636363636364,140936050193.81,1409.36,0,0,1,1,2,6,1,0,0
2023-03-01,磨具磨料,11,3,78.57142857142857,0.39785714285714285,73174802039.17,731.75,0,0,0,3,1,10,0,0,0
2023-03-01,磷肥及磷化工,6,4,60.0,-0.176,188032329852.96,1880.32,0,0,1,3,0,6,0,0,0
2023-03-01,种子生产,8,1,88.88888888888889,0.43555555555555553,80925898068.08,809.26,0,0,0,1,1,7,0,0,0
2023-03-01,稀土,4,0,100.0,1.2225,191179894791.8,1911.80,0,0,0,0,0,4,0,0,0
2023-03-01,空调,3,1,75.0,1.6199999999999999,590055078895.7,5900.55,0,0,0,1,0,2,1,0,0
2023-03-01,管材,7,1,87.5,0.965,65615675389.67,656.16,0,0,0,1,0,7,0,0,0
2023-03-01,粘胶,2,0,100.0,2.63,13452304310.050001,134.52,0,0,0,0,0,1,1,0,0
2023-03-01,粮油加工,4,2,66.66666666666666,0.23714285714285716,288527287563.64,2885.27,0,0,0,2,1,4,0,0,0
2023-03-01,粮食种植,2,0,100.0,0.33499999999999996,42476465899.61,424.76,0,0,0,0,0,2,0,0,0
2023-03-01,纯碱,4,0,100.0,0.4175,61619200225.15,616.19,0,0,0,0,0,4,0,0,0
2023-03-01,纺织化学用品,11,1,91.66666666666666,0.6483333333333333,74285754531.83,742.86,0,0,0,1,0,11,0,0,0
2023-03-01,纺织服装设备,9,2,81.81818181818183,0.8454545454545456,52001072742.35,520.01,0,0,0,2,0,7,1,1,0
2023-03-01,线缆部件及其他,23,9,71.875,0.19117647058823528,216206631067.74002,2162.07,0,0,0,9,2,22,0,1,0
2023-03-01,综合,12,9,57.14285714285714,0.18956521739130433,104979256704.05,1049.79,0,0,1,7,3,11,1,0,0
2023-03-01,综合环境治理,21,6,77.77777777777779,0.5889285714285714,116846577594.89,1168.47,0,0,0,5,2,21,0,0,0
2023-03-01,耐火材料,4,1,80.0,0.2516666666666667,32595148005.41,325.95,0,0,0,1,1,4,0,0,0
2023-03-01,聚氨酯,6,3,66.66666666666666,0.30700000000000005,391487759670.01996,3914.88,0,0,0,2,2,6,0,0,0
2023-03-01,肉制品,5,2,71.42857142857143,0.17125,141168040573.31,1411.68,0,0,0,2,1,5,0,0,0
2023-03-01,股份制银行,9,0,100.0,1.318888888888889,2057341729855.45,20573.42,0,0,0,0,0,9,0,0,0
2023-03-01,能源及重型设备,36,12,75.0,0.6829166666666667,323341184456.7,3233.41,0,0,0,11,1,32,4,0,0
2023-03-01,能源金属,7,7,50.0,0.08857142857142856,595257525250.89,5952.58,0,0,0,5,2,7,0,0,0
2023-03-01,膜材料,14,3,82.35294117647058,0.4166666666666667,100974575548.18001,1009.75,0,0,0,3,1,14,0,0,0
2023-03-01,自然景点,6,5,54.54545454545454,-0.049090909090909095,43325084239.67,433.25,0,0,0,5,0,6,0,0,0
2023-03-01,航天装备,6,1,85.71428571428571,2.6157142857142857,153965754499.93,1539.66,0,0,0,1,0,3,1,2,0
2023-03-01,航海装备,7,4,63.63636363636363,0.5490909090909091,272181994314.9,2721.82,0,0,0,4,0,7,0,0,0
2023-03-01,航空装备,27,15,64.28571428571429,0.17088888888888887,948464007242.4401,9484.64,0,0,1,13,4,27,0,0,0
2023-03-01,航空运输,5,0,100.0,0.33375,226920601800.40997,2269.21,0,0,0,0,4,4,0,0,0
2023-03-01,航运,14,2,87.5,1.46125,334314862741.76,3343.15,0,0,0,2,0,11,2,1,0
2023-03-01,血液制品,3,3,50.0,0.18999999999999997,123987369223.84,1239.87,0,0,0,3,0,3,0,0,0
2023-03-01,被动元件,11,3,78.57142857142857,1.2507142857142857,194985180508.9,1949.85,0,0,1,2,0,7,4,0,0
2023-03-01,装饰园林,34,8,80.95238095238095,1.4904651162790699,150066465214.92,1500.66,0,0,1,7,1,25,6,3,0
2023-03-01,计算机设备,70,11,86.41975308641975,3.442073170731707,1087198923289.66,10871.99,0,0,2,8,2,31,23,12,4
2023-03-01,证券,47,0,100.0,1.2014,2757821972540.55,27578.22,0,0,0,0,4,43,2,1,0
2023-03-01,调味发酵品,7,7,50.0,-0.1193333333333333,562244169483.75,5622.44,0,0,0,5,4,6,0,0,0
2023-03-01,贵金属,2,0,100.0,0.9750000000000001,9267164336.32,92.67,0,0,0,0,0,2,0,0,0
2023-03-01,贵金属Ⅲ,5,2,71.42857142857143,0.06333333333333332,191966147912.36,1919.66,0,0,1,1,2,5,0,0,0
2023-03-01,贸易,12,5,70.58823529411765,0.14705882352941177,106604534969.44,1066.05,0,1,0,4,0,12,0,0,0
2023-03-01,轨交设备,26,3,89.65517241379311,1.3410344827586207,355503858641.07,3555.04,0,0,0,3,0,21,4,1,0
2023-03-01,软件开发,124,5,96.12403100775194,3.783178294573643,1812530537537.34,18125.31,0,0,0,5,0,52,45,20,7
2023-03-01,软饮料,5,6,45.45454545454545,-0.046363636363636385,168069666264.47998,1680.70,0,0,0,6,0,5,0,0,0
2023-03-01,辅料,1,2,33.33333333333333,-0.7200000000000001,17247718047.64,172.48,0,0,0,2,0,1,0,0,0
2023-03-01,输变电设备,26,22,54.166666666666664,0.04448979591836734,455993070480.03,4559.93,0,0,1,21,2,24,0,1,0
2023-03-01,通信服务,26,0,100.0,3.9070370370370373,195602462799.66,1956.02,0,0,0,0,2,12,5,5,3
2023-03-01,通信服务Ⅲ,7,0,100.0,5.647142857142858,705766941525.75,7057.67,0,0,0,0,0,2,1,3,1
2023-03-01,通信线缆及配套,10,1,90.9090909090909,3.1675,144244335826.74,1442.44,0,0,0,1,1,6,2,1,1
2023-03-01,通信终端及配件,25,3,89.28571428571429,3.2424999999999997,270744977279.73,2707.45,0,0,0,3,0,12,8,3,2
2023-03-01,通信网络设备及器件,31,1,96.875,2.7484848484848485,420809062824.45996,4208.09,0,0,0,1,1,20,6,5,0
2023-03-01,造纸,11,7,61.111111111111114,0.12619047619047621,176303778236.68,1763.04,0,0,0,7,3,10,1,0,0
2023-03-01,酒店,2,4,33.33333333333333,0.12833333333333333,107717908197.11,1077.18,0,0,0,2,2,2,0,0,0
2023-03-01,金属制品,46,18,71.875,0.66625,308938604363.51,3089.39,0,0,0,16,3,40,4,1,0
2023-03-01,钛白粉,5,0,100.0,2.394,86719060428.20999,867.19,0,0,0,0,0,4,1,0,0
2023-03-01,钾肥,2,2,50.0,-0.16499999999999998,216616798387.98,2166.17,0,0,0,2,0,2,0,0,0
2023-03-01,铁路运输,7,0,100.0,2.5785714285714287,417962498825.55005,4179.62,0,0,0,0,0,5,1,1,0
2023-03-01,铅锌,10,5,66.66666666666666,0.6373333333333334,191880108920.76,1918.80,0,0,0,5,1,7,2,0,0
2023-03-01,铜,13,3,81.25,1.63125,192470010150.72998,1924.70,0,0,0,3,0,9,4,0,0
2023-03-01,铝,23,8,74.19354838709677,0.7771875,392356433833.04,3923.56,0,0,0,8,1,21,1,1,0
2023-03-01,集成电路制造,3,0,100.0,0.8266666666666667,165599137071.59,1655.99,0,0,0,0,0,3,0,0,0
2023-03-01,集成电路封测,10,1,90.9090909090909,2.070909090909091,177578726418.12,1775.79,0,0,0,1,0,7,3,0,0
2023-03-01,集成电路设计,52,15,77.61194029850746,1.2532835820895523,1504188618770.48,15041.89,0,1,2,11,1,40,8,3,1
2023-03-01,非金属材料,5,3,62.5,0.11625000000000002,31511145188.59,315.11,0,0,0,3,0,5,0,0,0
2023-03-01,非金属材料Ⅲ,4,3,57.14285714285714,-0.5828571428571429,141908892533.18,1419.09,0,1,0,1,3,1,1,0,0
2023-03-01,面板,37,6,86.04651162790698,1.1311363636363636,528763677758.72003,5287.64,0,0,1,4,3,31,3,2,0
