日期,板块名称,涨的数量,跌的数量,涨幅比,涨跌幅,总市值,总市值亿元,跌停,跌<-5%,-3%<-5%,-3<-1%,平盘,<3%,3-5%,5%-涨停,涨停
2023-03-01,住宅开发,15,4,78.94736842105263,0.7908333333333334,417132833519.63,4171.33,0,0,0,4,5,13,1,1,0
2023-03-01,体外诊断,4,7,36.36363636363637,-0.8063636363636363,207226005254.25,2072.26,0,1,1,4,1,3,1,0,0
2023-03-01,保险,1,0,100.0,0.57,17341608369.149998,173.42,0,0,0,0,0,1,0,0,0
2023-03-01,保险及其他,13,3,81.25,0.5194736842105264,408196159696.08997,4081.96,0,0,0,3,3,13,0,0,0
2023-03-01,光伏设备,6,19,24.0,-2.118148148148148,644423439847.63,6444.23,0,3,5,11,3,5,0,0,0
2023-03-01,光学元件,4,0,100.0,2.7175000000000002,58285389350.1,582.85,0,0,0,0,0,2,2,0,0
2023-03-01,光学光电子,17,0,100.0,2.1370588235294115,282511618756.61,2825.12,0,0,0,0,1,11,4,1,0
2023-03-01,公路铁路运输,6,1,85.71428571428571,1.4042857142857144,127522987851.84,1275.23,0,0,0,1,0,5,1,0,0
2023-03-01,其他专用设备,6,7,46.15384615384615,0.022307692307692327,202085604104.07,2020.86,0,0,1,6,0,5,1,0,0
2023-03-01,其他交运设备,3,2,60.0,0.716,97660620219.56,976.61,0,0,1,1,0,2,0,1,0
2023-03-01,其他传媒,13,0,100.0,4.456153846153846,270383512430.0,2703.84,0,0,0,0,0,5,4,3,1
2023-03-01,其他农产品加工,2,0,100.0,0.47500000000000003,32393842166.0,323.94,0,0,0,0,0,2,0,0,0
2023-03-01,其他化学制品,6,2,75.0,0.16111111111111112,205740686464.67,2057.41,0,0,0,2,1,6,0,0,0
2023-03-01,其他化学原料,5,0,100.0,0.732,75989535220.06,759.90,0,0,0,0,0,5,0,0,0
2023-03-01,其他医疗服务,3,7,30.0,-0.029999999999999916,265215982720.87,2652.16,0,0,1,6,0,2,0,0,1
2023-03-01,其他家用轻工,1,0,100.0,2.16,23261612352.0,232.62,0,0,0,0,0,1,0,0,0
2023-03-01,其他小金属,5,4,55.55555555555556,0.43,219307752005.37,2193.08,0,0,0,3,1,5,0,0,0
2023-03-01,其他建材,4,0,100.0,2.3425000000000002,106253279054.45999,1062.53,0,0,0,0,0,3,1,0,0
2023-03-01,其他橡胶制品,3,1,75.0,0.5575,59424594054.6,594.25,0,0,0,1,0,3,0,0,0
2023-03-01,其他生物制品,5,8,38.46153846153847,-0.41461538461538466,260049606162.6,2600.50,0,0,1,6,1,4,1,0,0
2023-03-01,其他电子,3,1,75.0,0.41,49679890757.45,496.80,0,0,0,1,1,2,0,0,0
2023-03-01,其他电源设备,4,7,36.36363636363637,-0.19333333333333327,240562884493.34,2405.63,0,0,0,6,3,3,0,0,0
2023-03-01,其他白色家电,2,0,100.0,2.355,24495514620.2,244.96,0,0,0,0,0,2,0,0,0
2023-03-01,其他社会服务,4,2,66.66666666666666,0.20166666666666663,96574757914.55,965.75,0,0,0,2,1,2,1,0,0
2023-03-01,其他种植业,1,0,100.0,0.87,19899339256.050003,198.99,0,0,0,0,0,1,0,0,0
2023-03-01,其他纤维,2,0,100.0,0.675,55376890405.16,553.77,0,0,0,0,0,2,0,0,0
2023-03-01,其他纺织,0,2,0.0,-1.4649999999999999,40556758312.2,405.57,0,0,0,2,0,0,0,0,0
2023-03-01,其他自动化设备,5,0,100.0,3.0580000000000003,93472067331.36,934.72,0,0,0,0,0,3,1,1,0
2023-03-01,其他通用设备,3,1,75.0,0.11499999999999999,78599967998.97,786.00,0,0,0,0,2,2,0,0,0
2023-03-01,其他酒类,0,1,0.0,-0.525,58114344400.450005,581.14,0,0,0,1,1,0,0,0,0
2023-03-01,其他金属新材料,1,2,33.33333333333333,-0.10666666666666662,39409740729.479996,394.10,0,0,0,2,0,0,1,0,0
2023-03-01,其他食品,2,2,50.0,-0.16999999999999998,116831927417.94,1168.32,0,0,0,2,1,1,0,0,0
2023-03-01,其他黑色家电,2,0,100.0,2.31,33237474437.76,332.37,0,0,0,0,0,2,0,0,0
2023-03-01,养殖业,2,4,33.33333333333333,-0.4114285714285715,112628652765.29001,1126.29,0,0,0,3,3,1,0,0,0
2023-03-01,军工电子,12,6,66.66666666666666,0.8436842105263158,444496251248.70996,4444.96,0,0,0,6,1,11,1,0,0
2023-03-01,农业服务,1,4,20.0,-1.9620000000000002,65364062320.59,653.64,0,0,2,2,0,1,0,0,0
2023-03-01,农产品加工,4,4,50.0,-0.03624999999999999,123835700341.08,1238.36,0,0,0,4,0,4,0,0,0
2023-03-01,农商行,5,0,100.0,0.7616666666666667,103031312528.81,1030.31,0,0,0,0,1,5,0,0,0
2023-03-01,农用机械,0,1,0.0,-2.25,18585972036.64,185.86,0,0,0,1,0,0,0,0,0
2023-03-01,农药,4,4,50.0,-0.06499999999999997,153601044753.49,1536.01,0,0,0,4,0,4,0,0,0
2023-03-01,冶钢原料,5,0,100.0,1.294,120910040655.79999,1209.10,0,0,0,0,0,4,1,0,0
2023-03-01,出版,7,0,100.0,2.584285714285714,108790819723.34,1087.91,0,0,0,0,0,5,1,1,0
2023-03-01,分立器件,7,3,70.0,0.289,240322119511.05002,2403.22,0,0,0,3,0,7,0,0,0
2023-03-01,制冷空调设备,0,2,0.0,-0.7999999999999999,37681666861.39,376.82,0,0,0,2,0,0,0,0,0
2023-03-01,动物保健,1,4,20.0,-1.9620000000000002,65364062320.59,653.64,0,0,2,2,0,1,0,0,0
2023-03-01,包装,3,1,75.0,0.6275,69868436679.57,698.68,0,0,0,1,0,3,0,0,0
2023-03-01,包装印刷,3,1,75.0,0.6275,69868436679.57,698.68,0,0,0,1,0,3,0,0,0
2023-03-01,化妆品,0,2,0.0,-0.22999999999999998,37655333515.100006,376.55,0,0,0,2,0,0,0,0,0
2023-03-01,化学制剂,8,24,25.0,-1.0012121212121212,651101123154.36,6511.01,0,1,3,20,1,8,0,0,0
2023-03-01,化学制品,24,24,50.0,0.007843137254901964,1099681520370.6401,10996.82,0,0,0,22,5,24,0,0,0
2023-03-01,化学制药,13,36,26.53061224489796,-0.7343999999999999,907514985047.14,9075.15,0,1,3,32,1,13,0,0,0
2023-03-01,化学原料,16,3,84.21052631578947,0.4594736842105263,346658455010.95,3466.58,0,0,0,3,0,16,0,0,0
2023-03-01,化工合成材料,14,3,82.35294117647058,0.9061111111111111,397578116794.66,3975.78,0,0,0,3,1,12,2,0,0
2023-03-01,医疗器械,12,28,30.0,-0.7967500000000001,802759669704.38,8027.60,0,1,3,22,4,9,1,0,0
2023-03-01,医疗服务,6,13,31.57894736842105,-0.07421052631578949,442949954573.65,4429.50,0,0,1,11,1,5,0,0,1
2023-03-01,医疗研发外包,3,6,33.33333333333333,-0.12333333333333335,177733971852.78,1777.34,0,0,0,5,1,3,0,0,0
2023-03-01,医疗耗材,6,10,37.5,-0.26,316038149488.99,3160.38,0,0,0,10,2,4,0,0,0
2023-03-01,医疗设备,2,11,15.384615384615385,-1.4492307692307693,279495514961.14,2794.96,0,0,2,8,1,2,0,0,0
2023-03-01,医药商业,3,6,33.33333333333333,5.4911111111111115,222500083442.71,2225.00,0,0,0,5,1,2,0,0,0
2023-03-01,半导体及元件,64,13,83.11688311688312,1.2798701298701298,1790308349874.27,17903.08,0,0,1,12,0,53,8,2,1
2023-03-01,半导体材料,6,0,100.0,1.4333333333333333,139779892303.86,1397.80,0,0,0,0,0,5,1,0,0
2023-03-01,半导体设备,6,2,75.0,0.4675,202379963579.3,2023.80,0,0,0,2,0,6,0,0,0
2023-03-01,印制电路板,6,2,75.0,0.95,230832519606.17,2308.33,0,0,0,2,0,6,0,0,0
2023-03-01,原料药,5,9,35.714285714285715,-0.1842857142857143,220884272811.35,2208.84,0,0,0,9,0,5,0,0,0
2023-03-01,厨卫电器,2,0,100.0,2.58,43318255170.0,433.18,0,0,0,0,0,1,1,0,0
2023-03-01,合成树脂,2,0,100.0,2.37,50920644707.850006,509.21,0,0,0,0,0,1,1,0,0
2023-03-01,品牌消费电子,2,1,66.66666666666666,0.43,85977197750.03,859.77,0,0,0,1,0,2,0,0,0
2023-03-01,商业地产,4,1,80.0,0.5119999999999999,147329204928.31,1473.29,0,0,0,1,0,4,0,0,0
2023-03-01,商业物业经营,3,1,75.0,0.28250000000000003,105564635590.02,1055.65,0,0,0,1,0,3,0,0,0
2023-03-01,商用载客车,0,0,,0.0,22117252837.77,221.17,0,0,0,0,1,0,0,0,0
2023-03-01,商用载货车,5,0,100.0,1.5483333333333336,152330462401.24,1523.30,0,0,0,0,1,4,0,1,0
2023-03-01,啤酒,1,1,50.0,0.019999999999999997,57736800358.28,577.37,0,0,0,0,1,1,0,0,0
2023-03-01,固废治理,4,4,50.0,-0.22249999999999998,135043810206.88,1350.44,0,0,0,3,1,4,0,0,0
2023-03-01,国防军工,26,20,56.52173913043478,0.40775510204081633,1172117204895.93,11721.17,0,0,1,18,4,23,2,1,0
2023-03-01,地面兵装,1,3,25.0,-0.7625,77067914700.26001,770.68,0,0,0,3,0,1,0,0,0
2023-03-01,城商行,7,1,87.5,0.5111111111111111,181041385413.48,1810.41,0,0,0,1,1,7,0,0,0
2023-03-01,基础建设,4,0,100.0,0.7849999999999999,63146758815.28,631.47,0,0,0,0,0,4,0,0,0
2023-03-01,复合肥,1,1,50.0,0.13,29035144246.300003,290.35,0,0,0,1,0,1,0,0,0
2023-03-01,多元金融,12,3,80.0,0.5166666666666667,390854551326.94,3908.55,0,0,0,3,3,12,0,0,0
2023-03-01,家具,5,0,100.0,2.8739999999999997,105418502086.08,1054.19,0,0,0,0,0,2,3,0,0
2023-03-01,家用轻工,10,3,76.92307692307693,1.7292307692307693,276783632949.65,2767.84,0,0,0,3,0,6,4,0,0
2023-03-01,家纺,0,1,0.0,-0.4,10547686471.789999,105.48,0,0,0,1,0,0,0,0,0
2023-03-01,小家电,3,4,42.857142857142854,0.7285714285714285,179247060288.38,1792.47,0,0,0,4,0,2,0,1,0
2023-03-01,小家电Ⅲ,5,4,55.55555555555556,1.14,222565315458.38,2225.65,0,0,0,4,0,3,1,1,0
2023-03-01,小金属,13,9,59.09090909090909,0.4018181818181818,566542475264.69,5665.42,0,0,0,7,2,13,0,0,0
2023-03-01,工业金属,20,6,76.92307692307693,1.4196296296296296,610669297825.0,6106.69,0,0,0,6,2,12,6,1,0
2023-03-01,工控设备,3,1,75.0,0.29,110990106912.75,1109.90,0,0,0,0,1,3,0,0,0
2023-03-01,工程咨询服务,1,0,100.0,1.41,12110593523.5,121.11,0,0,0,0,0,1,0,0,0
2023-03-01,工程机械,2,4,33.33333333333333,1.1199999999999999,118107310098.56,1181.07,0,0,0,4,0,1,0,1,0
2023-03-01,广告营销,6,0,100.0,4.328333333333333,77905318695.76001,779.05,0,0,0,0,0,2,3,0,1
2023-03-01,建筑材料,11,3,78.57142857142857,0.9892857142857142,323281704596.33,3232.82,0,0,0,3,1,9,1,0,0
2023-03-01,建筑装饰,15,1,93.75,1.4658823529411766,295827160597.98,2958.27,0,0,0,1,1,14,0,1,0
2023-03-01,彩电,2,1,66.66666666666666,0.52,57016144735.11,570.16,0,0,0,1,0,2,0,0,0
2023-03-01,影视院线,4,1,80.0,2.4666666666666663,114467682076.76001,1144.68,0,0,0,1,1,2,1,1,0
2023-03-01,房地产开发,22,5,81.48148148148148,0.7657575757575757,638998317800.46,6389.98,0,0,0,5,6,20,1,1,0
2023-03-01,房地产服务,1,0,100.0,0.43,17400278844.6,174.00,0,0,0,0,0,1,0,0,0
2023-03-01,房屋建设,2,0,100.0,0.37333333333333335,64571221266.14,645.71,0,0,0,0,1,2,0,0,0
2023-03-01,改性塑料,0,0,,0.0,26598544332.36,265.99,0,0,0,0,1,0,0,0,0
2023-03-01,教育,1,0,100.0,0.35,35339198498.97,353.39,0,0,0,0,0,1,0,0,0
2023-03-01,数字媒体,3,0,100.0,3.41,41406764730.2,414.07,0,0,0,0,0,1,2,0,0
2023-03-01,文娱用品,0,2,0.0,-0.77,60166356718.17,601.66,0,0,0,2,0,0,0,0,0
2023-03-01,新能源发电,8,6,57.14285714285714,0.022142857142857148,257754538246.22,2577.55,0,0,0,6,0,8,0,0,0
2023-03-01,旅游综合,1,0,100.0,0.65,11284665600.0,112.85,0,0,0,0,0,1,0,0,0
2023-03-01,无机盐,2,1,66.66666666666666,0.23,39449004354.240005,394.49,0,0,0,1,0,2,0,0,0
2023-03-01,普钢,10,0,100.0,0.5657142857142857,273670971521.09,2736.71,0,0,0,0,4,10,0,0,0
2023-03-01,景点及旅游,2,0,100.0,0.61,52570684491.6,525.71,0,0,0,0,0,2,0,0,0
2023-03-01,有机硅,1,2,33.33333333333333,0.40666666666666673,50884633904.869995,508.85,0,0,0,1,1,1,0,0,0
2023-03-01,有线电视网络,4,0,100.0,2.782,85885454563.59,858.85,0,0,0,0,1,3,0,1,0
2023-03-01,服装,2,4,33.33333333333333,-0.17999999999999997,128025592812.31,1280.26,0,0,0,3,2,2,0,0,0
2023-03-01,服装家纺,2,5,28.57142857142857,-0.2075,138573279284.1,1385.73,0,0,0,4,2,2,0,0,0
2023-03-01,机器人,2,2,50.0,0.3175,77228156245.81999,772.28,0,0,0,2,0,2,0,0,0
2023-03-01,机场,2,0,100.0,0.4033333333333333,98805052850.29999,988.05,0,0,0,0,1,2,0,0,0
2023-03-01,机场航运,4,0,100.0,0.34400000000000003,151499049723.78,1514.99,0,0,0,0,1,4,0,0,0
2023-03-01,机床工具,2,1,66.66666666666666,0.3633333333333333,41805299455.0,418.05,0,0,0,1,0,2,0,0,0
2023-03-01,棉纺,1,0,100.0,1.91,10380000000.0,103.80,0,0,0,0,0,1,0,0,0
2023-03-01,楼宇设备,0,1,0.0,-0.06,17752161089.52,177.52,0,0,0,0,1,0,0,0,0
2023-03-01,民爆用品,1,1,50.0,0.74,38296023405.53,382.96,0,0,0,1,0,1,0,0,0
2023-03-01,氟化工,3,4,42.857142857142854,-0.30428571428571427,155816386470.07,1558.16,0,0,0,3,1,3,0,0,0
2023-03-01,氨纶,1,1,50.0,0.24000000000000005,63459182047.369995,634.59,0,0,0,1,0,1,0,0,0
2023-03-01,氯碱,6,2,75.0,0.19125,159668991443.32,1596.69,0,0,0,2,0,6,0,0,0
2023-03-01,水务及水治理,4,0,100.0,0.158,80941617292.93001,809.42,0,0,0,0,2,3,0,0,0
2023-03-01,水泥,4,0,100.0,0.925,66085154989.520004,660.85,0,0,0,0,1,3,0,0,0
2023-03-01,水电,1,0,100.0,0.35,45166024805.46001,451.66,0,0,0,0,0,1,0,0,0
2023-03-01,汽车整车,7,0,100.0,1.27,223143394401.32,2231.43,0,0,0,0,2,6,0,1,0
2023-03-01,汽车服务,1,1,50.0,0.16,67855209335.06,678.55,0,0,0,1,2,1,0,0,0
2023-03-01,汽车服务Ⅲ,1,1,50.0,0.16,67855209335.06,678.55,0,0,0,1,2,1,0,0,0
2023-03-01,汽车零部件,13,14,48.148148148148145,-0.13931034482758625,574552784061.36,5745.53,0,0,1,13,2,11,2,0,0
2023-03-01,油品石化贸易,0,1,0.0,-0.31,11365776697.12,113.66,0,0,0,1,0,0,0,0,0
2023-03-01,油服工程,3,2,60.0,0.522,158216758862.14,1582.17,0,0,0,2,0,3,0,0,0
2023-03-01,油气开采,1,2,33.33333333333333,0.13,76036807424.48999,760.37,0,0,0,2,0,1,0,0,0
2023-03-01,油气开采及服务,4,4,50.0,0.375,234253566286.63,2342.54,0,0,0,4,0,4,0,0,0
2023-03-01,消费电子,11,3,78.57142857142857,0.611875,329732157862.60004,3297.32,0,0,0,3,2,10,1,0,0
2023-03-01,消费电子零部件及组装,9,2,81.81818181818183,0.6538461538461539,243754960112.57,2437.55,0,0,0,2,2,8,1,0,0
2023-03-01,涤纶,3,0,100.0,0.9500000000000001,89885133688.86,898.85,0,0,0,0,0,3,0,0,0
2023-03-01,港口,7,0,100.0,0.45125,156604557988.25,1566.05,0,0,0,0,1,7,0,0,0
2023-03-01,港口航运,14,1,93.33333333333333,0.94,321719090550.17,3217.19,0,0,0,1,1,12,2,0,0
2023-03-01,游戏,11,0,100.0,5.542727272727273,223160695153.29,2231.61,0,0,0,0,0,3,3,4,1
2023-03-01,激光设备,3,3,50.0,0.8533333333333332,102108080632.54001,1021.08,0,0,0,2,1,2,0,1,0
2023-03-01,火电,7,1,87.5,0.1846153846153846,269561467728.47998,2695.61,0,0,0,1,5,7,0,0,0
2023-03-01,炭黑,0,1,0.0,-0.13,11191869156.16,111.92,0,0,0,1,0,0,0,0,0
2023-03-01,热力,1,1,50.0,0.215,33078439960.59,330.78,0,0,0,1,0,1,0,0,0
2023-03-01,焦炭加工,4,0,100.0,0.515,78465054802.13,784.65,0,0,0,0,0,4,0,0,0
2023-03-01,煤炭开采,9,5,64.28571428571429,0.10866666666666665,312924198983.97,3129.24,0,0,0,5,1,9,0,0,0
2023-03-01,煤炭开采加工,14,5,73.68421052631578,0.19699999999999998,419264453884.3,4192.64,0,0,0,5,1,14,0,0,0
2023-03-01,燃气,4,1,80.0,0.496,72136534477.94,721.37,0,0,0,1,0,4,0,0,0
2023-03-01,燃气Ⅲ,3,2,60.0,0.374,71946629085.78,719.47,0,0,0,2,0,3,0,0,0
2023-03-01,物流,13,2,86.66666666666667,0.51375,336728172994.6,3367.28,0,0,0,2,2,12,0,0,0
2023-03-01,特钢,3,2,60.0,-0.6839999999999999,99724276071.23,997.24,0,0,1,1,0,3,0,0,0
2023-03-01,环保,11,6,64.70588235294117,0.027777777777777804,303441097711.63,3034.41,0,0,0,4,4,10,0,0,0
2023-03-01,环保设备,2,2,50.0,0.03250000000000003,65580709994.36,655.81,0,0,0,1,1,2,0,0,0
2023-03-01,玻璃玻纤,2,2,50.0,0.09250000000000003,97067234619.45001,970.67,0,0,0,2,0,2,0,0,0
2023-03-01,瓷砖地板,1,0,100.0,1.95,11049660000.0,110.50,0,0,0,0,0,1,0,0,0
2023-03-01,生物制品,9,16,36.0,-0.2576,561633836437.51,5616.34,0,0,1,14,1,7,2,0,0
2023-03-01,电力,22,12,64.70588235294117,0.08717948717948718,835398134246.87,8353.98,0,0,0,12,5,22,0,0,0
2023-03-01,电力设备,38,67,36.19047619047619,-0.6984955752212388,2488040554735.99,24880.41,0,3,7,52,16,33,2,0,0
2023-03-01,电子化学品,7,0,100.0,1.6371428571428572,122531105798.28,1225.31,0,0,0,0,0,6,1,0,0
2023-03-01,电机,1,3,25.0,-0.9933333333333333,104780708829.23001,1047.81,0,0,1,2,2,1,0,0,0
2023-03-01,电气自控设备,1,4,20.0,-0.396,75935345108.63,759.35,0,0,0,3,1,1,0,0,0
2023-03-01,电池,22,16,57.89473684210527,0.11400000000000002,968233931312.98,9682.34,0,0,1,12,6,20,1,0,0
2023-03-01,电能综合服务,5,4,55.55555555555556,-0.009999999999999997,229837663506.12,2298.38,0,0,0,4,0,5,0,0,0
2023-03-01,畜禽养殖,2,4,33.33333333333333,-0.4114285714285715,112628652765.29001,1126.29,0,0,0,3,3,1,0,0,0
2023-03-01,疫苗,3,5,37.5,0.056249999999999994,187212024651.07,1872.12,0,0,0,5,0,2,1,0,0
2023-03-01,白色家电,2,0,100.0,2.355,24495514620.2,244.96,0,0,0,0,0,2,0,0,0
2023-03-01,白酒,4,4,50.0,0.06875,238524125363.51,2385.24,0,0,0,4,0,4,0,0,0
2023-03-01,百货零售,3,2,60.0,0.14000000000000004,121160043832.22,1211.60,0,0,0,2,0,3,0,0,0
2023-03-01,石油加工,0,2,0.0,-0.2733333333333334,47057599338.21,470.58,0,0,0,2,1,0,0,0,0
2023-03-01,石油加工贸易,0,3,0.0,-0.2825,58423376035.33,584.23,0,0,0,3,1,0,0,0,0
2023-03-01,磁性材料,4,1,80.0,0.8150000000000001,108327077770.5,1083.27,0,0,0,1,2,2,1,0,0
2023-03-01,磨具磨料,1,0,100.0,1.06,24639015960.0,246.39,0,0,0,0,0,1,0,0,0
2023-03-01,磷肥及磷化工,4,2,66.66666666666666,0.03,163467586977.12,1634.68,0,0,0,2,0,4,0,0,0
2023-03-01,种子生产,4,0,100.0,0.22999999999999998,63069670968.28,630.70,0,0,0,0,1,3,0,0,0
2023-03-01,种植业与林业,7,0,100.0,0.3514285714285714,125445476123.94,1254.45,0,0,0,0,1,6,0,0,0
2023-03-01,稀土,3,0,100.0,1.2866666666666666,84549407691.8,845.49,0,0,0,0,0,3,0,0,0
2023-03-01,管材,1,0,100.0,1.25,41394937688.0,413.95,0,0,0,0,0,1,0,0,0
2023-03-01,粘胶,1,0,100.0,3.79,11433737794.95,114.34,0,0,0,0,0,0,1,0,0
2023-03-01,粮食种植,2,0,100.0,0.33499999999999996,42476465899.61,424.76,0,0,0,0,0,2,0,0,0
2023-03-01,纯碱,2,0,100.0,0.335,49187448367.68,491.87,0,0,0,0,0,2,0,0,0
2023-03-01,纺织制造,1,3,25.0,-0.41500000000000004,62169694483.68,621.70,0,0,0,3,0,1,0,0,0
2023-03-01,纺织化学用品,1,0,100.0,0.97,33932251299.8,339.32,0,0,0,0,0,1,0,0,0
2023-03-01,纺织服装设备,1,1,50.0,1.415,24252649015.4,242.53,0,0,0,1,0,0,0,1,0
2023-03-01,线缆部件及其他,1,4,20.0,-1.1099999999999999,88095712251.01001,880.96,0,0,0,4,0,1,0,0,0
2023-03-01,综合环境治理,1,0,100.0,1.36,21874960217.46,218.75,0,0,0,0,0,1,0,0,0
2023-03-01,美容护理,0,2,0.0,-0.15333333333333332,54425154187.54,544.25,0,0,0,2,1,0,0,0,0
2023-03-01,耐火材料,0,1,0.0,-0.84,12481098244.9,124.81,0,0,0,1,0,0,0,0,0
2023-03-01,聚氨酯,1,1,50.0,-0.023333333333333355,39207652568.74,392.08,0,0,0,1,1,1,0,0,0
2023-03-01,肉制品,0,1,0.0,-0.11,10746112043.7,107.46,0,0,0,1,0,0,0,0,0
2023-03-01,股份制银行,1,0,100.0,0.68,49141208527.32,491.41,0,0,0,0,0,1,0,0,0
2023-03-01,能源及重型设备,6,2,75.0,0.7737499999999999,162906607109.34,1629.07,0,0,0,2,0,5,1,0,0
2023-03-01,能源金属,5,5,50.0,0.11099999999999999,262685315567.52,2626.85,0,0,0,4,1,5,0,0,0
2023-03-01,膜材料,2,0,100.0,0.5,29287520607.35,292.88,0,0,0,0,0,2,0,0,0
2023-03-01,自动化设备,13,6,68.42105263157895,1.2021052631578948,383798411122.47,3837.98,0,0,0,4,2,10,1,2,0
2023-03-01,航天装备,2,1,66.66666666666666,3.0033333333333334,75806880371.47,758.07,0,0,0,1,0,0,1,1,0
2023-03-01,航海装备,2,1,66.66666666666666,0.5399999999999999,39680325224.100006,396.80,0,0,0,1,0,2,0,0,0
2023-03-01,航空装备,9,9,50.0,-0.18150000000000002,535065833351.39,5350.66,0,0,1,7,3,9,0,0,0
2023-03-01,航空运输,2,0,100.0,0.255,52693996873.479996,526.94,0,0,0,0,0,2,0,0,0
2023-03-01,航运,7,1,87.5,1.42875,165114532561.91998,1651.15,0,0,0,1,0,5,2,0,0
2023-03-01,血液制品,1,3,25.0,-0.375,114372205623.84,1143.72,0,0,0,3,0,1,0,0,0
2023-03-01,被动元件,5,0,100.0,2.448,106209845552.87,1062.10,0,0,0,0,0,3,2,0,0
2023-03-01,装饰园林,1,0,100.0,0.18,14710493237.06,147.10,0,0,0,0,0,1,0,0,0
2023-03-01,计算机应用,64,2,96.96969696969697,4.010303030303031,1153399812616.35,11534.00,0,0,0,1,1,28,19,15,2
2023-03-01,计算机设备,8,1,88.88888888888889,3.835555555555555,236282279650.06,2362.82,0,0,1,0,0,3,3,1,1
2023-03-01,证券,30,0,100.0,1.1024242424242425,909168240407.1799,9091.68,0,0,0,0,4,26,2,1,0
2023-03-01,调味发酵品,3,4,42.857142857142854,0.07428571428571429,157592958505.94,1575.93,0,0,0,2,2,3,0,0,0
2023-03-01,贵金属,4,1,80.0,0.64,188279311571.25,1882.79,0,0,0,1,2,4,0,0,0
2023-03-01,贵金属Ⅲ,4,1,80.0,0.64,188279311571.25,1882.79,0,0,0,1,2,4,0,0,0
2023-03-01,贸易,3,1,75.0,0.235,52885950167.19,528.86,0,0,0,1,0,3,0,0,0
2023-03-01,轨交设备,3,0,100.0,3.3266666666666667,111182486445.0,1111.82,0,0,0,0,0,1,1,1,0
2023-03-01,软件开发,31,1,96.875,3.5228125,518349060650.45,5183.49,0,0,0,1,0,15,9,7,0
2023-03-01,软饮料,1,0,100.0,0.47,27030943296.0,270.31,0,0,0,0,0,1,0,0,0
2023-03-01,辅料,0,1,0.0,-0.64,11232936171.48,112.33,0,0,0,1,0,0,0,0,0
2023-03-01,输变电设备,1,6,14.285714285714285,-0.5214285714285714,144504933076.72,1445.05,0,0,0,6,0,1,0,0,0
2023-03-01,通信服务,3,0,100.0,1.92,38822372464.15,388.22,0,0,0,0,1,1,1,0,0
2023-03-01,通信服务Ⅲ,1,0,100.0,3.54,11270857734.0,112.71,0,0,0,0,0,0,1,0,0
2023-03-01,通信线缆及配套,2,0,100.0,1.555,50410036045.27,504.10,0,0,0,0,0,2,0,0,0
2023-03-01,通信终端及配件,5,1,83.33333333333334,3.5116666666666667,101442794210.32,1014.43,0,0,0,1,0,2,1,2,0
2023-03-01,通信网络设备及器件,9,0,100.0,2.7055555555555557,168703983376.13,1687.04,0,0,0,0,0,7,1,1,0
2023-03-01,通信设备,16,1,94.11764705882352,2.8547058823529414,320556813631.72,3205.57,0,0,0,1,0,11,2,3,0
2023-03-01,通用设备,8,6,57.14285714285714,0.008571428571428579,252295771512.65,2522.96,0,0,0,5,2,6,1,0,0
2023-03-01,造纸,2,3,40.0,0.045000000000000075,103934785055.06,1039.35,0,0,0,3,1,1,1,0,0
