总市值,流通市值,行业,上市时间,股票代码,股票简称,总股本,流通股
2695017600.0,2695017600.0,装修建材,20100902,300117,嘉寓股份,716760000.0,716760000.0
4595138951.95,4590334234.65,专业服务,20110310,002564,天沃科技,858904477.0,858006399.0
2364110453.52,592311143.34,工程咨询服务,20210420,300977,深圳瑞捷,102209704.0,25607918.0
4040006757.6,1525102557.6,工程咨询服务,20220111,301136,招标股份,275204820.0,103889820.0
4020480000.0,1005120000.0,工程咨询服务,20210420,300983,尤安设计,128000000.0,32000000.0
3552000000.0,842236742.4000001,装修装饰,20221122,301365,矩阵股份,120000000.0,28453944.0
2141776000.0000002,985348467.4000001,工程咨询服务,20200403,300826,测绘股份,145600000.0,66984940.0
1654481700.0,461529750.0,工程建设,20210728,301024,霍普股份,63585000.0,17737500.0
2472800562.0,2472800562.0,工程咨询服务,20170719,300675,建科院,146666700.0,146666700.0
2086808700.9999998,1947004242.1,装修装饰,20170316,300621,维业股份,208056700.0,194118070.0
16007316435.720001,14466467531.44,工程建设,19980605,000065,北方国际,1001709414.0,905285828.0
1849056000.0000002,1247281075.0,工程建设,20211112,301098,金埔园林,105600000.0,71232500.0
5332590826.29,1625103826.29,工程建设,20210917,605598,上海港湾,172743467.0,52643467.0
7905301865.24,5451423281.4,工程咨询服务,20120110,300284,苏交科,1262827774.0,870834390.0
1909050910.72,804940126.72,工程建设,20210301,605303,园林股份,161237408.0,67984808.0
5409430570.18,5356125240.18,工程建设,19940404,600853,龙建股份,1014902546.0,1004901546.0
6916172900.0,1040977231.8399999,工程咨询服务,20201022,003013,地铁设计,400010000.0,60206896.0
3045999789.12,3045999789.12,工程咨询服务,20141231,603017,中衡设计,275905778.0,275905778.0
2181550168.0,1364584581.78,装修装饰,20200821,605178,时空科技,99251600.0,62083011.0
2831400000.0,707850000.0,工程建设,20210804,301038,深水规院,171600000.0,42900000.0
24267692497.2,17295066433.25,水泥建材,20110118,002541,鸿路钢构,690011160.0,491756225.0
4900200441.440001,4763607475.04,工程咨询服务,20170801,603357,设计总院,467576378.0,454542698.0
3821277600.0,3821277600.0,装修装饰,20161230,603929,亚翔集成,213360000.0,213360000.0
6694215520.079999,6545799120.079999,工程咨询服务,20141013,603018,华设集团,683780952.0,668620952.0
30905669395.8,20458105133.82,工程建设,20050412,600970,中材国际,2632510170.0,1742598393.0
1780089000.0,892480875.0,装修装饰,20161213,002830,名雕股份,133340000.0,66852500.0
3091952250.0,1444409400.0,装修装饰,20210426,605289,罗曼股份,108337500.0,50610000.0
24843269661.12,24843269661.12,工程建设,19980623,600170,上海建工,8904397728.0,8904397728.0
8222001632.25,3264788280.0,工程建设,20210909,301058,中粮科工,512274245.0,203413600.0
78749752846.0,67839952846.0,工程建设,20090921,601618,中国中冶,20723619170.0,17852619170.0
2203546890.6,2002235525.1,装修装饰,20160908,002811,郑中设计,272042826.0,247189571.0
5350580353.2,1975165434.0,工程建设,20211117,001267,汇绿生态,775446428.0,286255860.0
8361555202.8,8361555202.8,装修装饰,20110818,601886,江河集团,1133002060.0,1133002060.0
3225906631.16,3200368027.16,工程咨询服务,20170809,603458,勘设股份,313804147.0,311319847.0
5029483849.04,4858116379.9,工程咨询服务,19930209,600629,华建集团,970942828.0,937860305.0
2882447736.44,2882447736.44,工程建设,20160905,603843,正平股份,699623237.0,699623237.0
2056062545.1000001,2055991706.25,装修装饰,20150226,603828,柯利达,595960158.0,595939625.0
2616515316.31,1905883422.9399998,工程建设,20150629,002775,文科园林,612767053.0,446342722.0
2171762342.0,838675331.0,工程咨询服务,20201013,003001,中岩大地,127750726.0,49333843.0
2107817926.45,2107817926.45,工程建设,20170208,603637,镇海股份,243678373.0,243678373.0
6632982665.1,6588417864.6,装修装饰,20100323,002375,亚厦股份,1339996498.0,1330993508.0
3663168781.17,3662676762.6,工程建设,20160920,300536,农尚环境,293288133.0,293248740.0
80681352156.0,61460934913.44,工程建设,20030325,600039,四川路桥,6225412975.0,4742356089.0
1921653522.3600001,1481903841.6000001,房地产开发,20000615,600234,科新发展,262520973.0,202445880.0
3293442348.0,2505274548.0,工程咨询服务,20190226,002949,华阳国际,196038235.0,149123485.0
501575496.54,346743197.25,工程咨询服务,20151113,833873,中设咨询,153387002.0,106037675.0
2550673281.08,2545882731.08,水泥建材,20150217,002743,富煌钢构,435268478.0,434450978.0
2426277412.7999997,1962262741.6,装修装饰,20160311,002789,建艺集团,159623514.0,129096233.0
1454612686.0,1150296042.25,装修装饰,20170320,002856,美芝股份,135312808.0,107004283.0
3553937314.38,3241133703.78,装修装饰,20161129,002822,中装建设,713642031.0,650830061.0
2801618965.5,2783124282.4,工程建设,20111103,002628,成都路桥,757194315.0,752195752.0
2770400000.0,692600000.0,工程建设,20221013,603163,圣晖集成,80000000.0,20000000.0
2799341345.6800003,1732119959.68,工程建设,20160719,300517,海波重科,200382344.0,123988544.0
4508905986.24,4508905986.24,工程建设,20021226,600512,腾达建设,1598902832.0,1598902832.0
12721388675.12,12721388675.12,工程建设,19930728,600667,太极实业,2106190178.0,2106190178.0
3313286000.0,1064952671.4,工程建设,20211231,603176,汇通集团,466660000.0,149993334.0
3080794569.7200003,1519518404.43,工程建设,19951027,000010,美丽生态,1058692292.0,522171273.0
530939250.00000006,194373117.95000002,工程咨询服务,20150827,833427,华维设计,103095000.0,37742353.0
1845011557.8,1845011557.8,农牧饲渔,20071221,002200,ST交投,184132890.0,184132890.0
902385670.59,310121057.52,工程咨询服务,20160426,836892,广咨国际,99272351.0,34116728.0
6375450653.7,2723146925.2999997,有色金属,20210430,300986,志特新材,163893333.0,70003777.0
3591780904.0,2495748082.0,工程建设,20120316,002663,普邦股份,1795890452.0,1247874041.0
2977996374.65,1501716294.65,装修装饰,20200610,002989,中天精装,181695935.0,91623935.0
1686004320.0,1686004320.0,工程建设,20170619,603316,诚邦股份,264264000.0,264264000.0
1363165397.7,1363165397.7,装修装饰,20150320,603030,全筑股份,580070382.0,580070382.0
7665734380.8,7642706410.8,工程建设,20171031,300712,永福股份,185252160.0,184695660.0
512161774.73999995,135431423.82,软件开发,20140124,430564,天润科技,73905018.0,19542774.0
2091506626.3,2091506626.3,装修装饰,20191028,002963,豪尔赛,150359930.0,150359930.0
7188759297.719999,7188759297.719999,工程建设,20170221,600939,重庆建工,1901788174.0,1901788174.0
11361945680.64,11361945680.64,工程建设,20060816,002061,浙江交科,1856527072.0,1856527072.0
2498000000.0,1569391206.82,装修装饰,20210706,605287,德才股份,100000000.0,62825909.0
3830567099.9999995,1898055764.8999999,专用设备,20210726,605167,利柏特,449070000.0,222515330.0
5898207415.77,5195445485.110001,装修装饰,20050531,002047,宝鹰股份,1516248693.0,1335590099.0
7230544570.620001,5493737326.75,工程建设,20070712,002140,东华科技,708182622.0,538074175.0
5402192469.7,4345761618.64,工程建设,20100610,002431,棕榈股份,1812816265.0,1458309268.0
4829389727.0,4829389727.0,工程建设,19980212,600133,东湖高新,795616100.0,795616100.0
2749201000.0,2749201000.0,装修建材,20010524,600321,正源股份,1510550000.0,1510550000.0
7862955888.7,7862955888.7,工程建设,20040524,600491,龙元建设,1529757955.0,1529757955.0
4914258425.900001,4914258425.900001,工程建设,20191021,603815,交建股份,618924235.0,618924235.0
5898444329.849999,4068005294.47,专业服务,20140801,300384,三联虹普,319007265.0,220011103.0
2526715620.0,2526715620.0,装修装饰,19990527,600193,创兴资源,425373000.0,425373000.0
18204316384.26,18204316384.26,工程建设,19940128,600820,隧道股份,3144096094.0,3144096094.0
3038583349.62,2155854616.02,汽车零部件,20110628,002593,日上集团,803858029.0,570331909.0
128679410224.98,82105770243.33,工程建设,20111018,601669,中国电建,17226159334.0,10991401639.0
20621155668.86,9393812127.52,工程建设,20150610,002761,浙江建投,1081340098.0,492596336.0
4741191252.64,4741191252.64,工程咨询服务,20160517,603959,百利科技,490298992.0,490298992.0
5380791316.6,4684854516.38,工程建设,20110128,002542,中化岩土,1805634670.0,1572098831.0
5509920000.0,2563410810.0,工程咨询服务,20211029,301091,深城交,208000000.0,96769000.0
9715582089.08,9715582089.08,工程建设,20030415,600502,安徽建工,1716533938.0,1716533938.0
8252813703.099999,8252813703.099999,水泥建材,20020605,600496,精工钢构,2012881391.0,2012881391.0
3548158694.1,2894395458.78,装修装饰,20091222,002325,洪涛股份,1756514205.0,1432869039.0
9799944000.0,9702000000.0,工程机械,20141211,601226,华电重工,1166660000.0,1155000000.0
2311311600.0,2311311600.0,工程建设,20170310,603955,大千生态,135720000.0,135720000.0
10435229657.449999,9923842500.0,玻璃玻纤,20070823,002163,海南发展,844957867.0,803550000.0
10248396088.0,10248208888.0,工程咨询服务,19990312,000928,中钢国际,1281049511.0,1281026111.0
2670056635.14,1751022191.28,工程咨询服务,20170619,300668,杰恩设计,120381273.0,78945996.0
10191900173.4,10111912689.2,工程建设,20181128,002941,新疆交建,645056973.0,639994474.0
25214615473.8,21982538681.05,工程建设,20160606,601611,中国核建,3019714428.0,2632639363.0
13647803442.74,13647803442.74,工程建设,20161216,603098,森特股份,538799978.0,538799978.0
4757880531.96,3916019399.04,装修装饰,20160324,300506,名家汇,695596569.0,572517456.0
289131360.0,187669768.72,工程建设,20160308,836149,旭杰科技,73758000.0,47874941.0
7218704640.0,7218704640.0,工程建设,20040316,600284,浦东建设,970256000.0,970256000.0
102977174180.92001,35129577378.61,工程建设,20210928,601868,中国能建,41691163636.0,14222500963.0
6785496501.0,6785496501.0,工程咨询服务,20151223,300492,华图山鼎,140486470.0,140486470.0
7680972786.599999,7208796531.98,工程建设,20070530,002135,东南网架,1165549740.0,1093899322.0
7064384111.740001,6077041093.690001,工程建设,20091111,002307,北新路桥,1268291582.0,1091030717.0
5557209000.0,2186929990.0,光伏设备,20210817,301046,能辉科技,149790000.0,58946900.0
14524620578.83,14418665393.38,装修装饰,20061120,002081,金 螳 螂,2655323689.0,2635953454.0
179601053931.75,130511785571.75,工程建设,20120309,601800,中国交建,16165711425.0,11747235425.0
2993491526.68,2620455531.4,工程建设,20170324,603388,元成股份,325733572.0,285142060.0
128734053420.0,109050767340.0,工程建设,20080310,601186,中国铁建,13579541500.0,11503245500.0
248251842436.48,244616711428.48,工程建设,20090729,601668,中国建筑,41934432844.0,41320390444.0
181928640475.05,149672013730.05,工程建设,20071203,601390,中国中铁,24752195983.0,20363539283.0
1889422920.0,1607913222.3,工程咨询服务,20170331,300635,中达安,136322000.0,116011055.0
11644969010.38,10875882302.2,工程建设,19970609,000498,山东路桥,1560987803.0,1457893070.0
16968858515.599998,6673050011.599999,工程建设,20000622,600248,陕西建工,3688882286.0,1450663046.0
13710491021.960001,13706961886.84,工程建设,20060619,002051,中工国际,1237408937.0,1237090423.0
4771412887.38,3728880119.52,工程建设,20110602,002586,ST围海,1144223714.0,894215856.0
64332725291.64,63701346491.64,工程建设,20100107,601117,中国化学,6109470588.0,6049510588.0
11087440191.359999,11086761582.0,水泥建材,20031110,600477,杭萧钢构,2369111152.0,2368966150.0
5199652800.0,2835012830.4,工程建设,19961118,000628,高新发展,352280000.0,192074040.0
2966949738.0099998,2951548220.2799997,装修装饰,20100929,002482,ST广田,1537279657.0,1529299596.0
3782998764.91,3782998764.91,石油行业,20000926,000159,国际实业,480685993.0,480685993.0
1616082390.0,1616082390.0,光伏设备,20091225,300029,ST天龙,200506500.0,200506500.0
5986575000.0,5246367934.2,工程建设,20060816,002062,宏润建设,1102500000.0,966181940.0
10739272257.85,2226609672.4100003,工程建设,20210427,300982,苏文电能,171471695.0,35551807.0
2257337747.2000003,2257337747.2000003,工程建设,20170327,603717,天域生态,290146240.0,290146240.0
15742234668.44,13617022348.44,工程建设,20180831,601068,中铝国际,2959066667.0,2559590667.0
5814372456.5,5814372456.5,工程建设,20110816,601789,宁波建工,1086798590.0,1086798590.0
6595859491.62,6594726829.62,装修建材,20091218,002323,雅博股份,2120855142.0,2120490942.0
4864587106.559999,4730354143.04,工程咨询服务,20070215,002116,中国海诚,428220696.0,416404414.0
5207303500.2,5152039453.8,工程咨询服务,19970528,000779,甘咨询,380095146.0,376061274.0
3394054168.2,3273265767.91,装修装饰,20140219,002713,东易日盛,419536980.0,404606399.0
1446378737.4299998,584408299.11,装修装饰,20101118,002504,ST弘高,1025800523.0,414473971.0
39578222158.520004,22424885346.58,通信设备,19931028,000032,深桑达Ａ,1137959234.0,644763811.0
1873165111.18,1482255452.92,工程咨询服务,20170620,002883,中设股份,156227282.0,123624308.0
3216305512.0,3216305512.0,工程咨询服务,20160628,603909,建发合诚,200517800.0,200517800.0
3972857137.56,3972857137.56,工程建设,20151231,603778,乾景园林,642857142.0,642857142.0
2272513880.0,1894458217.12,装修装饰,20110929,002620,瑞和股份,377494000.0,314694056.0
3916732911.0,3092325411.0,通用设备,20160428,002795,永和智控,318433570.0,251408570.0
2886352705.32,643419084.84,通用设备,20220915,688455,科捷智能,180849167.0,40314479.0
6868604744.700001,6837845583.150001,通用设备,20070328,002122,天马股份,1990899926.0,1981984227.0
2029063576.0,1682498358.24,通用设备,20170208,300606,金太阳,140128700.0,116194638.0
9130700000.0,1045520112.36,通用设备,20221122,301377,鼎泰高科,410000000.0,46947468.0
2788257600.0,1349176593.6,通用设备,20210210,300943,春晖智控,203820000.0,98624020.0
1804720000.0,477720000.0,专用设备,20210811,301043,绿岛风,68000000.0,18000000.0
3250666541.56,2549316579.9900002,电网设备,20150528,300466,赛摩智能,535529908.0,419986257.0
4519729915.2,4519729915.2,专用设备,20171101,603912,佳力图,303745290.0,303745290.0
2425236000.0,879148050.0,通用设备,20200910,300885,海昌新材,250800000.0,90915000.0
1794816000.0,694598279.0400001,通用设备,20210618,300984,金沃股份,76800000.0,29721792.0
6059789280.0,2841720516.0,通用设备,20191204,300809,华辰装备,252176000.0,118257200.0
9543049880.0,9543049880.0,通用设备,20140117,603699,纽威股份,749062000.0,749062000.0
1896880000.0,474220000.0,通用设备,20220608,301125,腾亚精工,72400000.0,18100000.0
3450937044.48,1053842999.04,通用设备,20210512,688355,明志科技,123956072.0,37853556.0
2256316000.0,564693800.0,通用设备,20220524,301107,瑜欣电子,73400000.0,18370000.0
2414188200.0,1449808898.1000001,通用设备,20190531,300780,德恩精工,146670000.0,88080735.0
2944477651.2000003,698095912.2,通用设备,20221025,301273,瑞晨环保,71641792.0,16985302.0
2378077337.79,706504679.5799999,专用设备,20211021,301083,百胜智能,177866667.0,52842534.0
4720433400.0,4720433400.0,通用设备,20040514,600992,贵绳股份,245090000.0,245090000.0
3051672078.0,764400000.0,仪器仪表,20220411,301151,冠龙节能,167674290.0,42000000.0
13186297267.74,13151864707.02,通用设备,20070817,002158,汉钟精机,534724139.0,533327847.0
2999513792.8,2133097596.0000002,通用设备,20160309,300503,昊志机电,306072836.0,217663020.0
1605000000.0,1598780625.0,通用设备,20111122,002633,申科股份,150000000.0,149418750.0
3829962667.44,3396886099.44,通用设备,20110322,300193,佳士科技,487272604.0,432173804.0
3849583099.9999995,912841533.4799999,通用设备,20230119,301317,鑫磊股份,157190000.0,37274052.0
3936196799.9999995,1119988800.0,通用设备,20210208,300946,恒而达,120006000.0,34146000.0
3629408000.0,2170683220.0,有色金属,20211027,688257,新锐股份,92800000.0,55502000.0
2458638000.0,1236368014.44,有色金属,20200421,300828,锐新科技,165900000.0,83425642.0
2031264899.52,507814344.98,通用设备,20220606,688251,井松智能,59428464.0,14857061.0
18692575508.78,17997761634.78,通用设备,20100428,601369,陕鼓动力,1727594779.0,1663379079.0
40174276868.25,17145483207.9,通用设备,19940408,000039,中集集团,5392520385.0,2301407142.0
1502644000.0,429857120.00000006,非金属材料,20161111,839725,惠丰钻石,92300000.0,26404000.0
2895000000.0,723750000.0,通用设备,20220919,301309,万得凯,100000000.0,25000000.0
4234824615.0,2012605291.8,通用设备,20201211,003025,思进智能,163191700.0,77557044.0
1795116000.0,860634065.25,通用设备,20210525,300992,泰福泵业,90800000.0,43532325.0
4711200000.0,1117117290.25,通用设备,20221130,301311,昆船智能,240000000.0,56908675.0
2488905200.9500003,1225899048.15,通用设备,20200602,688360,德马科技,85676599.0,42199623.0
3118702411.58,2942494824.08,通用设备,20110608,300228,富瑞特装,575406349.0,542895724.0
1901958759.0,451715839.15000004,通用设备,20220921,688448,磁谷科技,71261100.0,16924535.0
4613767919.25,4613767919.25,通用设备,20160519,603339,四方科技,309441175.0,309441175.0
5931401070.38,3405893430.38,通用设备,20210208,688059,华锐精密,44008021.0,25270021.0
3962853939.2400002,3816094973.13,通用设备,20150423,300441,鲍斯股份,657189708.0,632851571.0
4156623400.0,4156623400.0,通用设备,20101011,601177,杭齿前进,400060000.0,400060000.0
3959630399.9999995,1129573940.0,通用设备,20210720,301028,东亚机械,378912000.0,108093200.0
18240456000.0,1642010400.0,通用设备,20220407,301268,铭利达,400010000.0,36009000.0
2039988564.0000002,780886764.0000001,通用设备,20210722,301032,新柴股份,241133400.0,92303400.0
16182000000.0,16182000000.0,通用设备,20161107,601882,海天精工,522000000.0,522000000.0
3019040408.0,2114616339.0,通用设备,20101229,300154,瑞凌股份,456048400.0,319428450.0
6208843012.139999,6198395800.73,通用设备,20070427,002132,恒星科技,1401544698.0,1399186411.0
3150592956.81,3150592956.81,通用设备,20010227,600558,大西洋,897604831.0,897604831.0
18233202580.300003,17508495277.2,通用设备,20110819,300257,开山股份,993635018.0,954141432.0
5676421417.83,4330166461.23,通用设备,20170711,002884,凌霄泵业,357682509.0,272852329.0
16202883991.0,16202883991.0,通用设备,20190722,688333,铂力特,114201325.0,114201325.0
7198287556.72,6144176795.72,通用设备,20110916,300263,隆华科技,904307482.0,771881507.0
9778007400.0,3478788600.0,专用设备,20210707,301018,申菱环境,240010000.0,85390000.0
4457678032.719999,3886107306.18,通用设备,20110303,002559,亚威股份,555128024.0,483948606.0
5230800001.92,5150584348.64,通用设备,20101209,300145,中金环境,1923088236.0,1893597187.0
2850834112.0,712709312.0,通用设备,20220322,301137,哈焊华通,181813400.0,45453400.0
3371478354.22,3215279098.06,通用设备,20150217,300420,五洋停车,1116383561.0,1064661953.0
3993540000.0,3993540000.0,专用设备,20141010,300402,宝色股份,202000000.0,202000000.0
6745517760.0,2281536000.0,通用设备,20210301,605060,联德股份,241256000.0,81600000.0
3885179139.45,3205535809.35,通用设备,20150701,300488,恒锋工具,165679281.0,136696623.0
2670930621.6,942630621.6,通用设备,20200916,688577,浙海德曼,54089320.0,19089320.0
2446014773.8799996,2433213403.8799996,通用设备,20171113,603278,大业股份,289812177.0,288295427.0
8009559991.719999,4473681351.719999,通用设备,20210709,688305,科德数控,93177757.0,52043757.0
9673516317.880001,9673319524.07,通用设备,19980528,000811,冰轮环境,745837804.0,745822631.0
1978763976.0,1371413063.79,通用设备,20101013,300126,锐奇股份,303957600.0,210662529.0
4224466475.9999995,4193229519.9999995,通用设备,20170711,603757,大元泵业,166777200.0,165544000.0
2499112200.0,965697719.9999999,仪器仪表,20200608,300838,浙江力诺,136340000.0,52684000.0
1789150003.2,939809203.2,通用设备,20200819,688379,华光新材,88747520.0,46617520.0
2634545880.72,1954668666.78,通用设备,20100128,002347,泰尔股份,504702276.0,374457599.0
4232114536.95,2588523668.25,通用设备,20100708,300092,科新机电,273923271.0,167541985.0
3712602924.8,2721494344.8,通用设备,20190722,688028,沃尔德,109580960.0,80327460.0
7141502906.72,7077197459.67,通用设备,20181129,603187,海容冷链,276053456.0,273567741.0
2599405900.0,1579668659.1000001,通用设备,20201202,688557,兰剑智能,72670000.0,44161830.0
2595457355.1,648864355.1,汽车零部件,20220729,603201,常润股份,79493334.0,19873334.0
5554582518.22,3995435323.05,通用设备,20100625,300091,金通灵,1489164214.0,1071162285.0
4499483052.2,4499483052.2,通用设备,20160607,603131,上海沪工,317984668.0,317984668.0
27218121202.050003,27218121202.050003,通用设备,20030422,600481,双良节能,1870661251.0,1870661251.0
5701288797.36,2773289997.36,物流行业,20211026,688211,中科微至,131608698.0,64018698.0
6667556796.14,5614539108.780001,通用设备,20111205,002639,雪人股份,772602178.0,650583906.0
2516000000.0,629000000.0,通用设备,20221227,301255,通力科技,68000000.0,17000000.0
3543106313.2200003,3469788390.0600004,通用设备,20170703,603617,君禾股份,391071337.0,382978851.0
5400517766.05,4126112766.0499997,通用设备,20120801,300345,华民股份,577595483.0,441295483.0
3869984896.0,3869984896.0,通用设备,20170829,002896,中大力德,151171285.0,151171285.0
6516780999.24,6021022898.28,通用设备,20100623,002438,江苏神通,507537461.0,468927017.0
2929418064.76,2905728024.76,通用设备,20170705,603331,百达精工,203290636.0,201646636.0
2608000000.0,2608000000.0,通用设备,20160831,603090,宏盛股份,100000000.0,100000000.0
3061334864.0,834214864.0,通用设备,20210429,300985,致远新能,133333400.0,36333400.0
4113933180.0,4043917500.0,通用设备,20150227,603969,银龙股份,851746000.0,837250000.0
637364014.5600001,145554041.36,通用设备,20150623,832662,方盛股份,87550002.0,19993687.0
5802000000.0,3020339935.85,通用设备,20181129,002943,宇晶股份,120000000.0,62468251.0
4492980446.64,3338046505.7799997,通用设备,20090821,002282,博深股份,543944364.0,404121853.0
6954391710.0,5901248325.0,通用设备,20110113,300161,华中数控,198696906.0,168607095.0
2321253785.52,1373159645.5199997,专用设备,20200212,300818,耐普矿机,70001622.0,41410122.0
1034897200.0000001,405024510.28000003,非金属材料,20160420,836807,奔朗新材,181880000.0,71181812.0
2540991513.6,2305658649.6,通用设备,20200218,300817,双飞股份,145532160.0,132053760.0
1851947000.0,1851947000.0,通用设备,20001120,600243,青海华鼎,438850000.0,438850000.0
634176000.0,242261997.12,通用设备,20150119,831689,克莱特,73400000.0,28039583.0
2149644000.0,2149644000.0,通用设备,20040607,600421,华嵘控股,195600000.0,195600000.0
2306415303.48,2082318981.36,通用设备,20180403,002931,锋龙股份,199172306.0,179820292.0
502955331.09000003,117494264.78,通用设备,20150203,831855,浙江大农,74733333.0,17458286.0
4158602641.86,4097504975.46,通用设备,20161025,603667,五洲新春,328483621.0,323657581.0
525006812.5,170868375.0,工程机械,20190130,873169,七丰精工,84001090.0,27338940.0
533450000.0,111570500.0,电子元件,20151216,834950,迅安科技,47000000.0,9830000.0
2332556049.6000004,1900388088.0000002,通用设备,20150611,002760,凤形股份,107988706.0,87980930.0
8446611839.999999,8315188239.999999,通用设备,20170911,603277,银都股份,420648000.0,414103000.0
453568279.99999994,107832314.03999999,通用设备,20190628,873305,九菱科技,44819000.0,10655367.0
6074837560.74,6045989614.88,游戏,20100713,002445,中南文化,2391668331.0,2380310872.0
4585325513.6,4076032670.0,通用设备,20070126,601002,晋亿实业,959273120.0,852726500.0
3840429559.6000004,2911351924.0,通用设备,20170912,300700,岱勒新材,121532581.0,92131390.0
3097293404.04,2380459420.2599998,通用设备,20150217,300421,力星股份,247585404.0,190284526.0
2167868848.64,1583052655.8,通用设备,20170421,300554,三超新材,104829248.0,76549935.0
3696934544.7999997,3631387648.0,通用设备,20141111,603088,宁波精达,438025420.0,430259200.0
4622352666.79,4439451366.690001,通用设备,20040727,002026,山东威达,444884761.0,427281171.0
3180446425.16,3180446425.16,通用设备,20020805,600592,龙溪股份,399553571.0,399553571.0
2783918000.0,623345317.7,通用设备,20221215,301368,丰立智能,120100000.0,26891515.0
12326537219.91,10035068185.68,通用设备,19960718,000410,*ST沈机,2064746603.0,1680915944.0
1772172139.5,1772172139.5,通用设备,20170517,603269,海鸥股份,112518866.0,112518866.0
15099539946.89,12195423484.17,消费电子,20100520,300083,创世纪,1675864589.0,1353543117.0
4525706521.82,4501192908.74,通用设备,19970710,000777,中核科技,385494593.0,383406551.0
23292463585.04,22383582779.22,通用设备,20100713,002444,巨星科技,1202501992.0,1155579906.0
2553422477.7599998,1341466464.24,通用设备,20170511,002871,伟隆股份,168877148.0,88721327.0
5349856218.3,4140272218.23,通用设备,20110215,300179,四方达,485908830.0,376046523.0
7504961273.92,4605739888.16,通用设备,19940506,600860,京城股份,542265988.0,332784674.0
5818660022.88,5818660022.88,通用设备,20040511,600114,东睦股份,616383477.0,616383477.0
13376016713.179998,13376016713.179998,通用设备,20140122,603308,应流股份,683146921.0,683146921.0
7941977931.919999,6110997931.92,通用设备,20101203,002514,宝馨科技,720034264.0,554034264.0
8221293285.599999,6312928653.32,交运设备,19970306,001696,宗申动力,1145026920.0,879237974.0
7715686946.599999,6827968262.5,非金属材料,19981126,600172,黄河旋风,1442184476.0,1276255750.0
2967993600.0,2967993600.0,通用设备,20160331,603028,赛福天,287040000.0,287040000.0
1190811470.9,569483720.9000001,通用设备,20140124,430510,丰光精密,131581378.0,62926378.0
4262400000.0000005,3906256500.0000005,通用设备,20100126,002342,巨力索具,960000000.0,879787500.0
6643728082.68,6643728082.68,专用设备,20030408,600343,航天动力,638206348.0,638206348.0
3326085556.25,3005626362.5,通用设备,20070823,002164,宁波东力,532173689.0,480900218.0
10027985646.5,7729965071.5,通用设备,19980928,000837,秦川机床,899370910.0,693270410.0
4216000000.0,1054000000.0,通用设备,20230130,603173,福斯达,160000000.0,40000000.0
3790800000.0,3307242769.65,通用设备,20110707,002598,山东章鼓,312000000.0,272201051.0
3950147312.72,3190312125.2799997,通用设备,20120612,002685,华东重机,1007690641.0,813855134.0
7800624000.0,1950156000.0,通用设备,20210512,300990,同飞股份,93600000.0,23400000.0
2494601760.0,1127893760.0,通用设备,20200811,605100,华丰股份,169932000.0,76832000.0
3142605032.0,3142605032.0,通用设备,20080612,002248,华东数控,307495600.0,307495600.0
7583451397.56,7579749756.24,通用设备,19960419,000595,宝塔实业,1138656366.0,1138100564.0
7129738332.860001,4170280348.0,通用设备,20201210,688308,欧科亿,112616306.0,65870800.0
21485337120.0,10829236503.72,非金属材料,20200824,300861,美畅股份,480012000.0,241940047.0
4080139200.0,2543404741.6,通用设备,20171013,002903,宇环数控,152244000.0,94903162.0
6444795227.22,6386571770.04,通用设备,20050526,002046,国机精工,529129329.0,524349078.0
8691150814.75,8281094839.75,通用设备,20150612,300470,中密控股,208171277.0,198349577.0
4055852158.6699996,2877316405.99,通用设备,19931208,000530,冰山冷热,843212507.0,598194679.0
2173541610.24,2173541610.24,电源设备,19990603,600202,哈空调,383340672.0,383340672.0
649736821.76,143815950.72,通用设备,20151026,833943,优机股份,78093368.0,17285571.0
13125647539.2,12961802536.2,通用设备,20190614,603915,国茂股份,662242560.0,653975910.0
3974998713.66,2749925217.7799997,通用设备,20120703,002686,亿利达,566239133.0,391727239.0
3693816000.0,3693757106.25,通用设备,20170120,002843,泰嘉股份,211680000.0,211676625.0
2117410559.9999998,1157622864.0,专用设备,20210923,301070,开勒股份,64555200.0,35293380.0
4997520000.0,1481172852.48,通用设备,20200630,688558,国盛智科,132000000.0,39122368.0
5153578901.240001,4027102325.1200004,通用设备,20101210,002520,日发精机,800245171.0,625326448.0
3561695098.2900004,2232478594.0800004,仪器仪表,20170605,002877,智能自控,332557899.0,208448048.0
7372772656.04,7344496375.04,通用设备,20070810,002150,通润装备,356517053.0,355149728.0
8855934237.0,2103285025.1499999,通用设备,20210917,688697,纽威数控,326666700.0,77583365.0
5397611931.6,1398457905.6000001,电子元件,20200930,688093,世华科技,241072440.0,62459040.0
5718630500.0,3702368120.0,电子元件,20210910,688103,国力股份,95390000.0,61757600.0
5252800000.0,1847948172.0,贸易行业,20211122,301099,雅创电子,80000000.0,28144200.0
2757500000.0,1663935312.5,电子元件,20210401,688662,富信科技,88240000.0,53245930.0
4123816870.99,4073747842.99,半导体,20151210,300493,润欣科技,504751147.0,498622747.0
6723198772.35,6077422563.81,消费电子,20101019,300131,英唐智控,1137597085.0,1028328691.0
4800600000.0,2453119173.0,贸易行业,20210421,300975,商络电子,630000000.0,321931650.0
2149920000.0,976063680.0,电子元件,20210520,300991,创益通,144000000.0,65376000.0
2675559222.0,2604523032.0,半导体,20170706,603933,睿能科技,210508200.0,204919200.0
