date,code,open,high,low,close,preclose,volume,amount,pctChg
2022-07-04,sh.000001,3381.8194,3405.6185,3364.0947,3405.4267,3387.6373,35773791900,489347955346.8000,0.525127
2022-07-05,sh.000001,3411.1297,3424.8366,3372.0623,3404.0252,3405.4267,41169967200,516605703877.7000,-0.041155
2022-07-06,sh.000001,3391.0265,3391.0265,3333.0965,3355.3497,3404.0252,38463004700,487474666924.4000,-1.429939
2022-07-07,sh.000001,3353.1283,3375.8595,3332.3092,3364.398,3355.3497,33440020200,438203112921.0000,0.269668
2022-07-08,sh.000001,3380.3686,3386.3149,3354.1209,3356.0778,3364.3980,32292107200,421883933132.7000,-0.247301
2022-07-11,sh.000001,3341.1016,3341.1016,3297.005,3313.584,3356.0778,34266919300,424942266312.8000,-1.266174
2022-07-12,sh.000001,3307.2211,3319.2512,3277.0794,3281.4665,3313.5840,33460053900,410950560718.3000,-0.969268
2022-07-13,sh.000001,3279.6025,3297.0185,3266.4811,3284.2918,3281.4665,33184566900,394134617511.0000,0.086099
2022-07-14,sh.000001,3277.4545,3299.2512,3261.4934,3281.744,3284.2918,35592643200,431969353547.9000,-0.077575
2022-07-15,sh.000001,3261.3826,3288.9198,3228.0609,3228.0609,3281.7440,38015637100,460877019141.4000,-1.635810
2022-07-18,sh.000001,3235.0881,3278.4715,3226.2315,3278.1033,3228.0609,34834602200,423357272299.7000,1.550231
2022-07-19,sh.000001,3278.7221,3283.9295,3256.0152,3279.4313,3278.1033,31565191800,396042358323.1000,0.040511
2022-07-20,sh.000001,3291.5507,3308.3472,3287.7441,3304.7243,3279.4313,30151512300,383422746838.4000,0.771262
2022-07-21,sh.000001,3297.6614,3300.5345,3272.0012,3272.0012,3304.7243,33235870700,420696576741.5000,-0.990192
2022-07-22,sh.000001,3276.1966,3293.6439,3246.7313,3269.9739,3272.0012,30069006600,383576011593.0000,-0.061959
2022-07-25,sh.000001,3269.707,3273.1836,3243.0311,3250.388,3269.9739,27124574400,348281870965.0000,-0.598962
2022-07-26,sh.000001,3254.1852,3282.4133,3246.044,3277.4356,3250.3880,25946867600,334421587036.2000,0.832135
2022-07-27,sh.000001,3271.7825,3282.5739,3265.7267,3275.7553,3277.4356,24913148500,339768241053.0000,-0.051269
2022-07-28,sh.000001,3287.5019,3305.7057,3277.1078,3282.5758,3275.7553,28805505600,395925555549.0000,0.208212
2022-07-29,sh.000001,3282.8114,3294.8045,3246.3677,3253.2382,3282.5758,30733104700,410553093404.4000,-0.893737
2022-08-01,sh.000001,3246.6161,3264.3041,3225.5533,3259.9585,3253.2382,29220480500,399000239744.0000,0.206573
2022-08-02,sh.000001,3231.2621,3231.2621,3155.1866,3186.2664,3259.9585,39417616800,475962696161.0000,-2.260523
2022-08-03,sh.000001,3188.8906,3217.5496,3159.457,3163.6741,3186.2664,32488567300,455409764942.7000,-0.709052
2022-08-04,sh.000001,3179.4278,3190.9992,3155.7039,3189.0391,3163.6741,26089894300,371146916077.8000,0.801758
2022-08-05,sh.000001,3195.2274,3228.8863,3184.4549,3227.0267,3189.0391,27468372900,414055641493.2000,1.191193
2022-08-08,sh.000001,3218.8511,3237.9693,3214.0826,3236.9337,3227.0267,25426805000,392277178489.9000,0.307001
2022-08-09,sh.000001,3235.7351,3248.7718,3227.5394,3247.4318,3236.9337,25960546700,391415560267.1000,0.324322
2022-08-10,sh.000001,3242.3622,3253.1662,3217.8065,3230.02,3247.4318,25758359200,390066120147.4000,-0.536171
2022-08-11,sh.000001,3243.4716,3281.6654,3237.9041,3281.6654,3230.0200,30060537600,427399149616.3000,1.598919
2022-08-12,sh.000001,3275.77,3288.2233,3272.8406,3276.8877,3281.6654,29993292800,403906156288.7000,-0.145588
2022-08-15,sh.000001,3268.3653,3286.891,3261.8151,3276.087,3276.8877,28710677300,387257744646.1000,-0.024435
2022-08-16,sh.000001,3278.6756,3295.0226,3271.5703,3277.8847,3276.0870,30359227400,409210082291.4000,0.054873
2022-08-17,sh.000001,3282.1008,3295.9976,3263.3483,3292.526,3277.8847,32612475900,423859011368.3000,0.446669
2022-08-18,sh.000001,3286.3669,3289.1415,3270.5584,3277.5438,3292.5260,30169477800,418075199680.1000,-0.455037
2022-08-19,sh.000001,3275.6229,3286.4911,3258.0637,3258.0784,3277.5438,33353547100,457863361108.2000,-0.593902
2022-08-22,sh.000001,3249.7046,3278.1655,3247.187,3277.7943,3258.0784,31453786900,427653295825.9000,0.605139
2022-08-23,sh.000001,3274.427,3284.5963,3262.6331,3276.2234,3277.7943,31656635600,418311743962.9000,-0.047926
2022-08-24,sh.000001,3279.1716,3281.8752,3212.386,3215.2033,3276.2234,36614057700,458360278355.2000,-1.862513
2022-08-25,sh.000001,3223.4645,3248.3505,3199.1242,3246.2481,3215.2033,33619616500,419464277028.1000,0.965563
2022-08-26,sh.000001,3250.6276,3266.2737,3232.2766,3236.2226,3246.2481,30992755400,397556251308.6000,-0.308833
2022-08-29,sh.000001,3203.1022,3240.7275,3198.996,3240.7275,3236.2226,29701509700,363729979752.0000,0.139202
2022-08-30,sh.000001,3240.1835,3243.746,3212.6346,3227.2203,3240.7275,29431891400,353775673849.4000,-0.416795
2022-08-31,sh.000001,3216.5257,3232.0158,3184.3936,3202.1378,3227.2203,34440882900,431758007416.9000,-0.777217
2022-09-01,sh.000001,3196.5367,3214.5583,3181.6256,3184.9797,3202.1378,27466054100,336978641198.7000,-0.535833
2022-09-02,sh.000001,3189.6439,3198.2812,3173.7929,3186.4781,3184.9797,25045691100,313337604115.4000,0.047046
2022-09-05,sh.000001,3183.946,3199.9118,3172.0394,3199.9118,3186.4781,28067563300,339591536253.1000,0.421585
2022-09-06,sh.000001,3207.933,3244.6353,3203.8161,3243.4466,3199.9118,31886968900,378636070327.5000,1.360500
2022-09-07,sh.000001,3232.1368,3253.7671,3227.8225,3246.2943,3243.4466,30101446600,368608741474.6000,0.087799
2022-09-08,sh.000001,3245.557,3253.7005,3233.8007,3235.5862,3246.2943,28168035800,328657091591.2000,-0.329856
2022-09-09,sh.000001,3241.1809,3266.1974,3236.5078,3262.0542,3235.5862,28382766500,338566713309.5000,0.818028
2022-09-13,sh.000001,3272.0492,3278.1659,3259.6644,3263.7972,3262.0542,27618982300,339021890619.5000,0.053433
2022-09-14,sh.000001,3224.6783,3250.8024,3221.9609,3237.5419,3263.7972,25519336500,306452822218.0000,-0.804440
2022-09-15,sh.000001,3248.9721,3254.1789,3174.3899,3199.9187,3237.5419,32520612100,392490591521.4000,-1.162092
2022-09-16,sh.000001,3189.8265,3191.8265,3126.3972,3126.3977,3199.9187,31647589300,355085342917.9000,-2.297590
2022-09-19,sh.000001,3122.7549,3135.5565,3101.2207,3115.6019,3126.3977,24911366200,289918817139.3000,-0.345311
2022-09-20,sh.000001,3127.8356,3140.0252,3114.0368,3122.4058,3115.6019,21994253400,268600300237.6000,0.218382
2022-09-21,sh.000001,3116.0065,3129.8245,3091.2966,3117.1774,3122.4058,23297249600,269513754503.3000,-0.167448
2022-09-22,sh.000001,3098.7682,3125.6797,3092.8189,3108.9096,3117.1774,22114068900,269978597649.8000,-0.265234
2022-09-23,sh.000001,3106.8055,3124.6583,3072.2409,3088.3695,3108.9096,24305771900,285552915205.6000,-0.660685
