date,code,open,high,low,close,preclose,volume,amount,pctChg
2020-07-02,sh.000001,3023.7189,3092.4432,3021.6736,3090.5693,3025.9810,39112799600,478216482346.4000,2.134458
2020-07-03,sh.000001,3103.9952,3152.8126,3103.9952,3152.8126,3090.5693,45879385100,535489334735.2000,2.013975
2020-07-06,sh.000001,3187.8393,3337.2723,3187.8393,3332.8807,3152.8126,64387890600,724153675701.0000,5.711348
2020-07-07,sh.000001,3380.9536,3407.0811,3336.2416,3345.3369,3332.8807,65784015900,793638372424.8000,0.373737
2020-07-08,sh.000001,3337.5518,3421.5312,3327.7062,3403.4401,3345.3369,58708168500,696807634537.9000,1.736842
2020-07-09,sh.000001,3403.4832,3456.9721,3393.6379,3450.5935,3403.4401,62000182300,751406830395.1000,1.385463
2020-07-10,sh.000001,3418.9347,3433.1085,3372.5066,3383.3222,3450.5935,55612001100,703197550444.5000,-1.949557
2020-07-13,sh.000001,3379.3867,3458.7914,3369.0378,3443.2863,3383.3222,55800687500,717397053099.2000,1.772344
2020-07-14,sh.000001,3435.0237,3451.2224,3366.0828,3414.6186,3443.2863,54321149200,707327005157.3000,-0.832568
2020-07-15,sh.000001,3422.0778,3432.4506,3345.7488,3361.3044,3414.6186,49203054200,674727409786.3000,-1.561352
2020-07-16,sh.000001,3356.359,3373.5317,3209.7272,3210.0986,3361.3044,49061312300,679468340648.5000,-4.498426
2020-07-17,sh.000001,3214.4022,3252.7786,3181.2745,3214.1287,3210.0986,35965241300,486536118269.0000,0.125544
2020-07-20,sh.000001,3243.9105,3314.149,3220.684,3314.149,3214.1287,41855530600,544045656232.3000,3.111895
2020-07-21,sh.000001,3330.5467,3336.6791,3300.5719,3320.8947,3314.1490,35925202900,488862180370.5000,0.203542
2020-07-22,sh.000001,3315.1816,3381.9757,3311.7862,3333.1635,3320.8947,39333533500,540577040593.6000,0.369443
2020-07-23,sh.000001,3306.1489,3336.3002,3257.8269,3325.1102,3333.1635,40704249900,546887089707.7000,-0.241611
2020-07-24,sh.000001,3310.6449,3319.1268,3184.9645,3196.7684,3325.1102,42705402600,584311865016.6000,-3.859776
2020-07-27,sh.000001,3210.3863,3221.9846,3174.6583,3205.2268,3196.7684,29931902100,402231919288.9000,0.264592
2020-07-28,sh.000001,3226.1329,3245.2967,3208.4939,3227.9604,3205.2268,28937786100,389873696214.7000,0.709267
2020-07-29,sh.000001,3221.9883,3294.5521,3209.9902,3294.5521,3227.9604,32492406200,453094399515.5000,2.062965
2020-07-30,sh.000001,3299.5718,3312.4508,3282.1617,3286.822,3294.5521,34070412100,476974005608.8000,-0.234633
2020-07-31,sh.000001,3280.7959,3333.7859,3261.6135,3310.0065,3286.8220,35375897900,495778040702.2000,0.705377
2020-08-03,sh.000001,3332.1826,3368.1028,3327.6773,3367.9658,3310.0065,40746086700,572430759824.7000,1.751033
2020-08-04,sh.000001,3376.4402,3391.0743,3352.5017,3371.6875,3367.9658,44232855100,604942141521.3000,0.110503
2020-08-05,sh.000001,3363.3324,3383.6365,3333.877,3377.5648,3371.6875,38582302700,526515054657.5000,0.174313
