code,side
002246,0
002011,0
002681,0
002976,0
002809,0
301066,0
002534,0
300402,0
300586,0
000045,0
300228,0
300535,0
300492,0
300550,0
301051,0
002502,0
000962,0
002255,0
300925,0
002475,0
002860,0
002239,0
002885,0
002256,0
300930,0
300759,0
300208,0
002097,0
001300,0
300652,0
300678,0
002388,0
002451,0
300368,0
002712,0
300526,0
300710,0
301040,0
000581,0
001301,0
002665,0
002906,0
300843,0
301107,0
300566,0
002815,0
301003,0
300750,0
002733,0
300797,0
002846,0
001319,0
002882,0
300069,0
000619,0
002350,0
000591,0
000636,0
300305,0
002722,0
301229,0
300105,0
301061,0
002328,0
002227,0
300568,0
000610,0
001206,0
002725,0
000596,0
300758,0
002142,0
301268,0
002295,0
300821,0
300040,0
000888,0
000416,0
300767,0
300953,0
300221,0
300569,0
000533,0
300019,0
002042,0
002988,0
000778,0
002609,0
300258,0
002911,0
300618,0
300154,0
002675,0
301102,0
000630,0
301132,0
300373,0
300946,0
300846,0
000058,0
300810,0
300215,0
002553,0
300467,0
002881,0
002324,0
300656,0
002438,0
002890,0
300629,0
002281,0
300219,0
002360,0
000025,0
300816,0
300032,0
300752,0
300748,0
301183,0
002689,0
002579,0
000887,0
002240,0
002068,0
002073,0
002441,0
002008,0
002481,0
002658,0
000426,0
002959,0
002138,0
002275,0
002631,0
301023,0
000955,0
300229,0
002494,0
300429,0
300081,0
300988,0
300978,0
002529,0
300963,0
002302,0
002979,0
300416,0
300091,0
002036,0
300339,0
002405,0
002069,0
002917,0
300740,0
002655,0
300882,0
300073,0
300126,0
300185,0
002823,0
002855,0
002340,0
000629,0
002364,0
003028,0
300976,0
000592,0
300951,0
002403,0
300968,0
000401,0
301112,0
000589,0
002219,0
002779,0
002387,0
301020,0
300749,0
002938,0
002181,0
002918,0
002058,0
300048,0
300684,0
300510,0
300380,0
002059,0
300840,0
300135,0
300088,0
300057,0
002498,0
300632,0
002114,0
002653,0
300272,0
002141,0
301105,0
000156,0
002743,0
000785,0
301093,0
002015,0
002597,0
300127,0
300004,0
301206,0
002162,0
300278,0
002190,0
002996,0
300393,0
301186,0
002270,0
002342,0
002792,0
002651,0
300709,0
002108,0
002103,0
300409,0
002660,0
301076,0
300037,0
300140,0
000811,0
300018,0
002122,0
300337,0
000430,0
002088,0
300604,0
301100,0
300940,0
300955,0
002585,0
002571,0
300021,0
300488,0
002549,0
000639,0
301365,0
300696,0
002272,0
002516,0
002598,0
002203,0
300888,0
000803,0
002337,0
002074,0
300834,0
002723,0
002998,0
001216,0
000158,0
002326,0
002884,0
002400,0
000545,0
300264,0
002381,0
000852,0
002454,0
300945,0
300806,0
001309,0
000823,0
002483,0
300259,0
002931,0
300241,0
000981,0
301302,0
300793,0
002698,0
300398,0
300638,0
000877,0
301363,0
000007,0
001230,0
002563,0
300599,0
002863,0
002541,0
301398,0
301138,0
300235,0
000978,0
002085,0
000407,0
002920,0
002334,0
300697,0
002407,0
301278,0
300168,0
300852,0
002478,0
002164,0
301283,0
002341,0
300128,0
002221,0
002818,0
300471,0
002160,0
002466,0
301234,0
000863,0
301256,0
301092,0
301188,0
301069,0
300462,0
300552,0
300557,0
002817,0
300671,0
002611,0
000727,0
002664,0
301002,0
000012,0
300141,0
300446,0
301037,0
300666,0
300595,0
002591,0
002861,0
300824,0
300503,0
002524,0
000691,0
300868,0
301285,0
300547,0
300699,0
002009,0
002777,0
000973,0
300681,0
300370,0
002130,0
000521,0
300172,0
300912,0
002426,0
301103,0
002215,0
300829,0
002026,0
002836,0
002962,0
002028,0
002182,0
000967,0
000570,0
301135,0
300263,0
300477,0
300995,0
300932,0
002471,0
002247,0
002409,0
002595,0
300695,0
002505,0
002265,0
300145,0
300066,0
300129,0
300034,0
301185,0
002514,0
000960,0
002307,0
002144,0
000678,0
002289,0
300182,0
300973,0
300420,0
000859,0
002285,0
300097,0
300514,0
301099,0
002695,0
002950,0
300410,0
001313,0
300591,0
300217,0
002245,0
003015,0
301192,0
002708,0
000977,0
002574,0
300630,0
003018,0
300792,0
300214,0
300726,0
300451,0
000048,0
002145,0
002978,0
300388,0
300174,0
000949,0
300926,0
301328,0
002427,0
300096,0
300270,0
002136,0
001333,0
002738,0
000801,0
002303,0
300266,0
300375,0
002363,0
002632,0
002685,0
300100,0
002715,0
301349,0
300440,0
002094,0
002212,0
000009,0
001212,0
000034,0
002841,0
300849,0
002676,0
002546,0
300243,0
300269,0
300532,0
000878,0
301388,0
003043,0
000761,0
301265,0
000100,0
300050,0
002132,0
300366,0
301033,0
300169,0
002014,0
002125,0
002243,0
300923,0
000530,0
000333,0
300401,0
300623,0
000030,0
002213,0
301216,0
300425,0
300444,0
002033,0
002428,0
300382,0
002961,0
002369,0
002448,0
002322,0
000917,0
300131,0
000049,0
300737,0
002046,0
301007,0
300625,0
300457,0
300786,0
000921,0
300993,0
301150,0
002812,0
002741,0
000665,0
000937,0
002186,0
300403,0
300554,0
002399,0
000528,0
000550,0
002488,0
300329,0
300541,0
300102,0
003017,0
300808,0
002171,0
000735,0
002440,0
000688,0
300647,0
003011,0
002703,0
300192,0
300916,0
300082,0
300244,0
300863,0
000096,0
301198,0
000723,0
002838,0
002957,0
000683,0
002745,0
002736,0
300830,0
002580,0
000635,0
000993,0
300491,0
300985,0
002970,0
002262,0
300928,0
300433,0
002090,0
300606,0
301217,0
002767,0
300660,0
300347,0
300183,0
300854,0
003006,0
002975,0
002829,0
301067,0
300378,0
300941,0
003009,0
300408,0
003038,0
301386,0
301345,0
301314,0
301281,0
301203,0
301141,0
301090,0
300999,0
300997,0
300801,0
300720,0
300698,0
300657,0
300509,0
300486,0
300431,0
300372,0
300367,0
300362,0
300355,0
300336,0
300330,0
300325,0
300312,0
300216,0
300202,0
300187,0
300186,0
300178,0
300175,0
300157,0
300156,0
300104,0
300090,0
300064,0
300038,0
300028,0
300023,0
003816,0
002915,0
002866,0
002827,0
002770,0
002711,0
002684,0
002680,0
002663,0
002622,0
002619,0
002618,0
002604,0
002586,0
002554,0
002533,0
002509,0
002499,0
002496,0
002477,0
002473,0
002469,0
002464,0
002450,0
002447,0
002418,0
002408,0
002397,0
002386,0
002359,0
002358,0
002327,0
002260,0
002220,0
002217,0
002184,0
002175,0
002147,0
002143,0
002071,0
002070,0
002018,0
002017,0
002013,0
002012,0
001367,0
001336,0
001328,0
001287,0
000979,0
000956,0
000939,0
000930,0
000916,0
000886,0
000866,0
000835,0
000832,0
000827,0
000817,0
000805,0
000787,0
000780,0
000769,0
000765,0
000763,0
000760,0
000748,0
000730,0
000699,0
000693,0
000689,0
000687,0
000681,0
000675,0
000673,0
000662,0
000660,0
000658,0
000653,0
000631,0
000621,0
000620,0
000618,0
000613,0
000612,0
000611,0
000602,0
000594,0
000588,0
000587,0
000585,0
000583,0
000578,0
000569,0
000562,0
000559,0
000556,0
000549,0
000542,0
000535,0
000527,0
000522,0
000515,0
000511,0
000508,0
000502,0
000429,0
000418,0
000413,0
000412,0
000406,0
000405,0
000404,0
000066,0
000047,0
000035,0
000033,0
000024,0
000018,0
000016,0
000015,0
000013,0
000003,0
002032,0
301326,0
300787,0
301004,0
300354,0
300620,0
003039,0
300575,0
300958,0
002845,0
301298,0
301109,0
300461,0
000951,0
002806,0
300612,0
002202,0
300404,0
301189,0
300248,0
300907,0
002290,0
002236,0
300669,0
002773,0
002395,0
003008,0
000789,0
000633,0
002753,0
002707,0
301300,0
300956,0
002233,0
002232,0
002648,0
000155,0
002199,0
002376,0
300607,0
002064,0
301280,0
000935,0
002267,0
300517,0
300205,0
300464,0
300870,0
000157,0
002706,0
300385,0
300054,0
002719,0
002953,0
002797,0
300441,0
001323,0
002161,0
300664,0
301222,0
300641,0
003040,0
002204,0
001258,0
002688,0
002547,0
300184,0
300165,0
000782,0
002288,0
300803,0
301073,0
300095,0
000680,0
301359,0
300593,0
002479,0
002921,0
300356,0
002577,0
002671,0
002749,0
002536,0
300055,0
002909,0
300473,0
300680,0
002642,0
001236,0
002091,0
300310,0
000672,0
301106,0
002383,0
300277,0
002867,0
000822,0
000976,0
301025,0
001914,0
300148,0
000573,0
002392,0
300334,0
002191,0
000504,0
300645,0
301022,0
300292,0
000837,0
301231,0
002067,0
301327,0
002111,0
300379,0
002699,0
002734,0
301008,0
300245,0
002157,0
301368,0
002927,0
000563,0
300902,0
002304,0
300885,0
300622,0
300776,0
002098,0
300756,0
300677,0
002776,0
002195,0
300209,0
000677,0
002320,0
002271,0
300818,0
300179,0
002457,0
002263,0
000933,0
000868,0
002556,0
301223,0
300025,0
002787,0
300283,0
002945,0
300715,0
002614,0
300279,0
002367,0
002226,0
301047,0
000682,0
002004,0
300702,0
300589,0
301319,0
002050,0
002491,0
002249,0
002077,0
000598,0
000768,0
002825,0
000055,0
000729,0
300478,0
300927,0
002092,0
002821,0
300861,0
002572,0
002790,0
002526,0
300894,0
002615,0
301009,0
300197,0
002484,0
000601,0
300321,0
002936,0
301358,0
300124,0
002022,0
300160,0
002060,0
300777,0
000625,0
000830,0
002842,0
002210,0
002084,0
002832,0
002674,0
002344,0
003004,0
002760,0
002242,0
002168,0
300417,0
301196,0
300083,0
301175,0
002312,0
000926,0
300917,0
300084,0
002355,0
000881,0
300610,0
301190,0
300520,0
301077,0
301239,0
300213,0
002969,0
300518,0
000726,0
002266,0
300450,0
300910,0
300220,0
000159,0
300986,0
300242,0
002223,0
301012,0
300717,0
003035,0
000036,0
002565,0
002029,0
300548,0
000988,0
300826,0
000410,0
002981,0
000014,0
000936,0
300686,0
002942,0
002627,0
000786,0
000902,0
300234,0
003033,0
002596,0
001210,0
300633,0
300722,0
000758,0
000607,0
002025,0
002501,0
300414,0
000996,0
002788,0
301221,0
000005,0
300516,0
002913,0
002489,0
000882,0
301187,0
000088,0
002416,0
301160,0
002194,0
002356,0
002208,0
002990,0
300481,0
000776,0
002963,0
002960,0
300423,0
300447,0
002973,0
300218,0
002966,0
002480,0
300915,0
300537,0
000671,0
002228,0
002639,0
300384,0
002696,0
002347,0
000523,0
002037,0
002486,0
000552,0
002701,0
000544,0
002625,0
300268,0
002948,0
300045,0
000731,0
301123,0
300324,0
300836,0
300828,0
000836,0
000738,0
002908,0
300067,0
002926,0
000968,0
002126,0
300210,0
002031,0
301182,0
002641,0
002127,0
002523,0
002971,0
300323,0
000695,0
300639,0
002839,0
002177,0
000595,0
300322,0
300206,0
002087,0
002055,0
002682,0
002588,0
002702,0
002763,0
002646,0
000906,0
301126,0
000039,0
300718,0
002102,0
000517,0
300177,0
000958,0
002940,0
002672,0
002431,0
001215,0
002870,0
000809,0
000757,0
000507,0
300692,0
002955,0
000599,0
000593,0
002511,0
000685,0
002286,0
002291,0
000089,0
002053,0
001316,0
301085,0
000555,0
001872,0
002116,0
002225,0
300683,0
300358,0
002361,0
000551,0
300191,0
002630,0
300138,0
002522,0
300546,0
002807,0
000166,0
002686,0
301379,0
002165,0
001218,0
000558,0
301309,0
002727,0
002652,0
000711,0
002824,0
000042,0
002081,0
300979,0
300281,0
002135,0
002311,0
300820,0
002610,0
300943,0
002513,0
002495,0
000099,0
300712,0
002209,0
000509,0
000037,0
300016,0
002442,0
000667,0
000062,0
301176,0
301118,0
300567,0
300483,0
000586,0
000402,0
002201,0
002673,0
300022,0
002294,0
001231,0
300969,0
002666,0
300553,0
300875,0
300302,0
300335,0
000839,0
300397,0
000576,0
300117,0
000069,0
002082,0
300992,0
000792,0
002705,0
002833,0
300751,0
000031,0
300122,0
300430,0
301366,0
301021,0
000021,0
301317,0
300003,0
300723,0
002229,0
002010,0
002187,0
300320,0
000338,0
002274,0
002560,0
000712,0
300008,0
300227,0
000893,0
300911,0
300099,0
000750,0
002584,0
301356,0
000897,0
002420,0
000820,0
300480,0
002179,0
000078,0
301055,0
002485,0
000728,0
002810,0
002490,0
300755,0
301015,0
300405,0
002406,0
301058,0
000783,0
000537,0
300149,0
300949,0
000861,0
300621,0
002587,0
002284,0
002843,0
300265,0
002677,0
001339,0
002372,0
002608,0
300190,0
300991,0
301065,0
300106,0
000720,0
002643,0
301043,0
300771,0
000718,0
300295,0
300600,0
000557,0
300306,0
000676,0
000420,0
000707,0
000565,0
301062,0
000488,0
300345,0
002310,0
002569,0
001201,0
002752,0
000791,0
002493,0
001234,0
000514,0
001219,0
002413,0
002557,0
002694,0
002061,0
000423,0
300901,0
002726,0
300933,0
000739,0
300363,0
000606,0
300460,0
301226,0
002956,0
002594,0
300640,0
000518,0
002617,0
300316,0
300284,0
300181,0
002325,0
301024,0
300741,0
300763,0
002678,0
002783,0
300072,0
300348,0
000040,0
301218,0
300009,0
002001,0
300422,0
300530,0
002822,0
000918,0
301335,0
002176,0
002254,0
002482,0
301157,0
000862,0
300047,0
002188,0
002958,0
000628,0
002507,0
300543,0
300256,0
000503,0
002762,0
301113,0
002183,0
300412,0
001289,0
000023,0
300689,0
002048,0
000963,0
002968,0
300453,0
300498,0
300703,0
300484,0
300300,0
000880,0
301267,0
002375,0
002066,0
301290,0
300711,0
300301,0
002570,0
000818,0
301053,0
300791,0
002172,0
300424,0
002581,0
002852,0
300893,0
000534,0
301282,0
002811,0
300562,0
301166,0
300098,0
002492,0
001226,0
300597,0
300247,0
002137,0
000068,0
000651,0
300432,0
002283,0
300864,0
000957,0
301028,0
300883,0
300780,0
000532,0
300255,0
002697,0
301083,0
300761,0
002520,0
000668,0
000971,0
000990,0
002393,0
300819,0
000828,0
300996,0
002645,0
003027,0
002497,0
000700,0
000004,0
000002,0
301336,0
002813,0
301005,0
000526,0
000582,0
002297,0
000733,0
002152,0
002545,0
002308,0
300747,0
300762,0
300851,0
300164,0
300527,0
002140,0
002562,0
300658,0
300583,0
002467,0
002889,0
002414,0
000762,0
002432,0
002109,0
000953,0
002250,0
001266,0
300719,0
000985,0
002877,0
300282,0
002198,0
301128,0
300760,0
000421,0
300289,0
002354,0
000686,0
002023,0
002831,0
300123,0
300163,0
002124,0
300813,0
000656,0
000800,0
002205,0
002054,0
301330,0
301258,0
300180,0
300374,0
301088,0
300869,0
301151,0
000637,0
300897,0
301148,0
002500,0
300745,0
002589,0
300419,0
002799,0
002192,0
002139,0
301331,0
002828,0
002538,0
301199,0
300601,0
002982,0
300482,0
000931,0
002380,0
301060,0
300841,0
300406,0
301063,0
301220,0
002083,0
000659,0
000010,0
301019,0
000027,0
300020,0
002748,0
000698,0
300886,0
002758,0
002766,0
300919,0
002746,0
300947,0
002030,0
002756,0
300876,0
002939,0
001255,0
002528,0
000920,0
000812,0
000905,0
300673,0
300439,0
300505,0
002772,0
002561,0
002396,0
000850,0
300727,0
000777,0
300198,0
002820,0
000679,0
300313,0
301036,0
300545,0
300030,0
000898,0
300061,0
300765,0
300063,0
000900,0
300070,0
002404,0
300237,0
001283,0
000498,0
002332,0
002543,0
301125,0
001296,0
001318,0
000965,0
000011,0
002775,0
000597,0
002035,0
300651,0
300679,0
001965,0
002887,0
300344,0
300766,0
300470,0
002670,0
000858,0
000713,0
300938,0
000721,0
300644,0
300731,0
002573,0
002075,0
000710,0
002592,0
300872,0
001203,0
000833,0
002211,0
300276,0
000536,0
002768,0
000301,0
002582,0
300922,0
301201,0
300137,0
000001,0
300511,0
000826,0
003023,0
002941,0
002515,0
300796,0
301072,0
300150,0
002785,0
002366,0
002259,0
002620,0
000622,0
301081,0
002443,0
301049,0
002357,0
300877,0
002002,0
300377,0
300899,0
002771,0
002401,0
002853,0
000912,0
301032,0
002714,0
000703,0
000425,0
000876,0
002470,0
300920,0
002352,0
300581,0
002146,0
000829,0
300539,0
001227,0
002650,0
000856,0
000006,0
000779,0
002170,0
300298,0
002539,0
000995,0
002301,0
002659,0
000531,0
000987,0
000547,0
002382,0
300534,0
300357,0
300982,0
000869,0
300387,0
301098,0
300326,0
300125,0
300950,0
300785,0
300753,0
000903,0
000546,0
300716,0
002104,0
000895,0
300987,0
002636,0
301000,0
002394,0
300071,0
000885,0
000626,0
002353,0
001256,0
300487,0
002019,0
000061,0
000875,0
000702,0
000655,0
301286,0
300725,0
002095,0
300598,0
000090,0
300867,0
000715,0
000927,0
002305,0
002551,0
300121,0
301235,0
000417,0
002542,0
300390,0
002216,0
002830,0
300059,0
000019,0
301152,0
002835,0
301228,0
300814,0
000652,0
300101,0
002567,0
301068,0
000008,0
002667,0
002238,0
002057,0
002330,0
000788,0
000759,0
300732,0
000732,0
300500,0
002100,0
001979,0
002027,0
002277,0
300858,0
300238,0
000553,0
002687,0
301153,0
300436,0
001225,0
301179,0
002629,0
300627,0
002583,0
002930,0
301122,0
300529,0
002370,0
300193,0
002003,0
003030,0
002096,0
002535,0
002314,0
002421,0
000899,0
000566,0
301075,0
001896,0
000419,0
300143,0
002732,0
000983,0
300774,0
301195,0
300167,0
000403,0
300239,0
002133,0
002316,0
300411,0
300918,0
000797,0
002065,0
300663,0
300152,0
002781,0
002076,0
000982,0
300847,0
300029,0
000719,0
000600,0
002461,0
300533,0
000911,0
002154,0
300437,0
002207,0
000627,0
000632,0
002049,0
300017,0
002043,0
000883,0
301168,0
301048,0
002628,0
300465,0
000929,0
002848,0
301149,0
300691,0
002118,0
300079,0
300497,0
301369,0
002390,0
000831,0
300110,0
002039,0
301097,0
300463,0
300649,0
300572,0
300705,0
002700,0
300171,0
002793,0
300132,0
300365,0
301116,0
300892,0
300287,0
300391,0
300742,0
300559,0
000923,0
300682,0
001205,0
300448,0
300318,0
000571,0
002690,0
002038,0
000799,0
002455,0
002637,0
002633,0
300815,0
002647,0
300587,0
301127,0
000961,0
300434,0
002117,0
300204,0
301130,0
002575,0
300769,0
000908,0
002778,0
002298,0
000932,0
300961,0
301303,0
000980,0
300636,0
000548,0
300653,0
002910,0
002668,0
002868,0
300560,0
300839,0
002928,0
002062,0
000848,0
002932,0
002661,0
002072,0
001332,0
002005,0
301139,0
001338,0
002537,0
300994,0
300314,0
000669,0
300948,0
002040,0
300203,0
000623,0
300261,0
001331,0
000568,0
000722,0
000056,0
301306,0
300006,0
000997,0
300194,0
300929,0
002244,0
000520,0
002649,0
002462,0
001208,0
002437,0
000709,0
300662,0
000717,0
003020,0
002299,0
300531,0
301301,0
001268,0
002977,0
301030,0
003013,0
300342,0
000889,0
000998,0
002148,0
300981,0
002751,0
301207,0
301277,0
002898,0
300474,0
300166,0
300857,0
301052,0
300015,0
301181,0
002362,0
301057,0
002967,0
002252,0
300074,0
002214,0
002692,0
002373,0
000609,0
301087,0
002110,0
002548,0
002951,0
300290,0
002331,0
000928,0
000708,0
300078,0
002895,0
300721,0
000919,0
002193,0
300729,0
301136,0
000701,0
002269,0
002985,0
301339,0
002200,0
300513,0
002474,0
300551,0
300489,0
002374,0
000825,0
301167,0
300635,0
301101,0
003037,0
002872,0
000605,0
301031,0
002923,0
300136,0
301129,0
300957,0
002078,0
000851,0
300189,0
002105,0
300798,0
002530,0
002319,0
002086,0
000038,0
301078,0
000543,0
300199,0
003007,0
002279,0
002816,0
000070,0
300254,0
301038,0
000690,0
300960,0
002287,0
002791,0
300903,0
301039,0
300267,0
002230,0
000505,0
301017,0
300333,0
003005,0
000608,0
000650,0
300642,0
002862,0
301010,0
300746,0
000948,0
002900,0
002737,0
002544,0
002907,0
002755,0
001217,0
300909,0
002268,0
000816,0
002508,0
300970,0
002385,0
300521,0
301091,0
002293,0
002946,0
002417,0
301089,0
002093,0
300144,0
300668,0
002435,0
002935,0
002251,0
000815,0
001298,0
300873,0
002336,0
002468,0
300844,0
000572,0
300036,0
002527,0
002566,0
301311,0
300468,0
002607,0
001259,0
002197,0
003029,0
300871,0
000959,0
000513,0
000950,0
300246,0
301396,0
301215,0
300775,0
300878,0
003012,0
002757,0
002826,0
301117,0
000806,0
300823,0
300998,0
003025,0
002693,0
300236,0
000790,0
300879,0
300504,0
301042,0
000590,0
301197,0
002713,0
301115,0
300555,0
000915,0
000540,0
001202,0
301373,0
300151,0
002503,0
000616,0
001238,0
301260,0
001317,0
300848,0
002173,0
300837,0
002657,0
300386,0
002891,0
300538,0
002151,0
300311,0
000966,0
000046,0
001209,0
300967,0
002465,0
300650,0
002780,0
002761,0
000560,0
300086,0
002568,0
000411,0
000766,0
301367,0
300147,0
002638,0
000925,0
300383,0
300111,0
000767,0
002423,0
000415,0
300984,0
002859,0
003010,0
002980,0
001222,0
002234,0
002504,0
300240,0
300937,0
300039,0
002368,0
002947,0
000538,0
300119,0
000584,0
300341,0
000952,0
000063,0
300231,0
000150,0
300159,0
300075,0
301079,0
002345,0
300449,0
002349,0
002317,0
002107,0
301016,0
000705,0
300109,0
002422,0
000153,0
002296,0
300421,0
300809,0
300233,0
000501,0
300519,0
002113,0
002864,0
002603,0
002248,0
000670,0
301156,0
301276,0
002880,0
000901,0
300865,0
300085,0
002929,0
002789,0
002989,0
300352,0
300044,0
300966,0
001299,0
300332,0
000554,0
002626,0
300307,0
300564,0
003003,0
301035,0
001267,0
002318,0
301165,0
301316,0
300675,0
301080,0
002041,0
300730,0
300469,0
000860,0
300338,0
300655,0
300108,0
300435,0
300906,0
300359,0
002550,0
301045,0
301027,0
002856,0
301013,0
002378,0
301288,0
300288,0
300455,0
301257,0
300262,0
301059,0
300659,0
002593,0
300346,0
300573,0
300779,0
300563,0
300558,0
300935,0
300832,0
301096,0
000539,0
003031,0
002634,0
002424,0
000752,0
001207,0
300983,0
300571,0
002016,0
300855,0
300905,0
000692,0
000736,0
300389,0
301211,0
300350,0
000519,0
002532,0
300971,0
301233,0
000890,0
002412,0
300590,0
002621,0
000813,0
000756,0
002750,0
000716,0
300908,0
001368,0
301111,0
300542,0
300665,0
002020,0
003032,0
301178,0
002365,0
300271,0
002047,0
300211,0
300637,0
300896,0
300584,0
300931,0
002644,0
300250,0
301296,0
300427,0
300200,0
300614,0
300253,0
000615,0
002847,0
002883,0
000561,0
000798,0
000567,0
300353,0
002987,0
001278,0
300977,0
002458,0
001228,0
002235,0
301289,0
300134,0
000666,0
300743,0
300773,0
301313,0
002999,0
300674,0
002446,0
003042,0
300459,0
300523,0
002819,0
003001,0
301070,0
002729,0
300399,0
300294,0
300479,0
300959,0
300158,0
301263,0
002063,0
300856,0
002728,0
300013,0
000755,0
300733,0
002512,0
002769,0
300293,0
300087,0
002840,0
300898,0
300188,0
300825,0
301279,0
301227,0
300369,0
002099,0
300942,0
300012,0
300495,0
001366,0
002410,0
002912,0
000989,0
301419,0
002886,0
300026,0
002044,0
002007,0
000151,0
300485,0
300576,0
301056,0
000026,0
300609,0
002178,0
300525,0
002972,0
300212,0
002808,0
300579,0
300452,0
300812,0
002123,0
300972,0
002052,0
300273,0
002873,0
300603,0
301408,0
002120,0
002683,0
002656,0
300042,0
002433,0
300578,0
002878,0
003002,0
300058,0
000972,0
002338,0
300608,0
000525,0
301266,0
002021,0
000796,0
002740,0
002430,0
300260,0
300989,0
000661,0
300496,0
301297,0
002282,0
301391,0
000028,0
002119,0
003000,0
002153,0
301380,0
301259,0
300685,0
300051,0
301318,0
000999,0
002849,0
000032,0
002796,0
300768,0
301333,0
300130,0
300634,0
002115,0
300252,0
300561,0
300392,0
300884,0
300895,0
002991,0
003016,0
300442,0
300225,0
300297,0
002419,0
301029,0
002805,0
002439,0
001270,0
000819,0
300454,0
000617,0
000516,0
300738,0
002612,0
000697,0
301161,0
300536,0
300672,0
300041,0
002993,0
300146,0
300275,0
002800,0
300778,0
300089,0
300309,0
300736,0
300964,0
301071,0
301439,0
301246,0
839790,0
831152,0
836395,0
834062,0
831855,0
831856,0
836720,0
835185,0
430090,0
838971,0
830832,0
834014,0
836892,0
871245,0
835368,0
832171,0
870866,0
837212,0
831726,0
832278,0
838924,0
872351,0
837092,0
870204,0
833873,0
870436,0
833266,0
834415,0
835179,0
872925,0
836871,0
836260,0
830879,0
430564,0
873527,0
839729,0
831305,0
872374,0
836270,0
870299,0
838275,0
837344,0
836433,0
836422,0
835174,0
834639,0
833580,0
833533,0
832876,0
832662,0
831445,0
831167,0
831039,0
430425,0
838227,0
837821,0
872808,0
833346,0
839680,0
430300,0
834765,0
430489,0
833454,0
834682,0
833819,0
430718,0
837046,0
835184,0
430510,0
871857,0
833171,0
832802,0
831834,0
835237,0
831010,0
871753,0
831195,0
836942,0
873169,0
873122,0
831370,0
836957,0
871634,0
873339,0
832225,0
833230,0
832149,0
873001,0
834599,0
834475,0
430476,0
838810,0
872190,0
836149,0
836807,0
833509,0
839273,0
837242,0
872541,0
830799,0
833075,0
830964,0
838670,0
836675,0
836247,0
836414,0
834021,0
832419,0
830839,0
870199,0
833781,0
870508,0
831526,0
835857,0
838262,0
834950,0
832110,0
871553,0
832566,0
430139,0
871970,0
873223,0
835207,0
833429,0
831768,0
831832,0
871396,0
836263,0
832145,0
839946,0
838163,0
836077,0
872392,0
833427,0
835508,0
871981,0
832000,0
832023,0
873167,0
834407,0
833943,0
832491,0
831689,0
832735,0
831906,0
430418,0
834033,0
873305,0
834770,0
838030,0
832885,0
832089,0
833523,0
835670,0
430478,0
430198,0
838171,0
871642,0
835985,0
831278,0
839371,0
835892,0
870357,0
835305,0
839725,0
830946,0
831641,0
831961,0
430047,0
835640,0
836826,0
873152,0
837663,0
839167,0
836239,0
831087,0
430556,0
838402,0
830974,0
833914,0
430685,0
833575,0
