日期,板块名称,涨的数量,跌的数量,平的数量,涨幅比,涨跌幅,总市值,主力净流入-净额,主力净流入-净占比,总市值亿元,跌停,跌<-5%,-3%<-5%,-3<-1%,平盘,<3%,3-5%,5%-涨停,涨停,冰点,沸点,距上次沸点天数,距上次冰点天数
2023-04-03,3D打印,47,16,3,71.21212121212122,1.5368181818181819,804775434143.63,930600716.0,-1.447727272727273,8047.75,0,0,0,16,3,36,4,5,2,False,False,0,0
2023-04-03,5G概念,286,45,3,85.62874251497006,2.3422754491017965,7426283249621.14,3120849339.0,-0.3844910179640718,74262.83,0,1,4,37,9,189,56,26,12,False,False,0,0
2023-04-03,6G概念,37,3,0,92.5,2.60575,3478794452401.3296,-175485049.0,0.36200000000000004,34787.94,0,0,0,3,0,22,9,6,0,False,False,0,0
2023-04-03,AIGC概念,61,5,0,92.42424242424242,4.294242424242425,1055433841310.4299,2333282773.0,1.6099999999999999,10554.34,0,0,1,4,0,28,15,12,6,False,False,0,0
2023-04-03,BIPV概念,64,21,4,71.91011235955057,0.9701123595505619,1233628368164.51,-172306022.0,-4.304831460674158,12336.28,0,0,1,18,9,52,6,2,1,False,False,0,0
2023-04-03,C2M概念,22,10,4,61.111111111111114,0.6947222222222222,335905181962.89,-66877468.0,-4.0136111111111115,3359.05,0,0,0,10,4,20,0,2,0,False,False,0,0
2023-04-03,CPO概念,32,0,0,100.0,6.3659375,559601581878.89,2107641286.0,4.590625,5596.02,0,0,0,0,0,7,9,8,8,False,True,-1,0
2023-04-03,CXO概念,12,26,1,30.76923076923077,-0.5433333333333333,915484103332.5,-817081502.0,-5.07102564102564,9154.84,0,0,2,23,2,9,3,0,0,False,False,0,0
2023-04-03,DRG-DIP,12,2,0,85.71428571428571,3.3850000000000002,166463816486.75,534393092.0,4.388571428571429,1664.64,0,0,1,1,0,6,2,2,2,False,False,0,0
2023-04-03,EDA概念,14,1,1,87.5,2.394375,436565220807.25,609256344.0,0.8018750000000001,4365.65,0,1,0,0,1,9,3,2,0,False,False,0,0
